c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 51368 19 1 17 4 2834 12 0 0 0 1 1 3.126.67.130 443 24 0 24 13 576 10 1 31 0 1 0 35363.87158203125 232783.82348632812 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@51368 "1970-01-01 00:00:35.363871582" "1970-01-01 00:03:52.783823486" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.77KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 35980 18 1 16 2 4757 13 0 0 0 1 1 3.126.67.130 443 24 0 24 14 576 9 0 0 0 1 0 32593.283447265625 232783.84326171875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@35980 "1970-01-01 00:00:32.593283447" "1970-01-01 00:03:52.783843262" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.65KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 35966 22 1 20 2 4479 17 0 0 0 1 1 3.126.67.130 443 27 0 27 17 576 9 0 0 0 1 0 31959.893310546875 232783.87329101562 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@35966 "1970-01-01 00:00:31.959893311" "1970-01-01 00:03:52.783873291" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.37KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 35956 18 1 16 2 4828 13 0 0 0 1 1 3.126.67.130 443 24 0 24 13 607 10 0 0 0 1 0 30787.1396484375 232793.56958007812 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@35956 "1970-01-01 00:00:30.787139648" "1970-01-01 00:03:52.793569580" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.71KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 44816 155 1 153 15 176379 137 0 0 0 1 1 162.247.243.29 443 130 0 130 115 8351 14 0 0 0 1 0 30281.092529296875 233001.92724609375 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@44816 "1970-01-01 00:00:30.281092529" "1970-01-01 00:03:53.001927246" data.net HTTP/1.x-HTTP/2_null 172.25KB 8.16KB "0.01 kbits" "0.00 kbits"
192.168.84.55 42902 15 0 14 7 4272 6 0 0 0 1 1 52.223.29.147 443 18 0 18 7 5940 9 0 0 0 1 1 232795.31762695312 243099.17651367188 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@42902 "1970-01-01 00:03:52.795317627" "1970-01-01 00:04:03.099176514" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.17KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 51344 67 0 66 7 74375 58 0 0 0 1 1 162.247.243.29 443 62 0 62 55 1556 5 0 0 0 1 1 232688.91064453125 243317.029296875 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@51344 "1970-01-01 00:03:52.688910645" "1970-01-01 00:04:03.317029297" data.net HTTP/1.x-HTTP/2_null 72.63KB 1.52KB "0.06 kbits" "0.00 kbits"
192.168.84.55 42650 15 1 13 5 4597 7 0 0 0 1 1 3.73.166.114 443 15 0 15 8 5819 6 0 0 0 1 0 232778.8486328125 250467.29931640625 8192 pubby.indazn.com pubby.indazn.com 32 32 pubby.indazn.com - 3.73.166.114@443_192.168.84.55@42650 "1970-01-01 00:03:52.778848633" "1970-01-01 00:04:10.467299316" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.49KB 5.68KB "0.00 kbits" "0.00 kbits"
192.168.84.55 42678 13 1 11 3 4515 7 0 0 0 1 1 3.73.166.114 443 13 0 13 8 421 4 0 0 0 1 0 235925.11254882812 250471.37646484375 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.73.166.114@443_192.168.84.55@42678 "1970-01-01 00:03:55.925112549" "1970-01-01 00:04:10.471376465" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.41KB 421.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 42664 12 1 10 3 2680 6 0 0 0 1 1 3.73.166.114 443 11 0 11 7 421 3 0 0 0 1 0 234052.67358398438 250478.9033203125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.73.166.114@443_192.168.84.55@42664 "1970-01-01 00:03:54.052673584" "1970-01-01 00:04:10.478903320" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.62KB 421.00B "0.00 kbits" "0.00 kbits"
