c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume
192.168.166.55 51481 7784 0 7783 7761 5152 21 0 0 0 1 1 101.62.214.125 443 8795 0 8795 22 26411785 8771 2 2800 0 1 1 324503.466796875 386662.94287109375 8192 linear313-it-hls1-prd-msp1.cdn13.skycdp.com 3rdparty.cdn13.skycdp.com 33 32 linear313-it-hls1-prd-msp1.cdn13.skycdp.com - 101.62.214.125@443_192.168.166.55@51481 "1970-01-01 00:05:24.503466797" "1970-01-01 00:06:26.662942871" cdn#.skycdp.com "SPDY (*)-HTTP/1.x_HTTP/1.x" 5.03KB 25.19MB
192.168.166.55 51479 12 0 11 6 897 4 0 0 0 1 1 185.26.141.74 443 14 0 14 5 9678 7 0 0 0 1 1 324251.7038574219 386672.3127441406 8192 linear313-it-hls1-prd.selector.skycdn.it selector.ott.skycdn.it 33 0 linear313-it-hls1-prd.selector.skycdn.it - 185.26.141.74@443_192.168.166.55@51479 "1970-01-01 00:05:24.251703857" "1970-01-01 00:06:26.672312744" selector.skycdn.it "SPDY (*)-HTTP/1.x_null" 897.00B 9.45KB
192.168.166.55 51486 20 1 19 5 5327 12 0 0 0 1 1 52.223.29.147 443 24 0 24 11 6526 12 0 0 0 1 0 375300.23974609375 396980.0068359375 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.166.55@51486 "1970-01-01 00:06:15.300239746" "1970-01-01 00:06:36.980006836" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.20KB 6.37KB
192.168.166.55 51476 8 0 7 3 3211 3 0 0 0 1 1 176.255.176.100 443 7 0 7 3 3419 2 0 0 0 1 1 323756.6848144531 397056.4035644531 1 - - 0 0 ott-sgwl.skyanywhere.com - 176.255.176.100@443_192.168.166.55@51476 "1970-01-01 00:05:23.756684814" "1970-01-01 00:06:37.056403564" sgwl.skyanywhere.com HTTP 3.14KB 3.34KB
192.168.166.55 51488 8 0 7 3 1458 3 0 0 0 1 1 23.52.38.143 443 9 1 8 2 1500 3 1 0 0 2 1 396849.37353515625 397147.6457519531 8192 p.sky.com - 1 2 p.sky.com - 23.52.38.143@443_192.168.166.55@51488 "1970-01-01 00:06:36.849373535" "1970-01-01 00:06:37.147645752" p.sky.com "SPDY (*)_HTTP/1.x" 1.42KB 1.46KB
192.168.166.55 51463 12 0 11 4 1306 6 0 0 0 1 1 20.54.24.79 443 14 0 14 6 3103 6 0 0 0 1 1 314885.2648925781 424914.5275878906 8192 array611.prod.do.dsp.mp.microsoft.com *.prod.do.dsp.mp.microsoft.com 160 128 array611.prod.do.dsp.mp.microsoft.com - 20.54.24.79@443_192.168.166.55@51463 "1970-01-01 00:05:14.885264893" "1970-01-01 00:07:04.914527588" mp.microsoft.com HTTP/1.x-HTTP/2_HTTP/2 1.28KB 3.03KB
192.168.166.55 51461 13 0 12 5 1305 6 0 0 0 1 1 52.164.189.170 443 16 0 16 7 3101 7 0 0 0 1 1 314883.34375 424918.11474609375 8192 array622.prod.do.dsp.mp.microsoft.com *.prod.do.dsp.mp.microsoft.com 160 128 array622.prod.do.dsp.mp.microsoft.com - 52.164.189.170@443_192.168.166.55@51461 "1970-01-01 00:05:14.883343750" "1970-01-01 00:07:04.918114746" mp.microsoft.com HTTP/1.x-HTTP/2_HTTP/2 1.27KB 3.03KB
192.168.166.55 51462 12 0 11 4 1308 6 0 0 0 1 1 51.104.162.168 443 12 0 12 5 3038 5 0 0 0 1 1 314883.34375 424976.1379394531 8192 array604.prod.do.dsp.mp.microsoft.com *.prod.do.dsp.mp.microsoft.com 160 128 array604.prod.do.dsp.mp.microsoft.com - 51.104.162.168@443_192.168.166.55@51462 "1970-01-01 00:05:14.883343750" "1970-01-01 00:07:04.976137939" mp.microsoft.com HTTP/1.x-HTTP/2_HTTP/2 1.28KB 2.97KB
192.168.166.55 51508 24 0 23 8 6697 14 0 0 0 1 1 52.223.29.147 443 30 0 30 15 6526 12 1 0 0 1 2 398710.9147949219 429005.25390625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.166.55@51508 "1970-01-01 00:06:38.710914795" "1970-01-01 00:07:09.005253906" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 6.54KB 6.37KB
192.168.166.55 51487 25 1 24 10 6352 12 0 0 0 1 1 63.140.62.17 443 20 0 20 6 5570 13 0 0 0 1 0 385932.99072265625 433812.24755859375 8192 smetrics.sky.com smetrics.sky.com 160 128 smetrics.sky.com - 63.140.62.17@443_192.168.166.55@51487 "1970-01-01 00:06:25.932990723" "1970-01-01 00:07:13.812247559" smetrics.sky.com HTTP/1.x-HTTP/2_HTTP/2 6.20KB 5.44KB
192.168.166.55 51509 18 0 17 6 3916 10 0 0 0 1 1 52.223.29.147 443 23 0 23 11 6166 9 1 0 0 1 2 438782.65478515625 459005.56689453125 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.166.55@51509 "1970-01-01 00:07:18.782654785" "1970-01-01 00:07:39.005566895" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 3.82KB 6.02KB
192.168.166.55 51507 670 0 669 650 4423 18 0 0 0 1 1 101.62.214.125 443 815 0 815 19 2154705 794 1 1400 0 1 1 397997.3889160156 459704.40478515625 8192 linear314-it-hls1-prd-msp1.cdn13.skycdp.com 3rdparty.cdn13.skycdp.com 33 32 linear314-it-hls1-prd-msp1.cdn13.skycdp.com - 101.62.214.125@443_192.168.166.55@51507 "1970-01-01 00:06:37.997388916" "1970-01-01 00:07:39.704404785" cdn#.skycdp.com "SPDY (*)-HTTP/1.x_HTTP/1.x" 4.32KB 2.05MB
192.168.166.55 51505 6668 0 6667 6645 5152 21 0 0 0 1 1 101.62.214.125 443 7652 0 7652 22 22526206 7628 0 0 0 1 1 397751.5517578125 459704.5168457031 8192 linear314-it-hls1-prd-msp1.cdn13.skycdp.com 3rdparty.cdn13.skycdp.com 33 32 linear314-it-hls1-prd-msp1.cdn13.skycdp.com - 101.62.214.125@443_192.168.166.55@51505 "1970-01-01 00:06:37.751551758" "1970-01-01 00:07:39.704516846" cdn#.skycdp.com "SPDY (*)-HTTP/1.x_HTTP/1.x" 5.03KB 21.48MB
192.168.166.55 51503 11 0 10 5 897 4 0 0 0 1 1 185.26.141.74 443 13 0 13 5 9678 6 0 0 0 1 1 397500.4387207031 459707.3215332031 8192 linear314-it-hls1-prd.selector.skycdn.it selector.ott.skycdn.it 33 0 linear314-it-hls1-prd.selector.skycdn.it - 185.26.141.74@443_192.168.166.55@51503 "1970-01-01 00:06:37.500438721" "1970-01-01 00:07:39.707321533" selector.skycdn.it "SPDY (*)-HTTP/1.x_null" 897.00B 9.45KB
192.168.166.55 51500 9 0 8 4 3211 3 0 0 0 1 1 176.255.176.100 443 9 0 9 4 3419 3 0 0 0 1 1 397006.4248046875 469790.76953125 1 - - 0 0 ott-sgwl.skyanywhere.com - 176.255.176.100@443_192.168.166.55@51500 "1970-01-01 00:06:37.006424805" "1970-01-01 00:07:49.790769531" sgwl.skyanywhere.com HTTP 3.14KB 3.34KB
192.168.166.55 51512 8 0 7 3 1460 3 0 0 0 1 1 23.52.38.143 443 9 1 8 2 1500 3 1 0 0 2 1 469622.51171875 469823.46484375 8192 p.sky.com - 1 2 p.sky.com - 23.52.38.143@443_192.168.166.55@51512 "1970-01-01 00:07:49.622511719" "1970-01-01 00:07:49.823464844" p.sky.com "SPDY (*)_HTTP/1.x" 1.43KB 1.46KB
192.168.166.55 51511 16 0 15 4 3828 10 0 0 0 1 1 52.223.29.147 443 21 0 21 10 1061 8 1 0 0 1 2 459516.73193359375 470204.3269042969 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.166.55@51511 "1970-01-01 00:07:39.516731934" "1970-01-01 00:07:50.204326904" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 3.74KB 1.04KB
192.168.166.55 51534 14 0 13 6 2477 6 0 0 0 1 1 13.107.42.16 443 16 0 16 7 6978 7 0 0 0 1 1 485600.4775390625 485955.587890625 8192 config.edge.skype.com *.config.skype.com 160 128 config.edge.skype.com - 13.107.42.16@443_192.168.166.55@51534 "1970-01-01 00:08:05.600477539" "1970-01-01 00:08:05.955587891" edge.skype.com HTTP/1.x-HTTP/2_HTTP/2 2.42KB 6.81KB
192.168.166.55 51533 13 0 12 4 3430 7 0 0 0 1 1 13.95.26.4 443 17 0 17 8 4697 7 0 0 0 1 1 485148.51171875 485973.65185546875 8192 msedge.api.cdp.microsoft.com api.cdp.microsoft.com 160 128 msedge.api.cdp.microsoft.com - 13.95.26.4@443_192.168.166.55@51533 "1970-01-01 00:08:05.148511719" "1970-01-01 00:08:05.973651855" cdp.microsoft.com HTTP/1.x-HTTP/2_HTTP/2 3.35KB 4.59KB
192.168.166.55 51532 19 0 18 5 5262 12 0 0 0 1 1 52.223.29.147 443 24 0 24 13 6137 8 1 0 0 1 2 471434.49072265625 491705.5029296875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.166.55@51532 "1970-01-01 00:07:51.434490723" "1970-01-01 00:08:11.705502930" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.14KB 5.99KB
192.168.166.55 51510 22 1 21 7 6315 12 0 0 0 1 1 63.140.62.17 443 18 0 18 6 1722 10 0 0 0 1 1 458885.5998535156 506730.85693359375 8192 smetrics.sky.com - 160 128 smetrics.sky.com - 63.140.62.17@443_192.168.166.55@51510 "1970-01-01 00:07:38.885599854" "1970-01-01 00:08:26.730856934" smetrics.sky.com HTTP/1.x-HTTP/2_HTTP/2 6.17KB 1.68KB
192.168.166.55 51535 20 0 19 6 5324 12 0 0 0 1 1 52.223.29.147 443 25 0 25 12 6166 10 1 0 0 1 2 501474.001953125 521705.9775390625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.166.55@51535 "1970-01-01 00:08:21.474001953" "1970-01-01 00:08:41.705977539" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.20KB 6.02KB
192.168.166.55 51531 1380 0 1379 1361 4106 17 0 0 0 1 1 101.62.214.125 443 1582 0 1582 18 4008918 1562 0 0 0 1 1 470720.4118652344 532739.6818847656 8192 linear311-it-hls1-prd-msp1.cdn13.skycdp.com 3rdparty.cdn13.skycdp.com 33 32 linear311-it-hls1-prd-msp1.cdn13.skycdp.com - 101.62.214.125@443_192.168.166.55@51531 "1970-01-01 00:07:50.720411865" "1970-01-01 00:08:52.739681885" cdn#.skycdp.com "SPDY (*)-HTTP/1.x_HTTP/1.x" 4.01KB 3.82MB
192.168.166.55 51527 12 0 11 6 892 4 0 0 0 1 1 185.26.141.74 443 14 0 14 5 9643 7 0 0 0 1 1 470237.2717285156 532779.4729003906 8192 linear311-it-hls1-prd.selector.skycdn.it selector.ott.skycdn.it 33 0 linear311-it-hls1-prd.selector.skycdn.it - 185.26.141.74@443_192.168.166.55@51527 "1970-01-01 00:07:50.237271729" "1970-01-01 00:08:52.779472900" selector.skycdn.it "SPDY (*)-HTTP/1.x_null" 892.00B 9.42KB
192.168.166.55 51529 5696 0 5695 5674 4820 20 0 0 0 1 1 101.62.214.125 443 6307 0 6307 21 17747653 6284 0 0 0 1 1 470564.4455566406 532779.5578613281 8192 linear311-it-hls1-prd-msp1.cdn13.skycdp.com 3rdparty.cdn13.skycdp.com 33 32 linear311-it-hls1-prd-msp1.cdn13.skycdp.com - 101.62.214.125@443_192.168.166.55@51529 "1970-01-01 00:07:50.564445557" "1970-01-01 00:08:52.779557861" cdn#.skycdp.com "SPDY (*)-HTTP/1.x_HTTP/1.x" 4.71KB 16.93MB
192.168.166.55 51318 79 1 78 39 19478 38 0 0 0 1 0 23.214.204.198 443 44 0 44 2 28095 41 0 0 0 1 0 13483.577880859375 542361.4299316406 8192 init.sky.com shop.sky.com 160 32 init.sky.com - 23.214.204.198@443_192.168.166.55@51318 "1970-01-01 00:00:13.483577881" "1970-01-01 00:09:02.361429932" init.sky.com HTTP/1.x-HTTP/2_HTTP/1.x 19.02KB 27.44KB
192.168.166.55 51334 66 1 65 35 9579 29 7 7 0 1 0 23.40.157.96 443 79 0 79 15 103149 63 0 0 0 1 0 17117.6728515625 542362.7749023438 8192 atlantis.epgsky.com ott.sky.com 160 32 atlantis.epgsky.com - 23.40.157.96@443_192.168.166.55@51334 "1970-01-01 00:00:17.117672852" "1970-01-01 00:09:02.362774902" atlantis.epgsky.com HTTP/1.x-HTTP/2_HTTP/1.x 9.35KB 100.73KB
192.168.166.55 51537 15 1 14 5 2961 8 0 0 0 1 0 63.140.62.27 443 12 0 12 4 4728 7 0 0 0 1 0 531910.12890625 542362.8908691406 8192 smetrics.sky.com smetrics.sky.com 160 128 smetrics.sky.com - 63.140.62.27@443_192.168.166.55@51537 "1970-01-01 00:08:51.910128906" "1970-01-01 00:09:02.362890869" smetrics.sky.com HTTP/1.x-HTTP/2_HTTP/2 2.89KB 4.62KB
192.168.166.55 51362 194 1 193 87 63650 105 0 0 0 1 0 63.140.62.222 443 204 0 204 101 13031 102 0 0 0 1 0 36297.164794921875 542362.9428710938 8192 bskyb.hb.omtrdc.net *.hb.omtrdc.net 160 128 bskyb.hb.omtrdc.net - 63.140.62.222@443_192.168.166.55@51362 "1970-01-01 00:00:36.297164795" "1970-01-01 00:09:02.362942871" hb.omtrdc.net HTTP/1.x-HTTP/2_HTTP/2 62.16KB 12.73KB
192.168.166.55 51360 24 1 23 8 5589 14 7 7 0 1 0 3.69.181.184 80 22 0 22 14 7420 7 0 0 0 1 0 36105.874755859375 542363.01171875 1 - - 0 0 7dff3.v.fwmrm.net 7dff3.v.fwmrm.net 3.69.181.184@80_192.168.166.55@51360 "1970-01-01 00:00:36.105874756" "1970-01-01 00:09:02.363011719" v.fwmrm.net HTTP 5.46KB 7.25KB
192.168.166.55 51331 55 1 54 19 25189 34 8 1407 0 1 0 23.52.38.143 443 76 0 76 32 39271 43 1 461 0 1 0 14137.777587890625 542363.05078125 8192 p.sky.com - 160 32 p.sky.com - 23.52.38.143@443_192.168.166.55@51331 "1970-01-01 00:00:14.137777588" "1970-01-01 00:09:02.363050781" p.sky.com HTTP/1.x-HTTP/2_HTTP/1.x 24.60KB 38.35KB
192.168.166.55 51364 91 1 90 24 52815 65 0 0 0 1 0 199.127.193.108 443 86 0 86 59 17197 26 1 515 0 1 0 36319.951904296875 542363.0837402344 8192 318adbf25a4d9c8f11941233156919c56fcd60bd.cws.conviva.com cws.conviva.com 160 0 318adbf25a4d9c8f11941233156919c56fcd60bd.cws.conviva.com - 199.127.193.108@443_192.168.166.55@51364 "1970-01-01 00:00:36.319951904" "1970-01-01 00:09:02.363083740" cws.conviva.com HTTP/1.x-HTTP/2_null 51.58KB 16.79KB
192.168.166.55 51355 64 1 63 32 10262 30 7 7 0 1 0 23.40.157.96 443 74 0 74 16 86517 56 1 0 0 2 0 18647.195556640625 542363.1127929688 8192 atlantis.epgsky.com - 160 32 atlantis.epgsky.com - 23.40.157.96@443_192.168.166.55@51355 "1970-01-01 00:00:18.647195557" "1970-01-01 00:09:02.363112793" atlantis.epgsky.com HTTP/1.x-HTTP/2_HTTP/1.x 10.02KB 84.49KB
192.168.166.55 51351 68 1 67 36 10261 30 7 7 0 1 0 23.40.157.96 443 76 0 76 17 92911 58 0 0 0 1 0 18642.849853515625 542363.1599121094 8192 atlantis.epgsky.com - 160 32 atlantis.epgsky.com - 23.40.157.96@443_192.168.166.55@51351 "1970-01-01 00:00:18.642849854" "1970-01-01 00:09:02.363159912" atlantis.epgsky.com HTTP/1.x-HTTP/2_HTTP/1.x 10.02KB 90.73KB
192.168.166.55 51353 61 1 60 30 9810 29 7 7 0 1 0 23.40.157.96 443 70 0 70 16 83255 53 1 1291 0 1 0 18645.341552734375 542363.1818847656 8192 atlantis.epgsky.com - 160 32 atlantis.epgsky.com - 23.40.157.96@443_192.168.166.55@51353 "1970-01-01 00:00:18.645341553" "1970-01-01 00:09:02.363181885" atlantis.epgsky.com HTTP/1.x-HTTP/2_HTTP/1.x 9.58KB 81.30KB
192.168.166.55 51354 47 1 46 23 6572 22 7 7 0 1 0 23.40.157.96 443 55 0 55 16 58450 38 0 0 0 1 0 18646.140869140625 542363.2019042969 8192 atlantis.epgsky.com - 160 32 atlantis.epgsky.com - 23.40.157.96@443_192.168.166.55@51354 "1970-01-01 00:00:18.646140869" "1970-01-01 00:09:02.363201904" atlantis.epgsky.com HTTP/1.x-HTTP/2_HTTP/1.x 6.42KB 57.08KB
192.168.166.55 51359 165 1 164 61 78486 102 1 1400 0 1 0 18.65.82.85 443 219 0 219 90 96503 128 1 1400 0 1 0 19360.19287109375 542363.255859375 8192 sb.scorecardresearch.com *.scorecardresearch.com 160 128 sb.scorecardresearch.com - 18.65.82.85@443_192.168.166.55@51359 "1970-01-01 00:00:19.360192871" "1970-01-01 00:09:02.363255859" sb.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 76.65KB 94.24KB
192.168.166.55 51341 654 1 653 576 7326 76 7 7 0 1 0 2.22.32.204 443 806 0 806 32 1703933 773 1 686 2 1 0 18063.759521484375 542363.3115234375 8192 ethaneurope.it.imageservice.sky.com shop.sky.com 160 128 ethaneurope.it.imageservice.sky.com - 2.22.32.204@443_192.168.166.55@51341 "1970-01-01 00:00:18.063759521" "1970-01-01 00:09:02.363311523" imageservice.sky.com HTTP/1.x-HTTP/2_HTTP/2 7.15KB 1.62MB
192.168.166.55 51352 49 1 48 24 7035 23 7 7 0 1 0 23.40.157.96 443 55 0 55 16 63501 37 1 0 0 2 0 18644.035888671875 542363.3615722656 8192 atlantis.epgsky.com - 160 32 atlantis.epgsky.com - 23.40.157.96@443_192.168.166.55@51352 "1970-01-01 00:00:18.644035889" "1970-01-01 00:09:02.363361572" atlantis.epgsky.com HTTP/1.x-HTTP/2_HTTP/1.x 6.87KB 62.01KB
192.168.166.55 51524 7 1 6 2 3209 3 0 0 0 1 0 176.255.176.100 443 6 0 6 3 3416 2 0 0 0 1 0 469739.5358886719 542363.4189453125 1 - - 0 0 ott-sgwl.skyanywhere.com - 176.255.176.100@443_192.168.166.55@51524 "1970-01-01 00:07:49.739535889" "1970-01-01 00:09:02.363418945" sgwl.skyanywhere.com HTTP 3.13KB 3.34KB
192.168.166.55 51387 71 1 70 23 20420 46 5 5 0 1 0 18.65.64.87 443 70 0 70 44 9254 25 1 298 0 1 0 79191.19555664062 542363.5439453125 8192 udm.scorecardresearch.com *.scorecardresearch.com 160 128 udm.scorecardresearch.com - 18.65.64.87@443_192.168.166.55@51387 "1970-01-01 00:01:19.191195557" "1970-01-01 00:09:02.363543945" udm.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 19.94KB 9.04KB
192.168.166.55 51536 17 1 16 5 3900 10 0 0 0 1 0 52.223.29.147 443 18 0 18 9 6089 8 0 0 0 1 0 531550.1328125 542363.5788574219 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.166.55@51536 "1970-01-01 00:08:51.550132812" "1970-01-01 00:09:02.363578857" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 3.81KB 5.95KB
