action unix_ts from_origin_ts
origin 1722155172584.1326 0.00439453125
net-starts 1722155172584.8477 0.719482421875
app-starts 1722155172585.3682 1.239990234375
eurosport1-starts 1722155202559.42 29975.291748046875
eurosport1-stops 1722155402559.4504 229975.322265625
eurosport2-starts 1722155422499.2886 249915.16040039062
eurosport2-stops 1722155622499.333 449915.2048339844
app-stops 1722155635148.7075 462564.5793457031
net-stops 1722155665200.2686 492616.1403808594
