c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 46584 151.101.242.49 443 13157.43017578125 763.051 21 0 20 4 4214 16 0 0 0 1 0 29 0 29 16 7334 12 0 0 0 1 0 151.101.242.49@443_192.168.84.55@46584 13920.48117578125 "1970-01-01 00:00:13.157430176" "1970-01-01 00:00:13.920481176" 4.12KB 7.16KB "0.04 kbits" "0.08 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 45278 13.226.175.67 443 12704.04052734375 342.086 10 0 9 6 1791 3 0 0 0 1 0 9 0 9 3 6185 5 0 0 0 1 0 13.226.175.67@443_192.168.84.55@45278 13046.12652734375 "1970-01-01 00:00:12.704040527" "1970-01-01 00:00:13.046126527" 1.75KB 6.04KB "0.04 kbits" "0.14 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34430 3.75.98.239 443 13674.300537109375 320.11 14 0 13 4 4380 9 0 0 0 1 0 15 0 15 9 5087 5 0 0 0 1 0 3.75.98.239@443_192.168.84.55@34430 13994.410537109376 "1970-01-01 00:00:13.674300537" "1970-01-01 00:00:13.994410537" 4.28KB 4.97KB "0.11 kbits" "0.13 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56110 162.247.243.29 443 12711.5361328125 734.569 51 0 50 4 58777 46 0 0 0 1 0 46 0 46 41 5168 4 0 0 0 1 0 162.247.243.29@443_192.168.84.55@56110 13446.1051328125 "1970-01-01 00:00:12.711536133" "1970-01-01 00:00:13.446105133" 57.40KB 5.05KB "0.64 kbits" "0.06 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 50358 108.139.243.100 443 12112.185546875 696.594 62 0 62 11 17077 51 1 133 0 0 0 84 0 84 49 17872 35 0 0 0 0 0 108.139.243.100@443_192.168.84.55@50358 12808.779546875001 "1970-01-01 00:00:12.112185547" "1970-01-01 00:00:12.808779547" 16.68KB 17.45KB "0.20 kbits" "0.21 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 57334 151.101.241.91 443 11095.314453125 279.931 11 0 10 4 2578 6 0 0 0 1 0 11 0 11 6 5478 4 0 0 0 1 0 151.101.241.91@443_192.168.84.55@57334 11375.245453125 "1970-01-01 00:00:11.095314453" "1970-01-01 00:00:11.375245453" 2.52KB 5.35KB "0.07 kbits" "0.16 kbits" ohttp-relay-safebrowsing.fastly-edge.com HTTP/1.x-HTTP/2_null
192.168.84.55 56110 162.247.243.29 443 23140.378173828125 220.005 13 0 13 1 15460 12 0 0 0 0 0 11 0 11 10 375 1 0 0 0 0 0 162.247.243.29@443_192.168.84.55@56110 23360.383173828126 "1970-01-01 00:00:23.140378174" "1970-01-01 00:00:23.360383174" 15.10KB 375.00B "0.56 kbits" "0.01 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 35344 3.73.166.114 443 15986.396484375 358.212 10 0 9 3 4478 6 0 0 0 1 0 9 0 9 6 357 2 0 0 0 1 0 3.73.166.114@443_192.168.84.55@35344 16344.608484375 "1970-01-01 00:00:15.986396484" "1970-01-01 00:00:16.344608484" 4.37KB 357.00B "0.10 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 35316 3.73.166.114 443 12699.326171875 431.889 13 0 12 5 4519 7 1 517 0 1 0 13 0 13 7 5786 5 0 0 0 1 0 3.73.166.114@443_192.168.84.55@35316 13131.215171875 "1970-01-01 00:00:12.699326172" "1970-01-01 00:00:13.131215172" 4.41KB 5.65KB "0.08 kbits" "0.11 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 35328 3.73.166.114 443 13825.678466796875 301.37 9 0 8 3 2643 5 0 0 0 1 0 8 0 8 5 357 2 0 0 0 1 0 3.73.166.114@443_192.168.84.55@35328 14127.048466796876 "1970-01-01 00:00:13.825678467" "1970-01-01 00:00:14.127048467" 2.58KB 357.00B "0.07 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 35316 3.73.166.114 443 30161.443359375 91.194 3 1 2 0 37 1 0 0 0 0 1 3 0 3 1 64 2 0 0 0 0 0 3.73.166.114@443_192.168.84.55@35316 30252.637359375 "1970-01-01 00:00:30.161443359" "1970-01-01 00:00:30.252637359" 37.00B 64.00B "0.00 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 35328 3.73.166.114 443 30161.6533203125 90.992 3 1 2 0 37 1 0 0 0 0 1 4 0 4 2 64 2 0 0 0 0 0 3.73.166.114@443_192.168.84.55@35328 30252.6453203125 "1970-01-01 00:00:30.161653320" "1970-01-01 00:00:30.252645320" 37.00B 64.00B "0.00 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 35344 3.73.166.114 443 30161.2294921875 91.447 3 1 2 0 37 1 0 0 0 0 1 4 0 4 2 64 2 0 0 0 0 0 3.73.166.114@443_192.168.84.55@35344 30252.6764921875 "1970-01-01 00:00:30.161229492" "1970-01-01 00:00:30.252676492" 37.00B 64.00B "0.00 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 60162 52.59.96.26 443 11580.097412109375 469.415 17 0 16 9 2886 7 0 0 0 1 0 25 0 25 6 40793 18 0 0 0 1 0 52.59.96.26@443_192.168.84.55@60162 12049.512412109376 "1970-01-01 00:00:11.580097412" "1970-01-01 00:00:12.049512412" 2.82KB 39.84KB "0.05 kbits" "0.70 kbits" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 37890 108.157.188.19 443 13455.135498046875 218.147 3 0 3 0 177 3 0 0 0 0 0 5 0 5 3 777 2 0 0 0 0 0 108.157.188.19@443_192.168.84.55@37890 13673.282498046876 "1970-01-01 00:00:13.455135498" "1970-01-01 00:00:13.673282498" 177.00B 777.00B "0.01 kbits" "0.03 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50696 162.247.243.29 443 30145.439453125 340.384 10 1 9 3 3808 5 0 0 0 1 0 10 0 10 5 4695 4 0 0 0 1 0 162.247.243.29@443_192.168.84.55@50696 30485.823453125 "1970-01-01 00:00:30.145439453" "1970-01-01 00:00:30.485823453" 3.72KB 4.58KB "0.09 kbits" "0.11 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 53952 18.66.218.98 443 12266.71044921875 393.165 16 0 15 6 4232 9 0 0 0 1 0 17 0 17 8 7801 8 0 0 0 1 0 18.66.218.98@443_192.168.84.55@53952 12659.87544921875 "1970-01-01 00:00:12.266710449" "1970-01-01 00:00:12.659875449" 4.13KB 7.62KB "0.09 kbits" "0.16 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47750 172.64.155.119 443 12691.6513671875 439.567 12 0 11 3 3302 8 0 0 0 1 0 13 0 13 7 4541 5 0 0 0 1 0 172.64.155.119@443_192.168.84.55@47750 13131.2183671875 "1970-01-01 00:00:12.691651367" "1970-01-01 00:00:13.131218367" 3.22KB 4.43KB "0.06 kbits" "0.08 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 35902 142.250.185.100 443 20524.62744140625 246.247 7 0 6 3 1830 3 0 0 0 1 0 6 0 6 3 5351 2 0 0 0 1 0 142.250.185.100@443_192.168.84.55@35902 20770.87444140625 "1970-01-01 00:00:20.524627441" "1970-01-01 00:00:20.770874441" 1.79KB 5.23KB "0.06 kbits" "0.17 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 41100 216.58.206.35 443 20585.593505859375 185.281 7 0 6 3 1893 3 0 0 0 1 0 6 0 6 3 5356 2 0 0 0 1 0 216.58.206.35@443_192.168.84.55@41100 20770.874505859374 "1970-01-01 00:00:20.585593506" "1970-01-01 00:00:20.770874506" 1.85KB 5.23KB "0.08 kbits" "0.23 kbits" www.google.it HTTP/1.x-HTTP/2_null
192.168.84.55 46400 99.86.159.78 443 13103.971435546875 285.639 15 0 14 6 4117 8 0 0 0 1 0 16 0 16 7 7423 8 0 0 0 1 0 99.86.159.78@443_192.168.84.55@46400 13389.610435546874 "1970-01-01 00:00:13.103971436" "1970-01-01 00:00:13.389610436" 4.02KB 7.25KB "0.12 kbits" "0.21 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 35212 18.66.218.123 443 12696.139404296875 247.585 8 0 7 4 1832 3 0 0 0 1 0 8 0 8 3 6215 4 0 0 0 1 0 18.66.218.123@443_192.168.84.55@35212 12943.724404296874 "1970-01-01 00:00:12.696139404" "1970-01-01 00:00:12.943724404" 1.79KB 6.07KB "0.06 kbits" "0.20 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 48126 108.138.192.23 443 13133.464111328125 723.26 17 0 16 4 4462 12 0 0 0 1 0 21 0 21 12 8585 8 0 0 0 1 0 108.138.192.23@443_192.168.84.55@48126 13856.724111328125 "1970-01-01 00:00:13.133464111" "1970-01-01 00:00:13.856724111" 4.36KB 8.38KB "0.05 kbits" "0.09 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 52624 18.184.236.0 443 13094.447509765625 301.715 16 0 15 6 7038 9 0 0 0 1 0 18 0 18 9 11640 8 0 0 0 1 0 18.184.236.0@443_192.168.84.55@52624 13396.162509765625 "1970-01-01 00:00:13.094447510" "1970-01-01 00:00:13.396162510" 6.87KB 11.37KB "0.19 kbits" "0.31 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 58728 108.139.243.76 443 14138.518310546875 3.282 1 0 1 1 0 0 0 0 0 0 0 2 0 2 0 4121 2 0 0 0 0 0 108.139.243.76@443_192.168.84.55@58728 14141.800310546874 "1970-01-01 00:00:14.138518310" "1970-01-01 00:00:14.141800311" 0B 4.02KB "0.00 kbits" "10.05 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42822 35.157.103.159 443 13133.591552734375 303.304 13 0 12 4 4369 8 0 0 0 1 0 15 0 15 8 6060 6 0 0 0 1 0 35.157.103.159@443_192.168.84.55@42822 13436.895552734375 "1970-01-01 00:00:13.133591553" "1970-01-01 00:00:13.436895553" 4.27KB 5.92KB "0.12 kbits" "0.16 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 46584 151.101.242.49 443 14597.0634765625 237.787 6 0 6 0 890 6 0 0 0 0 0 10 0 10 6 1099 4 0 0 0 0 0 151.101.242.49@443_192.168.84.55@46584 14834.8504765625 "1970-01-01 00:00:14.597063477" "1970-01-01 00:00:14.834850477" 890.00B 1.07KB "0.03 kbits" "0.04 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 40792 18.66.196.6 443 13157.537353515625 292.295 15 0 14 5 4209 9 0 0 0 1 0 17 0 17 9 9266 7 0 0 0 1 0 18.66.196.6@443_192.168.84.55@40792 13449.832353515625 "1970-01-01 00:00:13.157537354" "1970-01-01 00:00:13.449832354" 4.11KB 9.05KB "0.12 kbits" "0.25 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 41100 216.58.206.35 443 30714.51611328125 232.404 2 0 2 1 0 0 0 0 0 0 1 2 0 2 1 0 0 0 0 0 0 1 216.58.206.35@443_192.168.84.55@41100 30946.92011328125 "1970-01-01 00:00:30.714516113" "1970-01-01 00:00:30.946920113" 0B 0B "0.00 kbits" "0.00 kbits" www.google.it HTTP/1.x-HTTP/2_null
192.168.84.55 35902 142.250.185.100 443 30668.54541015625 278.376 2 0 2 1 0 0 0 0 0 0 1 2 0 2 1 0 0 0 0 0 0 1 142.250.185.100@443_192.168.84.55@35902 30946.92141015625 "1970-01-01 00:00:30.668545410" "1970-01-01 00:00:30.946921410" 0B 0B "0.00 kbits" "0.00 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 37782 108.138.192.119 443 14657.997314453125 324.113 14 0 13 5 4261 8 0 0 0 1 0 15 0 15 8 7397 6 0 0 0 1 0 108.138.192.119@443_192.168.84.55@37782 14982.110314453124 "1970-01-01 00:00:14.657997314" "1970-01-01 00:00:14.982110314" 4.16KB 7.22KB "0.11 kbits" "0.18 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37624 108.156.2.104 443 13692.288330078125 922.276 20 0 19 8 5104 11 0 0 0 1 0 25 0 25 10 15691 14 0 0 0 1 0 108.156.2.104@443_192.168.84.55@37624 14614.564330078125 "1970-01-01 00:00:13.692288330" "1970-01-01 00:00:14.614564330" 4.98KB 15.32KB "0.04 kbits" "0.14 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 32942 108.138.199.75 443 14049.0673828125 293.389 14 0 13 4 4217 9 0 0 0 1 0 16 0 16 9 6904 6 0 0 0 1 0 108.138.199.75@443_192.168.84.55@32942 14342.4563828125 "1970-01-01 00:00:14.049067383" "1970-01-01 00:00:14.342456383" 4.12KB 6.74KB "0.11 kbits" "0.19 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 39962 3.165.239.84 443 13636.198486328125 782.24 20 0 19 7 4580 12 0 0 0 1 0 26 0 26 12 9386 13 0 0 0 1 0 3.165.239.84@443_192.168.84.55@39962 14418.438486328125 "1970-01-01 00:00:13.636198486" "1970-01-01 00:00:14.418438486" 4.47KB 9.17KB "0.05 kbits" "0.10 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56364 108.157.188.27 443 13674.135498046875 215.194 11 0 10 4 2380 6 0 0 0 1 0 11 0 11 6 6909 4 0 0 0 1 0 108.157.188.27@443_192.168.84.55@56364 13889.329498046875 "1970-01-01 00:00:13.674135498" "1970-01-01 00:00:13.889329498" 2.32KB 6.75KB "0.09 kbits" "0.26 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34430 3.75.98.239 443 15975.782470703125 86.817 3 0 3 1 249 2 0 0 0 0 0 3 0 3 2 124 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@34430 16062.599470703124 "1970-01-01 00:00:15.975782471" "1970-01-01 00:00:16.062599471" 249.00B 124.00B "0.02 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 53720 18.195.57.8 443 13674.43017578125 279.225 14 0 13 5 4187 8 0 0 0 1 0 16 0 16 8 6628 7 0 0 0 1 0 18.195.57.8@443_192.168.84.55@53720 13953.65517578125 "1970-01-01 00:00:13.674430176" "1970-01-01 00:00:13.953655176" 4.09KB 6.47KB "0.12 kbits" "0.19 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45278 13.226.175.67 443 15395.2314453125 121.993 6 0 6 2 638 4 0 0 0 0 0 6 0 6 4 436 2 0 0 0 0 0 13.226.175.67@443_192.168.84.55@45278 15517.2244453125 "1970-01-01 00:00:15.395231445" "1970-01-01 00:00:15.517224445" 638.00B 436.00B "0.04 kbits" "0.03 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37890 108.157.188.19 443 30394.223388671875 951.05 7 0 7 1 358 6 0 0 0 0 0 10 0 10 6 1193 4 0 0 0 0 0 108.157.188.19@443_192.168.84.55@37890 31345.273388671874 "1970-01-01 00:00:30.394223389" "1970-01-01 00:00:31.345273389" 358.00B 1.17KB "0.00 kbits" "0.01 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34520 52.29.126.107 443 13934.861328125 927.264 18 0 17 7 4260 10 0 0 0 1 0 19 0 19 10 8545 8 0 0 0 1 0 52.29.126.107@443_192.168.84.55@34520 14862.125328125 "1970-01-01 00:00:13.934861328" "1970-01-01 00:00:14.862125328" 4.16KB 8.34KB "0.04 kbits" "0.07 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 58728 108.139.243.76 443 30879.845458984375 975.986 24 0 24 8 2575 16 0 0 0 0 0 30 0 30 15 12915 15 0 0 0 0 0 108.139.243.76@443_192.168.84.55@58728 31855.831458984376 "1970-01-01 00:00:30.879845459" "1970-01-01 00:00:31.855831459" 2.51KB 12.61KB "0.02 kbits" "0.11 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 46584 151.101.242.49 443 30886.190185546875 706.355 11 0 11 2 1028 9 0 0 0 0 0 13 0 13 8 749 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@46584 31592.545185546875 "1970-01-01 00:00:30.886190186" "1970-01-01 00:00:31.592545186" 1.00KB 749.00B "0.01 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 35212 18.66.218.123 443 30875.982177734375 656.986 8 0 8 3 1096 5 0 0 0 0 0 12 0 12 5 4028 7 0 0 0 0 0 18.66.218.123@443_192.168.84.55@35212 31532.968177734376 "1970-01-01 00:00:30.875982178" "1970-01-01 00:00:31.532968178" 1.07KB 3.93KB "0.01 kbits" "0.05 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45278 13.226.175.67 443 31416.12646484375 999.243 32 0 32 13 1650 19 0 0 0 0 0 49 0 49 17 36721 32 0 0 0 0 0 13.226.175.67@443_192.168.84.55@45278 32415.36946484375 "1970-01-01 00:00:31.416126465" "1970-01-01 00:00:32.415369465" 1.61KB 35.86KB "0.01 kbits" "0.29 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34430 3.75.98.239 443 31378.75146484375 898.433 12 0 12 4 949 8 0 0 0 0 0 13 0 13 8 427 5 0 0 0 0 0 3.75.98.239@443_192.168.84.55@34430 32277.18446484375 "1970-01-01 00:00:31.378751465" "1970-01-01 00:00:32.277184465" 949.00B 427.00B "0.01 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45278 13.226.175.67 443 32421.816162109375 996.976 393 0 393 390 70 3 1 35 0 0 0 507 0 507 0 6419500 507 0 0 0 0 0 13.226.175.67@443_192.168.84.55@45278 33418.79216210938 "1970-01-01 00:00:32.421816162" "1970-01-01 00:00:33.418792162" 70.00B 6.12MB "0.00 kbits" "51.51 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 46584 151.101.242.49 443 32349.909423828125 983.88 5 0 5 1 938 4 1 42 0 0 0 6 0 6 3 834 3 1 124 0 0 0 151.101.242.49@443_192.168.84.55@46584 33333.78942382812 "1970-01-01 00:00:32.349909424" "1970-01-01 00:00:33.333789424" 938.00B 834.00B "0.01 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 52316 199.127.194.97 443 32471.889404296875 846.662 9 0 8 3 3026 5 0 0 0 1 0 7 0 7 3 6560 3 0 0 0 1 0 199.127.194.97@443_192.168.84.55@52316 33318.55140429687 "1970-01-01 00:00:32.471889404" "1970-01-01 00:00:33.318551404" 2.96KB 6.41KB "0.03 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 36204 91.81.128.189 443 32778.302490234375 846.132 15 0 14 10 2972 4 0 0 0 1 0 27 0 27 4 63383 22 0 0 0 1 0 91.81.128.189@443_192.168.84.55@36204 33624.43449023437 "1970-01-01 00:00:32.778302490" "1970-01-01 00:00:33.624434490" 2.90KB 61.90KB "0.03 kbits" "0.60 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 57846 3.73.166.114 443 33378.236328125 667.871 8 0 7 3 2483 4 0 0 0 1 0 7 0 7 4 357 2 0 0 0 1 0 3.73.166.114@443_192.168.84.55@57846 34046.107328125 "1970-01-01 00:00:33.378236328" "1970-01-01 00:00:34.046107328" 2.42KB 357.00B "0.03 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 36204 91.81.128.189 443 33862.66748046875 283.584 62 0 62 62 0 0 0 0 0 0 0 69 0 69 0 1008451 69 0 0 0 0 0 91.81.128.189@443_192.168.84.55@36204 34146.25148046875 "1970-01-01 00:00:33.862667480" "1970-01-01 00:00:34.146251479" 0B 984.82KB "0.00 kbits" "28.45 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36210 91.81.128.189 443 32779.142333984375 830.957 9 0 8 4 3024 4 0 0 0 1 0 9 0 9 4 2566 4 0 0 0 1 0 91.81.128.189@443_192.168.84.55@36210 33610.09933398438 "1970-01-01 00:00:32.779142334" "1970-01-01 00:00:33.610099334" 2.95KB 2.51KB "0.03 kbits" "0.02 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36188 91.81.128.189 443 32513.91015625 989.799 18 0 17 11 4430 6 0 0 0 1 0 19 0 19 6 41745 12 2 2800 0 1 0 91.81.128.189@443_192.168.84.55@36188 33503.70915625 "1970-01-01 00:00:32.513910156" "1970-01-01 00:00:33.503709156" 4.33KB 40.77KB "0.04 kbits" "0.34 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 57832 3.73.166.114 443 31759.6181640625 395.178 12 0 11 2 4080 9 1 495 0 1 0 12 0 12 9 357 2 0 0 0 1 0 3.73.166.114@443_192.168.84.55@57832 32154.7961640625 "1970-01-01 00:00:31.759618164" "1970-01-01 00:00:32.154796164" 3.98KB 357.00B "0.08 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 36210 91.81.128.189 443 34990.309326171875 992.885 103 0 103 98 4309 5 0 0 0 0 0 115 0 115 5 1847770 110 0 0 0 0 0 91.81.128.189@443_192.168.84.55@36210 35983.19432617188 "1970-01-01 00:00:34.990309326" "1970-01-01 00:00:35.983194326" 4.21KB 1.76MB "0.03 kbits" "14.89 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36188 91.81.128.189 443 34998.719482421875 984.478 51 0 51 47 3464 4 0 0 0 0 0 52 0 52 4 786846 48 0 0 0 0 0 91.81.128.189@443_192.168.84.55@36188 35983.19748242188 "1970-01-01 00:00:34.998719482" "1970-01-01 00:00:35.983197482" 3.38KB 768.40KB "0.03 kbits" "6.39 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36210 91.81.128.189 443 36017.162353515625 843.248 72 0 72 69 2579 3 0 0 0 0 0 90 0 90 3 1868830 87 0 0 0 0 0 91.81.128.189@443_192.168.84.55@36210 36860.410353515625 "1970-01-01 00:00:36.017162354" "1970-01-01 00:00:36.860410354" 2.52KB 1.78MB "0.02 kbits" "17.73 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
