c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume
192.168.84.55 50328 13 1 12 6 2074 4 0 0 0 1 1 23.40.157.96 443 14 0 14 1 13963 12 0 0 0 1 0 3660.007080078125 3972.029296875 8192 desktop.client.ott.sky.com ott.sky.com 0 0 desktop.client.ott.sky.com - 23.40.157.96@443_192.168.84.55@50328 "1970-01-01 00:00:03.660007080" "1970-01-01 00:00:03.972029297" ott.sky.com ? 2.03KB 13.64KB
192.168.84.55 50340 9 1 8 2 1667 4 0 0 0 1 1 23.40.157.96 443 8 0 8 3 1856 4 0 0 0 1 0 7318.40234375 7501.75244140625 8192 desktop.client.ott.sky.com - 0 0 desktop.client.ott.sky.com - 23.40.157.96@443_192.168.84.55@50340 "1970-01-01 00:00:07.318402344" "1970-01-01 00:00:07.501752441" ott.sky.com ? 1.63KB 1.81KB
192.168.84.55 50346 9 1 8 3 870 3 0 0 0 1 1 104.120.111.190 443 10 0 10 2 4922 7 0 0 0 1 0 8858.721435546875 8992.159423828125 8192 desktopclient.ott.sky.com - 0 0 desktopclient.ott.sky.com - 104.120.111.190@443_192.168.84.55@50346 "1970-01-01 00:00:08.858721436" "1970-01-01 00:00:08.992159424" ott.sky.com ? 870.00B 4.81KB
192.168.84.55 50348 11 0 10 6 1654 3 0 0 0 1 1 23.52.38.143 443 12 0 12 3 5891 7 0 0 0 1 1 9279.204345703125 9570.205078125 8192 p.sky.com go.sky.com 160 32 p.sky.com - 23.52.38.143@443_192.168.84.55@50348 "1970-01-01 00:00:09.279204346" "1970-01-01 00:00:09.570205078" p.sky.com HTTP/1.x-HTTP/2_HTTP/1.x 1.62KB 5.75KB
192.168.84.55 50366 13 0 12 4 8932 8 0 0 0 1 0 185.26.140.126 443 13 1 13 8 3155 3 0 0 0 1 0 11659.007080078125 13788.173095703125 1 - - 0 0 pskyq-drm-sgw.skycdn.it - 185.26.140.126@443_192.168.84.55@50366 "1970-01-01 00:00:11.659007080" "1970-01-01 00:00:13.788173096" drm-sgw.skycdn.it HTTP 8.72KB 3.08KB
192.168.84.55 50375 9 1 8 5 517 1 0 0 0 1 1 23.40.157.96 443 12 0 12 1 11504 10 0 0 0 1 0 13848.457275390625 14169.3125 8192 atlantis.epgsky.com ott.sky.com 160 32 atlantis.epgsky.com - 23.40.157.96@443_192.168.84.55@50375 "1970-01-01 00:00:13.848457275" "1970-01-01 00:00:14.169312500" atlantis.epgsky.com HTTP/1.x-HTTP/2_HTTP/1.x 517.00B 11.23KB
192.168.84.55 50407 5 1 4 1 517 1 0 0 0 1 1 2.22.32.204 443 3 0 3 1 1400 1 0 0 0 1 0 15493.261474609375 16533.88427734375 8192 ethaneurope.it.imageservice.sky.com shop.sky.com 160 128 ethaneurope.it.imageservice.sky.com - 2.22.32.204@443_192.168.84.55@50407 "1970-01-01 00:00:15.493261475" "1970-01-01 00:00:16.533884277" imageservice.sky.com HTTP/1.x-HTTP/2_HTTP/2 517.00B 1.37KB
192.168.84.55 50406 5 1 4 1 517 1 0 0 0 1 1 2.22.32.204 443 3 0 3 1 1400 1 0 0 0 1 0 15493.08349609375 16556.08447265625 8192 ethaneurope.it.imageservice.sky.com shop.sky.com 160 128 ethaneurope.it.imageservice.sky.com - 2.22.32.204@443_192.168.84.55@50406 "1970-01-01 00:00:15.493083496" "1970-01-01 00:00:16.556084473" imageservice.sky.com HTTP/1.x-HTTP/2_HTTP/2 517.00B 1.37KB
192.168.84.55 50489 15 0 14 5 3284 8 0 0 0 1 1 20.50.80.209 443 19 0 19 9 4790 8 0 0 0 1 1 39698.7724609375 40225.30029296875 8192 v10.events.data.microsoft.com *.events.data.microsoft.com 160 128 v10.events.data.microsoft.com - 20.50.80.209@443_192.168.84.55@50489 "1970-01-01 00:00:39.698772461" "1970-01-01 00:00:40.225300293" data.microsoft.com HTTP/1.x-HTTP/2_HTTP/2 3.21KB 4.68KB
192.168.84.55 50511 22 1 21 16 1272 3 0 0 0 1 1 104.104.52.234 443 35 0 35 2 42126 32 0 0 0 1 0 44558.060302734375 44851.05029296875 8192 dashvod-acdn-skycdn-it.akamaized.net - 160 0 dashvod-acdn-skycdn-it.akamaized.net - 104.104.52.234@443_192.168.84.55@50511 "1970-01-01 00:00:44.558060303" "1970-01-01 00:00:44.851050293" acdn-skycdn-it.akamaized.net HTTP/1.x-HTTP/2_null 1.24KB 41.14KB
192.168.84.55 50526 6 0 5 3 286 1 0 0 0 1 1 95.100.181.150 80 5 0 5 2 266 1 0 0 0 1 1 49039.033447265625 49194.890380859375 1 - - 0 0 ctldl.windowsupdate.com ctldl.windowsupdate.com 95.100.181.150@80_192.168.84.55@50526 "1970-01-01 00:00:49.039033447" "1970-01-01 00:00:49.194890381" ctldl.windowsupdate.com HTTP 286.00B 266.00B
192.168.84.55 50512 1365 1 1364 1358 2093 4 0 0 0 1 1 104.104.52.234 443 2719 0 2719 3 3790481 2714 1 0 0 2 0 44846.38427734375 60880.0234375 8192 dashvod-acdn-skycdn-it.akamaized.net - 160 0 dashvod-acdn-skycdn-it.akamaized.net - 104.104.52.234@443_192.168.84.55@50512 "1970-01-01 00:00:44.846384277" "1970-01-01 00:01:00.880023438" acdn-skycdn-it.akamaized.net HTTP/1.x-HTTP/2_null 2.04KB 3.61MB
192.168.84.55 50514 7 0 6 3 733 2 0 0 0 1 1 104.104.52.234 443 8 0 8 3 597 3 0 0 0 1 1 45107.369384765625 66071.05346679688 8192 dashvod-acdn-skycdn-it.akamaized.net - 160 0 dashvod-acdn-skycdn-it.akamaized.net - 104.104.52.234@443_192.168.84.55@50514 "1970-01-01 00:00:45.107369385" "1970-01-01 00:01:06.071053467" acdn-skycdn-it.akamaized.net HTTP/1.x-HTTP/2_null 733.00B 597.00B
192.168.84.55 50429 3 0 2 1 0 1 1 1 0 1 0 52.17.150.132 80 2 1 1 0 0 0 0 0 0 1 0 20492.39111328125 66277.6494140625 0 - - 0 0 dpm.demdex.net - 52.17.150.132@80_192.168.84.55@50429 "1970-01-01 00:00:20.492391113" "1970-01-01 00:01:06.277649414" dpm.demdex.net UNKNOWN 0B 0B
192.168.84.55 50332 11 0 10 4 3569 5 0 0 0 1 1 20.8.190.137 443 12 0 12 5 4160 5 0 0 0 1 1 4878.19140625 73924.11547851562 8192 wdcp.microsoft.com wdcp.microsoft.com 160 32 wdcp.microsoft.com - 20.8.190.137@443_192.168.84.55@50332 "1970-01-01 00:00:04.878191406" "1970-01-01 00:01:13.924115479" wdcp.microsoft.com HTTP/1.x-HTTP/2_HTTP/1.x 3.49KB 4.06KB
192.168.84.55 50389 37 1 36 12 8026 22 7 5063 0 1 1 63.140.62.27 443 43 0 43 25 6101 17 2 1210 0 1 0 15190.976318359375 74395.84741210938 8192 smetrics.sky.com - 160 0 - - 63.140.62.27@443_192.168.84.55@50389 "1970-01-01 00:00:15.190976318" "1970-01-01 00:01:14.395847412" smetrics.sky.com HTTP/1.x-HTTP/2_null 7.84KB 5.96KB
192.168.84.55 50436 6 1 5 3 0 0 0 0 0 1 1 84.53.177.10 80 4 0 4 0 508 1 1 0 0 2 1 21797.62646484375 84538.87329101562 0 - - 0 0 fast.bskyb.demdex.net - 84.53.177.10@80_192.168.84.55@50436 "1970-01-01 00:00:21.797626465" "1970-01-01 00:01:24.538873291" bskyb.demdex.net UNKNOWN 0B 508.00B
192.168.84.55 50428 7 0 6 3 661 2 1 1 0 1 1 52.17.150.132 80 7 0 7 3 1402 2 0 0 0 1 1 20274.39111328125 84565.14111328125 1 - - 0 0 dpm.demdex.net dpm.demdex.net 52.17.150.132@80_192.168.84.55@50428 "1970-01-01 00:00:20.274391113" "1970-01-01 00:01:24.565141113" dpm.demdex.net HTTP 661.00B 1.37KB
192.168.84.55 50416 11 0 9 5 581 3 2 1 0 2 1 108.138.192.9 443 13 0 13 4 5985 7 0 0 0 1 1 16736.303466796875 84567.96728515625 8192 sb.scorecardresearch.com - 160 0 sb.scorecardresearch.com - 108.138.192.9@443_192.168.84.55@50416 "1970-01-01 00:00:16.736303467" "1970-01-01 00:01:24.567967285" sb.scorecardresearch.com HTTP/1.x-HTTP/2_null 581.00B 5.84KB
192.168.84.55 50703 6 0 5 2 567 2 0 0 0 1 1 95.100.181.153 80 6 0 6 3 266 1 0 0 0 1 1 100259.33642578125 100367.22045898438 1 - - 0 0 ctldl.windowsupdate.com ctldl.windowsupdate.com 95.100.181.153@80_192.168.84.55@50703 "1970-01-01 00:01:40.259336426" "1970-01-01 00:01:40.367220459" ctldl.windowsupdate.com HTTP 567.00B 266.00B
192.168.84.55 50508 47 1 46 14 12676 30 6 7002 0 1 1 35.71.191.239 443 54 0 54 29 8105 24 4 1442 0 1 0 44258.16943359375 101852.62426757812 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 - - 35.71.191.239@443_192.168.84.55@50508 "1970-01-01 00:00:44.258169434" "1970-01-01 00:01:41.852624268" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 12.38KB 7.92KB
192.168.84.55 50630 14 1 13 6 2030 5 0 0 0 1 1 63.140.62.27 443 13 0 13 5 4783 7 0 0 0 1 0 76306.80834960938 106997.46435546875 8192 smetrics.sky.com - 160 0 bskyb.hb.omtrdc.net - 63.140.62.27@443_192.168.84.55@50630 "1970-01-01 00:01:16.306808350" "1970-01-01 00:01:46.997464355" smetrics.sky.com HTTP/1.x-HTTP/2_null 1.98KB 4.67KB
192.168.84.55 50507 12 0 11 6 1237 4 1 1 0 1 1 185.26.141.74 443 14 0 14 5 8291 7 0 0 0 1 1 44246.3994140625 114622.66650390625 8192 adv-sky.skycdn.it - 160 0 adv-sky.skycdn.it - 185.26.141.74@443_192.168.84.55@50507 "1970-01-01 00:00:44.246399414" "1970-01-01 00:01:54.622666504" sky.skycdn.it HTTP/1.x-HTTP/2_null 1.21KB 8.10KB
192.168.84.55 50631 9 0 8 5 617 2 0 0 0 1 1 63.140.62.27 443 11 0 11 5 4270 4 0 0 0 1 1 76566.70043945312 114641.63745117188 8192 smetrics.sky.com - 160 0 bskyb.hb.omtrdc.net - 63.140.62.27@443_192.168.84.55@50631 "1970-01-01 00:01:16.566700439" "1970-01-01 00:01:54.641637451" smetrics.sky.com HTTP/1.x-HTTP/2_null 617.00B 4.17KB
192.168.84.55 50509 10 0 9 5 581 3 1 1 0 1 1 199.127.193.108 443 12 0 12 4 6434 6 1 1400 0 1 1 44412.991455078125 114762.41650390625 8192 318adbf25a4d9c8f11941233156919c56fcd60bd.cws.conviva.com - 160 0 318adbf25a4d9c8f11941233156919c56fcd60bd.cws.conviva.com - 199.127.193.108@443_192.168.84.55@50509 "1970-01-01 00:00:44.412991455" "1970-01-01 00:01:54.762416504" cws.conviva.com HTTP/1.x-HTTP/2_null 581.00B 6.28KB
192.168.84.55 50707 19 1 18 5 5437 11 0 0 0 1 1 35.71.191.239 443 21 0 21 9 6301 11 0 0 0 1 0 101834.49340820312 121793.453125 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 - - 35.71.191.239@443_192.168.84.55@50707 "1970-01-01 00:01:41.834493408" "1970-01-01 00:02:01.793453125" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.31KB 6.15KB
192.168.84.55 50596 13 0 12 7 900 4 0 0 0 1 1 185.26.141.74 443 17 0 17 5 9731 10 0 0 0 1 1 66709.47338867188 138065.12329101562 8192 linear301-it-hls1-prd.selector.skycdn.it selector.ott.skycdn.it 33 0 linear301-it-hls1-prd.selector.skycdn.it - 185.26.141.74@443_192.168.84.55@50596 "1970-01-01 00:01:06.709473389" "1970-01-01 00:02:18.065123291" selector.skycdn.it "SPDY (*)-HTTP/1.x_null" 900.00B 9.50KB
192.168.84.55 50768 17 0 16 6 4023 9 0 0 0 1 1 35.71.191.239 443 22 0 22 10 6302 10 0 0 0 1 1 121787.62109375 142099.90844726562 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 - - 35.71.191.239@443_192.168.84.55@50768 "1970-01-01 00:02:01.787621094" "1970-01-01 00:02:22.099908447" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 3.93KB 6.15KB
192.168.84.55 50386 279 0 278 241 3256 36 8 292 0 1 1 2.22.32.177 443 394 0 394 21 509108 371 1 493 0 1 1 15120.228271484375 145511.93237304688 8192 it.imageservice.sky.com cp.sky.com 160 128 it.imageservice.sky.com - 2.22.32.177@443_192.168.84.55@50386 "1970-01-01 00:00:15.120228271" "1970-01-01 00:02:25.511932373" imageservice.sky.com HTTP/1.x-HTTP/2_HTTP/2 3.18KB 497.18KB
192.168.84.55 50887 6 0 5 3 281 1 0 0 0 1 1 95.100.181.153 80 5 0 5 2 267 1 0 0 0 1 1 160487.439453125 160660.11743164062 1 - - 0 0 ctldl.windowsupdate.com ctldl.windowsupdate.com 95.100.181.153@80_192.168.84.55@50887 "1970-01-01 00:02:40.487439453" "1970-01-01 00:02:40.660117432" ctldl.windowsupdate.com HTTP 281.00B 267.00B
192.168.84.55 50395 854 0 853 758 7849 94 4 2008 0 1 1 2.22.32.204 443 840 0 840 30 1120556 807 1 0 5 1 2 15230.0791015625 163062.30639648438 8192 ethaneurope.it.imageservice.sky.com shop.sky.com 160 128 ethaneurope.it.imageservice.sky.com - 2.22.32.204@443_192.168.84.55@50395 "1970-01-01 00:00:15.230079102" "1970-01-01 00:02:43.062306396" imageservice.sky.com HTTP/1.x-HTTP/2_HTTP/2 7.67KB 1.07MB
192.168.84.55 50754 13 0 12 5 1305 6 0 0 0 1 1 52.247.240.158 443 15 0 15 7 3102 6 0 0 0 1 1 117003.69311523438 191531.80346679688 8192 array802.prod.do.dsp.mp.microsoft.com *.prod.do.dsp.mp.microsoft.com 160 128 array802.prod.do.dsp.mp.microsoft.com - 52.247.240.158@443_192.168.84.55@50754 "1970-01-01 00:01:57.003693115" "1970-01-01 00:03:11.531803467" mp.microsoft.com HTTP/1.x-HTTP/2_HTTP/2 1.27KB 3.03KB
192.168.84.55 50979 13 0 12 5 2574 6 0 0 0 1 1 35.71.191.239 443 17 0 17 7 5941 8 0 0 0 1 1 191628.56127929688 202753.75830078125 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@50979 "1970-01-01 00:03:11.628561279" "1970-01-01 00:03:22.753758301" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 2.51KB 5.80KB
192.168.84.55 50501 27 1 26 10 3837 9 7 2 0 1 6 18.134.84.22 80 20 0 20 9 3059 9 1 254 0 1 1 43663.17626953125 208474.54248046875 1 - - 0 0 7dff3.v.fwmrm.net 7dff3.v.fwmrm.net 18.134.84.22@80_192.168.84.55@50501 "1970-01-01 00:00:43.663176270" "1970-01-01 00:03:28.474542480" v.fwmrm.net HTTP 3.75KB 2.99KB
