c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 46014 11 0 10 6 1883 3 0 0 0 1 1 142.250.185.202 443 10 0 10 5 6765 3 0 0 0 1 1 10606.13134765625 70998.4169921875 8192 optimizationguide-pa.googleapis.com - 160 0 optimizationguide-pa.googleapis.com - 142.250.185.202@443_192.168.84.55@46014 "1970-01-01 00:00:10.606131348" "1970-01-01 00:01:10.998416992" pa.googleapis.com HTTP/1.x-HTTP/2_null 1.84KB 6.61KB "0.00 kbits" "0.00 kbits"
192.168.84.55 57238 11 0 10 6 2132 3 0 0 0 1 1 13.107.5.93 443 13 0 13 4 6857 7 0 0 0 1 1 65603.1513671875 71075.068359375 8192 default.exp-tas.com - 32 0 default.exp-tas.com - 13.107.5.93@443_192.168.84.55@57238 "1970-01-01 00:01:05.603151367" "1970-01-01 00:01:11.075068359" tas.com HTTP/1.x_null 2.08KB 6.70KB "0.00 kbits" "0.01 kbits"
192.168.84.55 57254 11 0 10 6 2132 3 0 0 0 1 1 13.107.5.93 443 13 0 13 4 6855 7 0 0 0 1 1 65835.47021484375 71081.61499023438 8192 default.exp-tas.com - 32 0 default.exp-tas.com - 13.107.5.93@443_192.168.84.55@57254 "1970-01-01 00:01:05.835470215" "1970-01-01 00:01:11.081614990" tas.com HTTP/1.x_null 2.08KB 6.69KB "0.00 kbits" "0.01 kbits"
192.168.84.55 52706 11 0 10 6 1818 3 0 0 0 1 1 108.157.188.37 443 11 0 11 5 6174 4 0 0 0 1 1 12713.935302734375 73019.533203125 8192 cdn.dazn.com - 160 0 cdn.dazn.com - 108.157.188.37@443_192.168.84.55@52706 "1970-01-01 00:00:12.713935303" "1970-01-01 00:01:13.019533203" cdn.dazn.com HTTP/1.x-HTTP/2_null 1.78KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 58410 11 0 10 6 1882 3 0 0 0 1 1 108.139.243.81 443 11 0 11 5 6223 4 0 0 0 1 1 12719.718994140625 73019.54418945312 8192 www.dazn.com - 160 0 www.dazn.com - 108.139.243.81@443_192.168.84.55@58410 "1970-01-01 00:00:12.719718994" "1970-01-01 00:01:13.019544189" www.dazn.com HTTP/1.x-HTTP/2_null 1.84KB 6.08KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60852 11 0 10 6 1887 3 0 0 0 1 1 104.19.178.52 443 10 0 10 5 3791 3 0 0 0 1 1 12680.22119140625 73019.55029296875 8192 cdn.cookielaw.org - 160 0 cdn.cookielaw.org - 104.19.178.52@443_192.168.84.55@60852 "1970-01-01 00:00:12.680221191" "1970-01-01 00:01:13.019550293" cdn.cookielaw.org HTTP/1.x-HTTP/2_null 1.84KB 3.70KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39188 11 0 10 6 1865 3 0 0 0 1 1 13.226.175.61 443 11 0 11 5 6215 4 0 0 0 1 1 12702.753173828125 73019.55737304688 8192 search.discovery.indazn.com - 160 0 search.discovery.indazn.com - 13.226.175.61@443_192.168.84.55@39188 "1970-01-01 00:00:12.702753174" "1970-01-01 00:01:13.019557373" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.82KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 53006 11 0 10 6 1807 3 0 0 0 1 1 18.66.196.35 443 11 0 11 5 6215 4 0 0 0 1 1 12698.739013671875 73019.56225585938 8192 content-item.discovery.indazn.com - 160 0 content-item.discovery.indazn.com - 18.66.196.35@443_192.168.84.55@53006 "1970-01-01 00:00:12.698739014" "1970-01-01 00:01:13.019562256" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.76KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 42440 11 0 10 6 1867 3 0 0 0 1 1 18.66.218.120 443 11 0 11 5 6179 4 0 0 0 1 1 12690.604248046875 73022.8173828125 8192 youth-protection.dazn-api.com - 160 0 youth-protection.dazn-api.com - 18.66.218.120@443_192.168.84.55@42440 "1970-01-01 00:00:12.690604248" "1970-01-01 00:01:13.022817383" protection.dazn-api.com HTTP/1.x-HTTP/2_null 1.82KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44140 11 0 10 6 1869 3 0 0 0 1 1 108.157.188.5 443 10 0 10 4 6198 4 0 0 0 1 1 12847.413330078125 73096.0283203125 8192 resource-strings.acc.indazn.com - 160 0 resource-strings.acc.indazn.com - 108.157.188.5@443_192.168.84.55@44140 "1970-01-01 00:00:12.847413330" "1970-01-01 00:01:13.096028320" acc.indazn.com HTTP/1.x-HTTP/2_null 1.83KB 6.05KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50266 11 0 10 6 1801 3 0 0 0 1 1 108.138.192.115 443 10 0 10 5 6250 3 0 0 0 1 1 12807.354248046875 73099.50439453125 8192 images.discovery.indazn.com - 160 0 images.discovery.indazn.com - 108.138.192.115@443_192.168.84.55@50266 "1970-01-01 00:00:12.807354248" "1970-01-01 00:01:13.099504395" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.76KB 6.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41592 11 0 10 6 1855 3 0 0 0 1 1 108.157.186.76 443 11 0 11 5 6175 4 0 0 0 1 1 12813.9423828125 73133.8173828125 8192 static.dazndn.com - 160 0 static.dazndn.com - 108.157.186.76@443_192.168.84.55@41592 "1970-01-01 00:00:12.813942383" "1970-01-01 00:01:13.133817383" static.dazndn.com HTTP/1.x-HTTP/2_null 1.81KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 33208 131 1 130 120 6196 9 1 845 0 1 0 91.81.128.189 443 131 0 131 8 1936270 121 2 2800 0 1 1 32547.3330078125 80622.57299804688 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@33208 "1970-01-01 00:00:32.547333008" "1970-01-01 00:01:20.622572998" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 6.05KB 1.85MB "0.00 kbits" "0.32 kbits"
192.168.84.55 60994 11 0 10 6 1876 3 0 0 0 1 1 216.239.34.36 443 10 0 10 5 6966 3 0 0 0 1 1 20843.123291015625 81088.46337890625 8192 region1.analytics.google.com - 160 0 region1.analytics.google.com - 216.239.34.36@443_192.168.84.55@60994 "1970-01-01 00:00:20.843123291" "1970-01-01 00:01:21.088463379" analytics.google.com HTTP/1.x-HTTP/2_null 1.83KB 6.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50560 11 0 10 6 1864 3 0 0 0 1 1 18.66.196.26 443 11 0 11 5 6258 4 0 0 0 1 1 20784.17431640625 81106.3251953125 8192 static.adsafeprotected.com - 160 0 static.adsafeprotected.com - 18.66.196.26@443_192.168.84.55@50560 "1970-01-01 00:00:20.784174316" "1970-01-01 00:01:21.106325195" static.adsafeprotected.com HTTP/1.x-HTTP/2_null 1.82KB 6.11KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47578 11 0 10 6 1808 3 0 0 0 1 1 216.58.212.142 443 10 0 10 5 6954 3 0 0 0 1 1 20761.330322265625 81106.4013671875 8192 www.google-analytics.com - 160 0 www.google-analytics.com - 216.58.212.142@443_192.168.84.55@47578 "1970-01-01 00:00:20.761330322" "1970-01-01 00:01:21.106401367" analytics.com HTTP/1.x-HTTP/2_null 1.77KB 6.79KB "0.00 kbits" "0.00 kbits"
192.168.84.55 59754 11 0 10 6 1849 3 0 0 0 1 1 142.250.185.110 443 10 0 10 5 8811 3 0 0 0 1 1 22923.815185546875 83126.60717773438 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@59754 "1970-01-01 00:00:22.923815186" "1970-01-01 00:01:23.126607178" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.81KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 59762 11 0 10 6 1849 3 0 0 0 1 1 142.250.185.110 443 10 0 10 5 8810 3 0 0 0 1 1 24151.065185546875 85027.15698242188 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@59762 "1970-01-01 00:00:24.151065185" "1970-01-01 00:01:25.027156982" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.81KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45328 37 0 36 25 3191 10 0 0 0 1 1 52.29.225.243 443 49 0 49 12 75772 35 1 77 0 1 1 11723.905029296875 90644.98217773438 8192 startup.core.indazn.com core.indazn.com 160 128 startup.core.indazn.com - 52.29.225.243@443_192.168.84.55@45328 "1970-01-01 00:00:11.723905029" "1970-01-01 00:01:30.644982178" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2 3.12KB 74.00KB "0.00 kbits" "0.01 kbits"
192.168.84.55 50922 30 1 28 12 10091 15 0 0 0 1 1 35.156.96.205 443 32 0 32 14 17680 17 0 0 0 1 0 13217.322998046875 90987.31225585938 8192 segmentation-service-api.discovery.indazn.com discovery.indazn.com 160 128 segmentation-service-api.discovery.indazn.com - 35.156.96.205@443_192.168.84.55@50922 "1970-01-01 00:00:13.217322998" "1970-01-01 00:01:30.987312256" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2 9.85KB 17.27KB "0.00 kbits" "0.00 kbits"
192.168.84.55 35352 23 0 22 8 4639 13 0 0 0 1 1 3.120.25.142 443 27 0 27 14 6574 11 0 0 0 1 1 13220.6171875 91025.4853515625 8192 partner-integration.ar.indazn.com partner-integration.ar.indazn.com 160 128 partner-integration.ar.indazn.com - 3.120.25.142@443_192.168.84.55@35352 "1970-01-01 00:00:13.220617188" "1970-01-01 00:01:31.025485352" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.53KB 6.42KB "0.00 kbits" "0.00 kbits"
192.168.84.55 53960 11 0 10 6 1837 3 0 0 0 1 1 142.250.185.234 443 10 0 10 5 6724 3 0 0 0 1 1 31992.88037109375 93007.88037109375 8192 imasdk.googleapis.com - 160 0 imasdk.googleapis.com - 142.250.185.234@443_192.168.84.55@53960 "1970-01-01 00:00:31.992880371" "1970-01-01 00:01:33.007880371" imasdk.googleapis.com HTTP/1.x-HTTP/2_null 1.79KB 6.57KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47134 41 1 39 15 8170 23 0 0 0 1 1 3.75.98.239 443 39 0 39 22 6710 16 1 200 0 1 0 13753.4990234375 94099.21704101562 8192 user-message.gateway.indazn.com - 160 0 user-message.gateway.indazn.com - 3.75.98.239@443_192.168.84.55@47134 "1970-01-01 00:00:13.753499023" "1970-01-01 00:01:34.099217041" gateway.indazn.com HTTP/1.x-HTTP/2_null 7.98KB 6.55KB "0.00 kbits" "0.00 kbits"
192.168.84.55 48452 14 1 13 9 1924 3 0 0 0 1 0 52.33.166.48 443 14 0 14 4 6680 8 0 0 0 1 1 32774.315185546875 94937.07739257812 8192 4ae1981d8d1a370d08bf3d24f50f5baf47ef1b62.cws.conviva.com cws.conviva.com 160 128 4ae1981d8d1a370d08bf3d24f50f5baf47ef1b62.cws.conviva.com - 52.33.166.48@443_192.168.84.55@48452 "1970-01-01 00:00:32.774315186" "1970-01-01 00:01:34.937077393" cws.conviva.com HTTP/1.x-HTTP/2_HTTP/2 1.88KB 6.52KB "0.00 kbits" "0.00 kbits"
192.168.84.55 42246 40 0 39 10 18477 28 0 0 0 1 1 35.71.191.239 443 46 0 46 26 8820 18 0 0 0 1 1 37194.484375 106017.18823242188 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@42246 "1970-01-01 00:00:37.194484375" "1970-01-01 00:01:46.017188232" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 18.04KB 8.61KB "0.00 kbits" "0.00 kbits"
192.168.84.55 33234 690 1 689 658 25059 30 0 0 0 1 0 91.81.128.189 443 1037 0 1037 30 15505446 1005 1 1400 0 1 1 32945.55224609375 124937.01928710938 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@33234 "1970-01-01 00:00:32.945552246" "1970-01-01 00:02:04.937019287" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 24.47KB 14.79MB "0.00 kbits" "1.35 kbits"
192.168.84.55 43736 13 0 12 4 4209 7 0 0 0 1 1 35.71.191.239 443 15 0 15 8 702 5 0 0 0 1 1 121117.57934570312 131478.25634765625 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@43736 "1970-01-01 00:02:01.117579346" "1970-01-01 00:02:11.478256348" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.11KB 702.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 44748 11 0 10 6 2169 3 0 0 0 1 1 91.81.129.236 443 11 0 11 4 4022 5 0 0 0 1 1 127270.55639648438 132980.18237304688 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@44748 "1970-01-01 00:02:07.270556396" "1970-01-01 00:02:12.980182373" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 3.93KB "0.00 kbits" "0.01 kbits"
192.168.84.55 60328 13 1 11 3 4310 7 0 0 0 1 1 35.71.191.239 443 16 0 16 7 702 8 1 77 0 1 0 140256.63037109375 150667.21118164062 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@60328 "1970-01-01 00:02:20.256630371" "1970-01-01 00:02:30.667211182" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.21KB 702.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 38814 10 0 9 5 2105 3 0 0 0 1 1 91.81.129.236 443 9 0 9 4 571 3 0 0 0 1 1 151270.92236328125 156977.83935546875 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@38814 "1970-01-01 00:02:31.270922363" "1970-01-01 00:02:36.977839355" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.06KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 55014 16 0 15 7 4967 7 0 0 0 1 1 18.197.26.251 443 20 0 20 8 6751 10 0 0 0 1 1 152540.18017578125 163029.66137695312 8192 concurrency.playback.indazn.com playback.indazn.com 160 128 concurrency.playback.indazn.com - 18.197.26.251@443_192.168.84.55@55014 "1970-01-01 00:02:32.540180176" "1970-01-01 00:02:43.029661377" playback.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.85KB 6.59KB "0.00 kbits" "0.01 kbits"
192.168.84.55 57710 15 0 14 7 4380 6 0 0 0 1 1 52.223.29.147 443 15 0 15 7 5940 6 0 0 0 1 1 155945.3251953125 166226.35131835938 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@57710 "1970-01-01 00:02:35.945325195" "1970-01-01 00:02:46.226351318" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.28KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45518 10 0 9 5 2169 3 0 0 0 1 1 91.81.129.236 443 9 0 9 4 571 3 0 0 0 1 1 199270.3662109375 204977.13623046875 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@45518 "1970-01-01 00:03:19.270366211" "1970-01-01 00:03:24.977136230" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 35870 14 0 13 5 1096 8 0 0 0 1 1 74.125.143.84 443 14 0 14 8 939 4 0 0 0 1 1 38825.494384765625 209291.06030273438 8192 accounts.google.com - 160 0 accounts.google.com - 74.125.143.84@443_192.168.84.55@35870 "1970-01-01 00:00:38.825494385" "1970-01-01 00:03:29.291060303" accounts.google.com HTTP/1.x-HTTP/2_null 1.07KB 939.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 51100 15 0 14 7 4388 6 0 0 0 1 1 52.223.29.147 443 17 0 17 7 5941 8 0 0 0 1 1 200289.1943359375 210594.443359375 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@51100 "1970-01-01 00:03:20.289194336" "1970-01-01 00:03:30.594443359" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.29KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40824 24 0 23 12 4173 10 0 0 0 1 1 93.184.221.165 443 26 0 26 13 5903 11 0 0 0 1 1 21087.661376953125 219326.80102539062 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@40824 "1970-01-01 00:00:21.087661377" "1970-01-01 00:03:39.326801025" t.co HTTP/1.x-HTTP/2_null 4.08KB 5.76KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60708 18 0 17 8 6050 8 0 0 0 1 1 52.223.29.147 443 20 0 20 9 6300 9 0 0 0 1 1 215899.84301757812 229656.67431640625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@60708 "1970-01-01 00:03:35.899843018" "1970-01-01 00:03:49.656674316" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.91KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 52338 11 0 10 6 2137 3 0 0 0 1 1 91.81.129.236 443 10 0 10 4 571 3 1 0 0 1 2 225322.66333007812 231016.34301757812 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@52338 "1970-01-01 00:03:45.322663330" "1970-01-01 00:03:51.016343018" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.09KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 39734 19 1 17 3 4821 13 0 0 0 1 1 3.126.67.130 443 26 0 26 14 607 11 1 31 0 1 0 31956.400390625 232749.05834960938 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@39734 "1970-01-01 00:00:31.956400391" "1970-01-01 00:03:52.749058350" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.71KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 39728 22 1 20 2 4447 17 1 495 0 1 1 3.126.67.130 443 29 0 29 18 607 10 0 0 0 1 0 31543.717041015625 232749.0703125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@39728 "1970-01-01 00:00:31.543717041" "1970-01-01 00:03:52.749070312" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.34KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 39718 18 1 16 2 4732 13 0 0 0 1 1 3.126.67.130 443 24 0 24 14 576 9 0 0 0 1 0 30468.899169921875 232749.0751953125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@39718 "1970-01-01 00:00:30.468899170" "1970-01-01 00:03:52.749075195" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.62KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 39742 20 1 18 5 2866 12 0 0 0 1 1 3.126.67.130 443 23 0 23 12 576 10 1 31 0 1 0 33809.75439453125 232749.09497070312 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@39742 "1970-01-01 00:00:33.809754395" "1970-01-01 00:03:52.749094971" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.80KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 38928 11 0 10 6 2169 3 0 0 0 1 1 91.81.129.236 443 10 0 10 4 571 4 1 303 0 1 1 231333.57299804688 240213.35620117188 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@38928 "1970-01-01 00:03:51.333572998" "1970-01-01 00:04:00.213356201" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 38462 21 1 19 8 6016 10 1 794 0 1 1 35.71.191.239 443 21 0 21 10 1061 10 1 156 0 1 0 229499.1162109375 242890.451171875 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@38462 "1970-01-01 00:03:49.499116211" "1970-01-01 00:04:02.890451172" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.88KB 1.04KB "0.00 kbits" "0.00 kbits"
192.168.84.55 59508 12 1 10 2 4522 7 0 0 0 1 1 3.126.67.130 443 12 0 12 8 390 3 0 0 0 1 0 232986.37329101562 250258.97216796875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@59508 "1970-01-01 00:03:52.986373291" "1970-01-01 00:04:10.258972168" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.42KB 390.00B "0.00 kbits" "0.00 kbits"
