c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 58682 18.193.36.184 443 13767.51416015625 634.649 9 0 2739 5 0 0 0 1 0 8 0 357 2 0 0 0 1 0 18.193.36.184@443_192.168.84.55@58682 14402.16316015625 "1970-01-01 00:00:13.767514159" "1970-01-01 00:00:14.402163160" 2.67KB 357.00B "0.03 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 50076 18.193.36.184 443 12701.35693359375 369.147 12 0 4487 6 0 0 0 1 0 12 0 5786 5 0 0 0 1 0 18.193.36.184@443_192.168.84.55@50076 13070.50393359375 "1970-01-01 00:00:12.701356934" "1970-01-01 00:00:13.070503934" 4.38KB 5.65KB "0.10 kbits" "0.13 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 58690 18.193.36.184 443 15667.331298828125 464.808 10 0 4510 6 0 0 0 1 0 9 0 357 2 0 0 0 1 0 18.193.36.184@443_192.168.84.55@58690 16132.139298828126 "1970-01-01 00:00:15.667331299" "1970-01-01 00:00:16.132139299" 4.40KB 357.00B "0.08 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 50076 18.193.36.184 443 30225.7783203125 50.015 3 1 37 1 0 0 0 0 1 3 0 33 1 0 0 0 0 0 18.193.36.184@443_192.168.84.55@50076 30275.7933203125 "1970-01-01 00:00:30.225778320" "1970-01-01 00:00:30.275793320" 37.00B 33.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 58690 18.193.36.184 443 30226.086181640625 53.778 3 1 37 1 0 0 0 0 1 3 0 64 2 0 0 0 0 0 18.193.36.184@443_192.168.84.55@58690 30279.864181640623 "1970-01-01 00:00:30.226086182" "1970-01-01 00:00:30.279864182" 37.00B 64.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 58682 18.193.36.184 443 30225.468994140625 63.8 3 1 37 1 0 0 0 0 1 4 0 64 2 0 0 0 0 0 18.193.36.184@443_192.168.84.55@58682 30289.268994140624 "1970-01-01 00:00:30.225468994" "1970-01-01 00:00:30.289268994" 37.00B 64.00B "0.00 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 44220 108.157.188.90 443 13398.886962890625 209.667 4 0 1963 4 0 0 0 0 0 6 0 779 2 0 0 0 0 0 108.157.188.90@443_192.168.84.55@44220 13608.553962890624 "1970-01-01 00:00:13.398886963" "1970-01-01 00:00:13.608553963" 1.92KB 779.00B "0.07 kbits" "0.03 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 38420 18.66.218.82 443 12071.7861328125 267.181 15 0 4199 9 0 0 0 1 0 17 0 7803 7 0 0 0 1 0 18.66.218.82@443_192.168.84.55@38420 12338.9671328125 "1970-01-01 00:00:12.071786133" "1970-01-01 00:00:12.338967133" 4.10KB 7.62KB "0.13 kbits" "0.23 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33230 142.250.185.100 443 20255.4189453125 315.494 7 0 1894 3 0 0 0 1 0 6 0 5350 2 0 0 0 1 0 142.250.185.100@443_192.168.84.55@33230 20570.9129453125 "1970-01-01 00:00:20.255418945" "1970-01-01 00:00:20.570912945" 1.85KB 5.22KB "0.05 kbits" "0.14 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 40084 172.64.155.119 443 12726.920166015625 360.065 12 0 3337 8 0 0 0 1 0 13 0 4543 5 0 0 0 1 0 172.64.155.119@443_192.168.84.55@40084 13086.985166015626 "1970-01-01 00:00:12.726920166" "1970-01-01 00:00:13.086985166" 3.26KB 4.44KB "0.07 kbits" "0.10 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 33230 142.250.185.100 443 30428.512939453125 114.486 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 142.250.185.100@443_192.168.84.55@33230 30542.998939453126 "1970-01-01 00:00:30.428512939" "1970-01-01 00:00:30.542998939" 0B 0B "0.00 kbits" "0.00 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 36618 99.86.159.10 443 13006.351318359375 495.062 19 0 6064 10 0 0 0 1 0 22 0 8115 11 0 0 0 1 0 99.86.159.10@443_192.168.84.55@36618 13501.413318359375 "1970-01-01 00:00:13.006351318" "1970-01-01 00:00:13.501413318" 5.92KB 7.92KB "0.10 kbits" "0.13 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55734 18.66.218.2 443 12739.200927734375 156.46 8 0 1800 3 0 0 0 1 0 8 0 6215 4 0 0 0 1 0 18.66.218.2@443_192.168.84.55@55734 12895.660927734374 "1970-01-01 00:00:12.739200928" "1970-01-01 00:00:12.895660928" 1.76KB 6.07KB "0.09 kbits" "0.32 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 40634 108.138.192.23 443 13032.50927734375 773.16 19 0 6243 13 0 0 0 1 0 21 0 8569 9 0 0 0 1 0 108.138.192.23@443_192.168.84.55@40634 13805.66927734375 "1970-01-01 00:00:13.032509277" "1970-01-01 00:00:13.805669277" 6.10KB 8.37KB "0.06 kbits" "0.09 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33862 18.184.236.0 443 13066.032958984375 271.081 16 0 7101 9 0 0 0 1 0 18 0 11642 8 0 0 0 1 0 18.184.236.0@443_192.168.84.55@33862 13337.113958984375 "1970-01-01 00:00:13.066032959" "1970-01-01 00:00:13.337113959" 6.93KB 11.37KB "0.21 kbits" "0.34 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 59788 3.120.25.142 443 13074.025146484375 301.482 13 0 4304 8 0 0 0 1 0 15 0 6062 6 0 0 0 1 0 3.120.25.142@443_192.168.84.55@59788 13375.507146484375 "1970-01-01 00:00:13.074025146" "1970-01-01 00:00:13.375507146" 4.20KB 5.92KB "0.11 kbits" "0.16 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 50488 151.101.242.49 443 14580.249267578125 254.998 6 0 890 6 0 0 0 0 0 10 0 1119 4 0 0 0 0 0 151.101.242.49@443_192.168.84.55@50488 14835.247267578125 "1970-01-01 00:00:14.580249268" "1970-01-01 00:00:14.835247268" 890.00B 1.09KB "0.03 kbits" "0.04 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 39216 18.66.196.83 443 13097.004150390625 296.195 16 0 4272 9 0 0 0 1 0 18 0 9246 8 0 0 0 1 0 18.66.196.83@443_192.168.84.55@39216 13393.199150390625 "1970-01-01 00:00:13.097004150" "1970-01-01 00:00:13.393199150" 4.17KB 9.03KB "0.12 kbits" "0.25 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 57378 108.138.192.65 443 14655.25732421875 248.697 14 0 4197 8 0 0 0 1 0 16 0 7398 7 0 0 0 1 0 108.138.192.65@443_192.168.84.55@57378 14903.95432421875 "1970-01-01 00:00:14.655257324" "1970-01-01 00:00:14.903954324" 4.10KB 7.22KB "0.14 kbits" "0.24 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34592 108.156.2.111 443 13657.270263671875 329.181 19 0 5040 10 0 0 0 1 0 31 0 25991 22 0 0 0 1 0 108.156.2.111@443_192.168.84.55@34592 13986.451263671875 "1970-01-01 00:00:13.657270264" "1970-01-01 00:00:13.986451264" 4.92KB 25.38KB "0.12 kbits" "0.63 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 46302 108.138.199.41 443 13940.454345703125 254.012 14 0 4217 9 0 0 0 1 0 16 0 6903 6 0 0 0 1 0 108.138.199.41@443_192.168.84.55@46302 14194.466345703126 "1970-01-01 00:00:13.940454346" "1970-01-01 00:00:14.194466346" 4.12KB 6.74KB "0.13 kbits" "0.22 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 39584 18.66.196.47 443 13599.017333984375 750.183 22 0 4612 12 0 0 0 1 0 24 0 9372 12 0 0 0 1 0 18.66.196.47@443_192.168.84.55@39584 14349.200333984376 "1970-01-01 00:00:13.599017334" "1970-01-01 00:00:14.349200334" 4.50KB 9.15KB "0.05 kbits" "0.10 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36490 108.157.188.5 443 13569.437255859375 277.024 13 0 2707 7 0 0 0 1 0 11 0 7862 5 0 0 0 1 0 108.157.188.5@443_192.168.84.55@36490 13846.461255859374 "1970-01-01 00:00:13.569437256" "1970-01-01 00:00:13.846461256" 2.64KB 7.68KB "0.08 kbits" "0.23 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36596 3.67.218.2 443 14804.47412109375 83.278 3 0 249 2 0 0 0 0 0 3 0 129 1 0 0 0 0 0 3.67.218.2@443_192.168.84.55@36596 14887.75212109375 "1970-01-01 00:00:14.804474121" "1970-01-01 00:00:14.887752121" 249.00B 129.00B "0.02 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 46912 3.123.62.42 443 13631.250244140625 331.207 14 0 4123 8 0 0 0 1 0 16 0 6630 7 0 0 0 1 0 3.123.62.42@443_192.168.84.55@46912 13962.457244140625 "1970-01-01 00:00:13.631250244" "1970-01-01 00:00:13.962457244" 4.03KB 6.47KB "0.10 kbits" "0.16 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56512 13.226.175.112 443 12667.246337890625 944.569 13 0 2491 7 0 0 0 1 0 14 0 6628 6 0 0 0 1 0 13.226.175.112@443_192.168.84.55@56512 13611.815337890625 "1970-01-01 00:00:12.667246338" "1970-01-01 00:00:13.611815338" 2.43KB 6.47KB "0.02 kbits" "0.06 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50268 108.139.243.86 443 14089.999267578125 40.453 1 0 0 0 0 0 0 0 0 1 0 308 1 0 0 0 0 0 108.139.243.86@443_192.168.84.55@50268 14130.452267578125 "1970-01-01 00:00:14.089999268" "1970-01-01 00:00:14.130452268" 0B 308.00B "0.00 kbits" "0.06 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 44220 108.157.188.90 443 30295.9521484375 968.006 8 0 590 7 0 0 0 0 0 11 0 1600 5 0 0 0 0 0 108.157.188.90@443_192.168.84.55@44220 31263.9581484375 "1970-01-01 00:00:30.295952148" "1970-01-01 00:00:31.263958148" 590.00B 1.56KB "0.00 kbits" "0.01 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45040 52.29.231.145 443 13886.188232421875 948.253 19 0 4356 10 0 0 0 1 0 20 0 8550 9 0 0 0 1 0 52.29.231.145@443_192.168.84.55@45040 14834.441232421876 "1970-01-01 00:00:13.886188232" "1970-01-01 00:00:14.834441232" 4.25KB 8.35KB "0.04 kbits" "0.07 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50488 151.101.242.49 443 30854.546142578125 528.319 10 0 1028 9 0 0 0 0 0 14 0 1277 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@50488 31382.865142578125 "1970-01-01 00:00:30.854546143" "1970-01-01 00:00:31.382865143" 1.00KB 1.25KB "0.02 kbits" "0.02 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 37190 18.66.196.72 443 30008.837158203125 745.611 84 0 17891 37 1 39 0 0 0 90 0 205905 78 0 0 0 0 0 18.66.196.72@443_192.168.84.55@37190 30754.448158203126 "1970-01-01 00:00:30.008837158" "1970-01-01 00:00:30.754448158" 17.47KB 201.08KB "0.19 kbits" "2.21 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56512 13.226.175.112 443 31244.541259765625 998.074 42 0 1650 19 0 0 0 0 0 70 0 65706 53 0 0 0 0 0 13.226.175.112@443_192.168.84.55@56512 32242.615259765626 "1970-01-01 00:00:31.244541260" "1970-01-01 00:00:32.242615260" 1.61KB 64.17KB "0.01 kbits" "0.53 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55734 18.66.218.2 443 30844.5771484375 491.412 8 0 1096 5 0 0 0 0 0 12 0 4032 7 0 0 0 0 0 18.66.218.2@443_192.168.84.55@55734 31335.9891484375 "1970-01-01 00:00:30.844577148" "1970-01-01 00:00:31.335989148" 1.07KB 3.94KB "0.02 kbits" "0.07 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34926 199.127.193.107 443 31824.010986328125 991.395 13 0 5220 7 0 0 0 1 0 10 0 6870 5 0 0 0 1 0 199.127.193.107@443_192.168.84.55@34926 32815.40598632812 "1970-01-01 00:00:31.824010986" "1970-01-01 00:00:32.815405986" 5.10KB 6.71KB "0.04 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 56512 13.226.175.112 443 32245.72314453125 999.292 491 0 70 2 0 0 0 0 0 656 0 7335580 656 0 0 0 0 0 13.226.175.112@443_192.168.84.55@56512 33245.01514453125 "1970-01-01 00:00:32.245723145" "1970-01-01 00:00:33.245015145" 70.00B 7.00MB "0.00 kbits" "58.73 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36596 3.67.218.2 443 31203.916259765625 754.92 12 0 949 8 0 0 0 0 0 13 0 449 5 0 0 0 0 0 3.67.218.2@443_192.168.84.55@36596 31958.836259765623 "1970-01-01 00:00:31.203916260" "1970-01-01 00:00:31.958836260" 949.00B 449.00B "0.01 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43248 199.127.193.105 443 32397.308349609375 948.916 17 0 8175 12 0 0 0 1 0 11 0 6806 5 0 0 0 1 0 199.127.193.105@443_192.168.84.55@43248 33346.22434960937 "1970-01-01 00:00:32.397308350" "1970-01-01 00:00:33.346224350" 7.98KB 6.65KB "0.07 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 41932 23.51.48.218 443 33121.9169921875 549.144 12 0 2515 4 0 0 0 1 0 11 0 4673 5 2 1388 0 2 0 23.51.48.218@443_192.168.84.55@41932 33671.0609921875 "1970-01-01 00:00:33.121916992" "1970-01-01 00:00:33.671060992" 2.46KB 4.56KB "0.04 kbits" "0.07 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 55866 91.81.128.189 443 32963.14697265625 613.157 8 0 3024 4 0 0 0 1 0 8 0 2566 3 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55866 33576.30397265625 "1970-01-01 00:00:32.963146973" "1970-01-01 00:00:33.576303973" 2.95KB 2.51KB "0.04 kbits" "0.03 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55872 91.81.128.189 443 32964.6953125 645.778 8 0 3068 4 0 0 0 1 0 7 0 547 2 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55872 33610.4733125 "1970-01-01 00:00:32.964695312" "1970-01-01 00:00:33.610473312" 3.00KB 547.00B "0.04 kbits" "0.01 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55872 91.81.128.189 443 34961.142333984375 424.71 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 91.81.128.189@443_192.168.84.55@55872 35385.852333984374 "1970-01-01 00:00:34.961142334" "1970-01-01 00:00:35.385852334" 0B 0B "0.00 kbits" "0.00 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 41932 23.51.48.218 443 34936.498291015625 60.919 2 0 568 1 0 0 0 0 0 2 0 507 1 0 0 0 0 0 23.51.48.218@443_192.168.84.55@41932 34997.41729101563 "1970-01-01 00:00:34.936498291" "1970-01-01 00:00:34.997417291" 568.00B 507.00B "0.07 kbits" "0.07 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 55862 91.81.128.189 443 32491.691162109375 861.651 20 0 4430 6 0 0 0 1 0 21 0 41660 14 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55862 33353.34216210937 "1970-01-01 00:00:32.491691162" "1970-01-01 00:00:33.353342162" 4.33KB 40.68KB "0.04 kbits" "0.39 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55866 91.81.128.189 443 34955.04833984375 160.801 3 0 1712 2 0 0 0 0 0 4 0 3004 2 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55866 35115.84933984375 "1970-01-01 00:00:34.955048340" "1970-01-01 00:00:35.115849340" 1.67KB 2.93KB "0.09 kbits" "0.15 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55866 91.81.128.189 443 37063.88818359375 12.966 2 1 0 0 0 0 0 0 1 1 0 1400 1 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55866 37076.85418359375 "1970-01-01 00:00:37.063888184" "1970-01-01 00:00:37.076854184" 0B 1.37KB "0.00 kbits" "0.86 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 41932 23.51.48.218 443 36255.2509765625 187.605 2 0 568 1 0 0 0 0 0 2 0 507 1 0 0 0 0 0 23.51.48.218@443_192.168.84.55@41932 36442.8559765625 "1970-01-01 00:00:36.255250977" "1970-01-01 00:00:36.442855977" 568.00B 507.00B "0.02 kbits" "0.02 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 55862 91.81.128.189 443 36954.29931640625 836.954 22 0 1712 2 0 0 0 0 0 27 0 423001 25 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55862 37791.25331640625 "1970-01-01 00:00:36.954299316" "1970-01-01 00:00:37.791253316" 1.67KB 413.09KB "0.02 kbits" "4.04 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55870 91.81.128.189 443 32963.91015625 605.851 8 0 1866 3 0 0 0 1 0 8 0 3999 4 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55870 33569.76115625 "1970-01-01 00:00:32.963910156" "1970-01-01 00:00:33.569761156" 1.82KB 3.91KB "0.02 kbits" "0.05 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 60800 151.101.240.157 443 20370.916259765625 366.22 12 0 2374 7 0 0 0 1 0 12 0 4127 4 0 0 0 1 0 151.101.240.157@443_192.168.84.55@60800 20737.136259765626 "1970-01-01 00:00:20.370916260" "1970-01-01 00:00:20.737136260" 2.32KB 4.03KB "0.05 kbits" "0.09 kbits" twitter.com HTTP/1.x-HTTP/2_null
192.168.84.55 34580 18.193.36.184 443 31602.994140625 487.141 12 0 4048 9 0 0 0 1 0 12 0 357 2 0 0 0 1 0 18.193.36.184@443_192.168.84.55@34580 32090.135140625 "1970-01-01 00:00:31.602994141" "1970-01-01 00:00:32.090135141" 3.95KB 357.00B "0.07 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 55010 108.139.243.74 443 36955.2529296875 409.797 12 0 3186 6 0 0 0 1 0 12 0 6557 6 0 0 0 1 0 108.139.243.74@443_192.168.84.55@55010 37365.0499296875 "1970-01-01 00:00:36.955252930" "1970-01-01 00:00:37.365049930" 3.11KB 6.40KB "0.06 kbits" "0.13 kbits" sb.scorecardresearch.com HTTP/1.x-HTTP/2_null
192.168.84.55 57596 93.184.221.165 443 20731.6552734375 658.686 16 0 3413 8 1 910 0 1 0 17 0 5366 8 1 1388 0 1 0 93.184.221.165@443_192.168.84.55@57596 21390.3412734375 "1970-01-01 00:00:20.731655273" "1970-01-01 00:00:21.390341273" 3.33KB 5.24KB "0.04 kbits" "0.07 kbits" t.co HTTP/1.x-HTTP/2_null
192.168.84.55 40378 104.244.42.3 443 20731.8349609375 440.294 13 0 3029 6 0 0 0 1 0 13 0 4438 6 1 1388 0 1 0 104.244.42.3@443_192.168.84.55@40378 21172.1289609375 "1970-01-01 00:00:20.731834961" "1970-01-01 00:00:21.172128960" 2.96KB 4.33KB "0.06 kbits" "0.08 kbits" analytics.twitter.com HTTP/1.x-HTTP/2_null
