c_ip c_pt c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 47840 10 0 2049 3 0 0 0 1 1 108.138.192.115 443 9 0 442 2 0 0 0 1 1 233183.58715820312 293564.46630859375 8192 images.discovery.indazn.com - 160 0 images.discovery.indazn.com - 108.138.192.115@443_192.168.84.55@47840 "1970-01-01 00:03:53.183587158" "1970-01-01 00:04:53.564466309" discovery.indazn.com HTTP/1.x-HTTP/2_null 2.00KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 37254 10 0 2055 3 0 0 0 1 1 18.66.196.35 443 10 0 442 3 0 0 0 1 1 233135.56616210938 293564.486328125 8192 content-item.discovery.indazn.com - 160 0 content-item.discovery.indazn.com - 18.66.196.35@443_192.168.84.55@37254 "1970-01-01 00:03:53.135566162" "1970-01-01 00:04:53.564486328" discovery.indazn.com HTTP/1.x-HTTP/2_null 2.01KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 60670 10 0 1989 3 0 0 0 1 1 108.157.188.5 443 10 0 442 3 0 0 0 1 1 232802.1533203125 293564.4963378906 8192 resource-strings.acc.indazn.com - 160 0 resource-strings.acc.indazn.com - 108.157.188.5@443_192.168.84.55@60670 "1970-01-01 00:03:52.802153320" "1970-01-01 00:04:53.564496338" acc.indazn.com HTTP/1.x-HTTP/2_null 1.94KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 40162 10 0 2030 3 0 0 0 1 1 104.19.177.52 443 9 0 1887 2 0 0 0 1 1 232717.88916015625 293564.51513671875 8192 cdn.cookielaw.org - 160 0 cdn.cookielaw.org - 104.19.177.52@443_192.168.84.55@40162 "1970-01-01 00:03:52.717889160" "1970-01-01 00:04:53.564515136" cdn.cookielaw.org HTTP/1.x-HTTP/2_null 1.98KB 1.84KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37370 10 0 1970 3 0 0 0 1 1 18.66.196.54 443 10 0 442 3 0 0 0 1 1 233020.740234375 293567.72216796875 8192 www.dazn.com - 160 0 www.dazn.com - 18.66.196.54@443_192.168.84.55@37370 "1970-01-01 00:03:53.020740234" "1970-01-01 00:04:53.567722168" www.dazn.com HTTP/1.x-HTTP/2_null 1.92KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 57254 10 0 1985 3 0 0 0 1 1 13.226.175.61 443 10 0 442 3 0 0 0 1 1 233135.65625 293571.05615234375 8192 search.discovery.indazn.com - 160 0 search.discovery.indazn.com - 13.226.175.61@443_192.168.84.55@57254 "1970-01-01 00:03:53.135656250" "1970-01-01 00:04:53.571056152" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.94KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 42814 10 0 1970 3 0 0 0 1 1 108.157.188.43 443 10 0 442 3 0 0 0 1 1 233183.43432617188 293571.0861816406 8192 cdn.dazn.com - 160 0 cdn.dazn.com - 108.157.188.43@443_192.168.84.55@42814 "1970-01-01 00:03:53.183434326" "1970-01-01 00:04:53.571086182" cdn.dazn.com HTTP/1.x-HTTP/2_null 1.92KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 40688 10 0 1943 3 0 0 0 1 1 108.157.186.76 443 9 0 442 2 0 0 0 1 1 232712.55834960938 293571.1123046875 8192 static.dazndn.com - 160 0 static.dazndn.com - 108.157.186.76@443_192.168.84.55@40688 "1970-01-01 00:03:52.712558350" "1970-01-01 00:04:53.571112305" static.dazndn.com HTTP/1.x-HTTP/2_null 1.90KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 33440 10 0 1955 3 0 0 0 1 1 18.66.218.41 443 10 0 442 3 0 0 0 1 1 233068.25927734375 293577.50732421875 8192 youth-protection.dazn-api.com - 160 0 youth-protection.dazn-api.com - 18.66.218.41@443_192.168.84.55@33440 "1970-01-01 00:03:53.068259276" "1970-01-01 00:04:53.577507324" protection.dazn-api.com HTTP/1.x-HTTP/2_null 1.91KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 47106 31 0 14851 22 1 316 0 1 0 35.71.191.239 443 37 1 7746 14 0 0 0 1 0 257983.87817382812 296864.8869628906 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@47106 "1970-01-01 00:04:17.983878174" "1970-01-01 00:04:56.864886963" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 14.50KB 7.56KB "0.00 kbits" "0.00 kbits"
192.168.84.55 51624 12 0 2201 4 1 737 0 1 1 91.81.129.236 443 11 0 571 4 1 244 0 1 1 291636.0849609375 296911.33935546875 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@51624 "1970-01-01 00:04:51.636084961" "1970-01-01 00:04:56.911339355" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.15KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 37178 25 0 9946 12 0 0 0 1 1 142.250.185.195 443 27 0 8779 8 0 0 0 1 1 60412.18212890625 300712.7702636719 8192 update.googleapis.com - 160 0 update.googleapis.com - 142.250.185.195@443_192.168.84.55@37178 "1970-01-01 00:01:00.412182129" "1970-01-01 00:05:00.712770264" update.googleapis.com HTTP/1.x-HTTP/2_null 9.71KB 8.57KB "0.00 kbits" "0.00 kbits"
192.168.84.55 51126 11 0 1952 4 1 500 0 1 1 18.66.196.39 443 11 0 442 3 0 0 0 1 1 241072.5771484375 301542.1223144531 8192 static.adsafeprotected.com - 160 0 static.adsafeprotected.com - 18.66.196.39@443_192.168.84.55@51126 "1970-01-01 00:04:01.072577148" "1970-01-01 00:05:01.542122314" static.adsafeprotected.com HTTP/1.x-HTTP/2_null 1.91KB 442.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 34414 11 0 1909 3 0 0 0 1 1 142.250.74.194 443 10 0 6601 3 0 0 0 1 1 244332.369140625 305541.5109863281 8192 pagead2.googlesyndication.com - 160 0 pagead2.googlesyndication.com - 142.250.74.194@443_192.168.84.55@34414 "1970-01-01 00:04:04.332369141" "1970-01-01 00:05:05.541510986" pagead#.googlesyndication.com HTTP/1.x-HTTP/2_null 1.86KB 6.45KB "0.00 kbits" "0.00 kbits"
192.168.84.55 53906 27 1 3245 10 1 223 0 1 1 18.193.5.113 443 44 0 75476 32 1 1388 0 1 0 232523.03735351562 310518.8029785156 8192 startup.core.indazn.com core.indazn.com 160 128 startup.core.indazn.com - 18.193.5.113@443_192.168.84.55@53906 "1970-01-01 00:03:52.523037354" "1970-01-01 00:05:10.518802979" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2 3.17KB 73.71KB "0.00 kbits" "0.01 kbits"
192.168.84.55 53020 11 0 1855 3 0 0 0 1 1 108.157.186.76 443 11 0 6175 4 0 0 0 1 1 249958.3603515625 311046.14892578125 8192 static.dazndn.com - 160 0 static.dazndn.com - 108.157.186.76@443_192.168.84.55@53020 "1970-01-01 00:04:09.958360352" "1970-01-01 00:05:11.046148926" static.dazndn.com HTTP/1.x-HTTP/2_null 1.81KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40656 11 0 1895 3 0 0 0 1 1 64.233.168.94 443 10 0 6345 3 0 0 0 1 1 250889.63427734375 311673.5703125 8192 csi.gstatic.com - 160 0 csi.gstatic.com - 64.233.168.94@443_192.168.84.55@40656 "1970-01-01 00:04:10.889634277" "1970-01-01 00:05:11.673570312" csi.gstatic.com HTTP/1.x-HTTP/2_null 1.85KB 6.20KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40660 11 0 1799 3 0 0 0 1 1 64.233.168.94 443 10 0 6346 3 0 0 0 1 1 251140.458984375 311788.0661621094 8192 csi.gstatic.com - 160 0 csi.gstatic.com - 64.233.168.94@443_192.168.84.55@40660 "1970-01-01 00:04:11.140458984" "1970-01-01 00:05:11.788066162" csi.gstatic.com HTTP/1.x-HTTP/2_null 1.76KB 6.20KB "0.00 kbits" "0.00 kbits"
192.168.84.55 54534 28 0 10089 16 0 0 0 1 1 18.184.236.0 443 29 0 12223 12 1 303 0 1 1 233546.99633789062 312001.0622558594 8192 segmentation-service-api.discovery.indazn.com - 160 128 segmentation-service-api.discovery.indazn.com - 18.184.236.0@443_192.168.84.55@54534 "1970-01-01 00:03:53.546996338" "1970-01-01 00:05:12.001062256" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2 9.85KB 11.94KB "0.00 kbits" "0.00 kbits"
192.168.84.55 46372 26 0 4648 13 0 0 0 1 1 18.196.72.227 443 30 0 6576 13 1 270 0 1 1 233557.33935546875 312001.08935546875 8192 partner-integration.ar.indazn.com partner-integration.ar.indazn.com 160 128 partner-integration.ar.indazn.com - 18.196.72.227@443_192.168.84.55@46372 "1970-01-01 00:03:53.557339355" "1970-01-01 00:05:12.001089355" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.54KB 6.42KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47008 43 1 8229 24 3 1022 0 1 1 3.67.218.2 443 43 0 2814 16 4 1235 0 1 0 234086.64331054688 315132.2131347656 8192 user-message.gateway.indazn.com - 160 0 user-message.gateway.indazn.com - 3.67.218.2@443_192.168.84.55@47008 "1970-01-01 00:03:54.086643311" "1970-01-01 00:05:15.132213135" gateway.indazn.com HTTP/1.x-HTTP/2_null 8.04KB 2.75KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60580 22 1 7893 12 0 0 0 1 1 35.71.191.239 443 24 0 6660 11 0 0 0 1 0 296865.3869628906 326910.0173339844 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@60580 "1970-01-01 00:04:56.865386963" "1970-01-01 00:05:26.910017334" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 7.71KB 6.50KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60898 22 0 2894 7 0 0 0 1 1 142.250.186.74 443 25 0 8060 10 0 0 0 1 1 95664.74633789062 335975.4152832031 8192 safebrowsing.googleapis.com - 160 0 safebrowsing.googleapis.com - 142.250.186.74@443_192.168.84.55@60898 "1970-01-01 00:01:35.664746338" "1970-01-01 00:05:35.975415283" safebrowsing.googleapis.com HTTP/1.x-HTTP/2_null 2.83KB 7.87KB "0.00 kbits" "0.00 kbits"
192.168.84.55 55870 3076 1 106812 127 2 1732 0 1 0 91.81.128.189 443 3722 0 74239053 3593 7 9800 0 1 1 32963.91015625 337493.1962890625 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@55870 "1970-01-01 00:00:32.963910156" "1970-01-01 00:05:37.493196289" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 104.31KB 70.80MB "0.00 kbits" "1.95 kbits"
192.168.84.55 48402 11 0 2105 3 0 0 0 1 1 91.81.128.189 443 11 0 4023 5 0 0 0 1 1 339635.7722167969 345551.51416015625 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@48402 "1970-01-01 00:05:39.635772217" "1970-01-01 00:05:45.551514159" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.06KB 3.93KB "0.00 kbits" "0.01 kbits"
192.168.84.55 48412 11 0 2137 3 0 0 0 1 1 91.81.128.189 443 11 0 4022 5 0 0 0 1 1 339637.80126953125 345551.5163574219 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@48412 "1970-01-01 00:05:39.637801270" "1970-01-01 00:05:45.551516356" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.09KB 3.93KB "0.00 kbits" "0.01 kbits"
192.168.84.55 60094 13 0 4239 7 0 0 0 1 1 35.71.191.239 443 15 0 701 5 0 0 0 1 1 341990.10693359375 352250.0393066406 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@60094 "1970-01-01 00:05:41.990106934" "1970-01-01 00:05:52.250039307" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.14KB 701.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 46404 579 0 2849 9 0 0 0 1 1 23.39.105.81 443 906 0 6872689 893 2 1388 0 2 1 236419.01733398438 356770.794921875 8192 images.daznservices.com san1.daznservices.com 160 128 images.daznservices.com - 23.39.105.81@443_192.168.84.55@46404 "1970-01-01 00:03:56.419017334" "1970-01-01 00:05:56.770794922" images.daznservices.com HTTP/1.x-HTTP/2_HTTP/2 2.78KB 6.55MB "0.00 kbits" "0.46 kbits"
192.168.84.55 42098 15 0 4350 6 0 0 0 1 1 35.71.191.239 443 15 0 5940 6 0 0 0 1 1 360874.8723144531 371131.7629394531 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@42098 "1970-01-01 00:06:00.874872314" "1970-01-01 00:06:11.131762939" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.25KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 58704 16 0 5044 7 0 0 0 1 1 52.28.42.56 443 20 0 6751 10 0 0 0 1 1 373246.697265625 383624.72412109375 8192 concurrency.playback.indazn.com playback.indazn.com 160 128 concurrency.playback.indazn.com - 52.28.42.56@443_192.168.84.55@58704 "1970-01-01 00:06:13.246697266" "1970-01-01 00:06:23.624724121" playback.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.93KB 6.59KB "0.00 kbits" "0.01 kbits"
192.168.84.55 35538 14 0 4377 6 0 0 0 1 1 35.71.191.239 443 15 0 5940 6 0 0 0 1 1 376775.6872558594 387073.8203125 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@35538 "1970-01-01 00:06:16.775687256" "1970-01-01 00:06:27.073820312" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.27KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44850 23 0 2781 6 0 0 0 1 1 104.18.24.111 443 25 0 4896 8 0 0 0 1 1 20984.63525390625 421497.1062011719 8192 expansioneggnog.com - 160 0 expansioneggnog.com - 104.18.24.111@443_192.168.84.55@44850 "1970-01-01 00:00:20.984635254" "1970-01-01 00:07:01.497106201" expansioneggnog.com HTTP/1.x-HTTP/2_null 2.72KB 4.78KB "0.00 kbits" "0.00 kbits"
192.168.84.55 54440 13 0 4286 6 0 0 0 1 1 35.71.191.239 443 15 0 5940 6 0 0 0 1 1 420893.6589355469 431193.869140625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@54440 "1970-01-01 00:07:00.893658936" "1970-01-01 00:07:11.193869141" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.19KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39522 29 0 4778 12 0 0 0 1 1 93.184.221.165 443 30 0 5908 12 0 0 0 1 1 241471.35693359375 440551.4372558594 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@39522 "1970-01-01 00:04:01.471356934" "1970-01-01 00:07:20.551437256" t.co HTTP/1.x-HTTP/2_null 4.67KB 5.77KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39052 18 0 6079 8 0 0 0 1 1 35.71.191.239 443 19 0 6300 8 0 0 0 1 1 436777.376953125 450119.7961425781 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@39052 "1970-01-01 00:07:16.777376953" "1970-01-01 00:07:30.119796143" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.94KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49504 20 1 4764 13 0 0 0 1 1 3.73.166.114 443 24 0 607 9 0 0 0 1 0 251324.23095703125 452690.68115234375 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.73.166.114@443_192.168.84.55@49504 "1970-01-01 00:04:11.324230957" "1970-01-01 00:07:32.690681152" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.65KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 54130 19 1 2866 12 0 0 0 1 1 3.73.166.114 443 22 0 576 9 0 0 0 1 0 254188.10034179688 452690.6953125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.73.166.114@443_192.168.84.55@54130 "1970-01-01 00:04:14.188100342" "1970-01-01 00:07:32.690695312" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.80KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 49524 21 1 4789 14 1 517 0 1 1 3.73.166.114 443 27 0 607 11 1 195 0 1 0 253103.7509765625 452693.96435546875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.73.166.114@443_192.168.84.55@49524 "1970-01-01 00:04:13.103750977" "1970-01-01 00:07:32.693964355" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.68KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 49518 22 1 4415 16 0 0 0 1 1 3.73.166.114 443 29 0 607 11 1 31 0 1 0 252617.41430664062 452693.98828125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.73.166.114@443_192.168.84.55@49518 "1970-01-01 00:04:12.617414307" "1970-01-01 00:07:32.693988281" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.31KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 46302 45 0 5330 25 0 0 0 1 1 108.138.199.41 443 53 0 9755 18 0 0 0 1 1 13940.454345703125 462649.197265625 8192 spolo-public-api-global.acc.indazn.com - 160 0 spolo-public-api-global.acc.indazn.com - 108.138.199.41@443_192.168.84.55@46302 "1970-01-01 00:00:13.940454346" "1970-01-01 00:07:42.649197266" acc.indazn.com HTTP/1.x-HTTP/2_null 5.21KB 9.53KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37190 540 0 94086 257 3 150 0 1 1 18.66.196.72 443 807 0 1037272 577 2 1826 0 1 1 11117.183349609375 462649.208984375 8192 www.dazn.com - 160 0 www.dazn.com - 18.66.196.72@443_192.168.84.55@37190 "1970-01-01 00:00:11.117183350" "1970-01-01 00:07:42.649208984" www.dazn.com HTTP/1.x-HTTP/2_null 91.88KB 1012.96KB "0.00 kbits" "0.02 kbits"
192.168.84.55 57440 28 1 3045 10 0 0 0 1 1 151.101.241.91 443 27 0 5798 7 0 0 0 1 0 11074.30712890625 462649.2131347656 8192 google-ohttp-relay-safebrowsing.fastly-edge.com - 160 0 google-ohttp-relay-safebrowsing.fastly-edge.com - 151.101.241.91@443_192.168.84.55@57440 "1970-01-01 00:00:11.074307129" "1970-01-01 00:07:42.649213135" ohttp-relay-safebrowsing.fastly-edge.com HTTP/1.x-HTTP/2_null 2.97KB 5.66KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39216 68 0 7861 37 2 112 0 1 1 18.66.196.83 443 79 0 27184 31 2 1035 0 1 1 13097.004150390625 462652.4453125 8192 ott-authz-bff-prod.ar.indazn.com - 160 0 ott-authz-bff-prod.ar.indazn.com - 18.66.196.83@443_192.168.84.55@39216 "1970-01-01 00:00:13.097004150" "1970-01-01 00:07:42.652445312" ar.indazn.com HTTP/1.x-HTTP/2_null 7.68KB 26.55KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44220 61 0 8014 42 1 39 0 1 1 108.157.188.90 443 81 0 14175 28 0 0 0 1 1 11906.998291015625 462652.4509277344 8192 user-profile.ar.indazn.com - 160 0 user-profile.ar.indazn.com - 108.157.188.90@443_192.168.84.55@44220 "1970-01-01 00:00:11.906998291" "1970-01-01 00:07:42.652450928" ar.indazn.com HTTP/1.x-HTTP/2_null 7.83KB 13.84KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40634 59 0 7498 33 0 0 0 1 1 108.138.192.23 443 65 0 13081 23 2 1164 0 1 1 13032.50927734375 462652.4562988281 8192 subscriptions-service.ar.indazn.com - 160 0 subscriptions-service.ar.indazn.com - 108.138.192.23@443_192.168.84.55@40634 "1970-01-01 00:00:13.032509277" "1970-01-01 00:07:42.652456299" ar.indazn.com HTTP/1.x-HTTP/2_null 7.32KB 12.77KB "0.00 kbits" "0.00 kbits"
192.168.84.55 55010 142 0 54709 104 1 272 0 1 1 108.139.243.74 443 169 0 70339 75 0 0 0 1 1 36955.2529296875 462652.4609375 8192 sb.scorecardresearch.com - 160 0 sb.scorecardresearch.com - 108.139.243.74@443_192.168.84.55@55010 "1970-01-01 00:00:36.955252930" "1970-01-01 00:07:42.652460938" sb.scorecardresearch.com HTTP/1.x-HTTP/2_null 53.43KB 68.69KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50268 312 0 25145 112 0 0 0 1 1 108.139.243.86 443 451 0 537860 354 1 1388 0 1 1 13087.4501953125 462652.46728515625 8192 rail-router.discovery.indazn.com - 160 0 rail-router.discovery.indazn.com - 108.139.243.86@443_192.168.84.55@50268 "1970-01-01 00:00:13.087450195" "1970-01-01 00:07:42.652467285" discovery.indazn.com HTTP/1.x-HTTP/2_null 24.56KB 525.25KB "0.00 kbits" "0.01 kbits"
192.168.84.55 33702 16 0 4019 7 0 0 0 1 1 93.184.221.165 443 17 0 5340 7 0 0 0 1 1 460328.15625 462652.47216796875 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@33702 "1970-01-01 00:07:40.328156250" "1970-01-01 00:07:42.652472168" t.co HTTP/1.x-HTTP/2_null 3.92KB 5.21KB "0.01 kbits" "0.02 kbits"
192.168.84.55 36618 54 0 7221 27 1 97 0 1 1 99.86.159.10 443 69 0 13164 31 0 0 0 1 1 13006.351318359375 462652.4821777344 8192 onboarding.indazn.com - 160 0 onboarding.indazn.com - 99.86.159.10@443_192.168.84.55@36618 "1970-01-01 00:00:13.006351318" "1970-01-01 00:07:42.652482178" onboarding.indazn.com HTTP/1.x-HTTP/2_null 7.05KB 12.86KB "0.00 kbits" "0.00 kbits"
192.168.84.55 57378 56 0 5522 26 0 0 0 1 1 108.138.192.65 443 64 0 13126 27 0 0 0 1 1 14655.25732421875 462655.708984375 8192 follow-shortcuts.discovery.indazn.com - 160 0 follow-shortcuts.discovery.indazn.com - 108.138.192.65@443_192.168.84.55@57378 "1970-01-01 00:00:14.655257324" "1970-01-01 00:07:42.655708984" discovery.indazn.com HTTP/1.x-HTTP/2_null 5.39KB 12.82KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50488 101 1 12921 78 2 487 0 1 1 151.101.242.49 443 133 0 13709 48 3 607 0 1 0 13087.361328125 462655.71435546875 8192 cdn.contentful.com cdn.contentful.com 160 128 cdn.contentful.com - 151.101.242.49@443_192.168.84.55@50488 "1970-01-01 00:00:13.087361328" "1970-01-01 00:07:42.655714355" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2 12.62KB 13.39KB "0.00 kbits" "0.00 kbits"
192.168.84.55 38420 43 0 6846 23 1 72 0 1 1 18.66.218.82 443 53 0 12442 19 0 0 0 1 1 12071.7861328125 462655.7189941406 8192 authentication-prod.ar.indazn.com - 160 0 authentication-prod.ar.indazn.com - 18.66.218.82@443_192.168.84.55@38420 "1970-01-01 00:00:12.071786133" "1970-01-01 00:07:42.655718994" ar.indazn.com HTTP/1.x-HTTP/2_null 6.69KB 12.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 52242 18 0 2420 7 0 0 0 1 1 143.204.9.14 443 20 0 6733 6 0 0 0 1 1 250671.9501953125 462655.72412109375 8192 features.fe.indazn.com - 160 0 features.fe.indazn.com - 143.204.9.14@443_192.168.84.55@52242 "1970-01-01 00:04:10.671950195" "1970-01-01 00:07:42.655724121" fe.indazn.com HTTP/1.x-HTTP/2_null 2.36KB 6.58KB "0.00 kbits" "0.00 kbits"
192.168.84.55 56512 1497 0 6479 63 1 35 0 1 1 13.226.175.112 443 2119 0 21418860 2054 0 0 0 1 1 12667.246337890625 462655.7409667969 8192 pkg.fe.indazn.com - 160 0 pkg.fe.indazn.com - 13.226.175.112@443_192.168.84.55@56512 "1970-01-01 00:00:12.667246338" "1970-01-01 00:07:42.655740967" fe.indazn.com HTTP/1.x-HTTP/2_null 6.33KB 20.43MB "0.00 kbits" "0.38 kbits"
192.168.84.55 57348 30 0 5197 12 0 0 0 1 1 108.157.188.3 443 34 0 12587 11 0 0 0 1 1 31974.79833984375 462655.7529296875 8192 api.playback.indazn.com - 160 0 api.playback.indazn.com - 108.157.188.3@443_192.168.84.55@57348 "1970-01-01 00:00:31.974798340" "1970-01-01 00:07:42.655752930" playback.indazn.com HTTP/1.x-HTTP/2_null 5.08KB 12.29KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36490 60 0 5226 32 1 39 0 1 1 108.157.188.5 443 66 0 16924 28 0 0 0 1 1 13569.437255859375 462655.7761230469 8192 rails.discovery.indazn.com - 160 0 rails.discovery.indazn.com - 108.157.188.5@443_192.168.84.55@36490 "1970-01-01 00:00:13.569437256" "1970-01-01 00:07:42.655776123" discovery.indazn.com HTTP/1.x-HTTP/2_null 5.10KB 16.53KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40084 43 0 7274 24 0 0 0 1 1 172.64.155.119 443 50 0 5421 17 0 0 0 1 1 12726.920166015625 462655.7829589844 8192 consent-api.onetrust.com - 160 0 consent-api.onetrust.com - 172.64.155.119@443_192.168.84.55@40084 "1970-01-01 00:00:12.726920166" "1970-01-01 00:07:42.655782959" api.onetrust.com HTTP/1.x-HTTP/2_null 7.10KB 5.29KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45824 44 0 11919 23 0 0 0 1 1 18.66.196.30 443 52 0 9250 19 0 0 0 1 1 20370.75634765625 462655.7883300781 8192 wa.appsflyer.com - 160 0 wa.appsflyer.com - 18.66.196.30@443_192.168.84.55@45824 "1970-01-01 00:00:20.370756348" "1970-01-01 00:07:42.655788330" wa.appsflyer.com HTTP/1.x-HTTP/2_null 11.64KB 9.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39584 86 0 7663 49 1 39 0 1 1 18.66.196.47 443 114 0 24174 57 0 0 0 1 1 13599.017333984375 462655.79296875 8192 favouritesv2.discovery.indazn.com - 160 0 favouritesv2.discovery.indazn.com - 18.66.196.47@443_192.168.84.55@39584 "1970-01-01 00:00:13.599017334" "1970-01-01 00:07:42.655792969" discovery.indazn.com HTTP/1.x-HTTP/2_null 7.48KB 23.61KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34592 92 0 9182 44 0 0 0 1 1 108.156.2.111 443 136 0 74991 84 0 0 0 1 1 13657.270263671875 462658.9572753906 8192 tiered-pricing-offer-service.ar.indazn.com - 160 0 tiered-pricing-offer-service.ar.indazn.com - 108.156.2.111@443_192.168.84.55@34592 "1970-01-01 00:00:13.657270264" "1970-01-01 00:07:42.658957275" ar.indazn.com HTTP/1.x-HTTP/2_null 8.97KB 73.23KB "0.00 kbits" "0.00 kbits"
