c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 33034 3.126.67.130 443 12860.009765625 338.015 10 0 2389 4 0 0 0 1 0 9 0 5591 4 0 0 0 1 0 3.126.67.130@443_192.168.84.55@33034 13198.024765625 "1970-01-01 00:00:12.860009766" "1970-01-01 00:00:13.198024766" 2.33KB 5.46KB "0.06 kbits" "0.13 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 56224 13.226.175.112 443 12861.70654296875 298.37 8 0 1823 3 0 0 0 1 0 8 0 6185 4 0 0 0 1 0 13.226.175.112@443_192.168.84.55@56224 13160.07654296875 "1970-01-01 00:00:12.861706543" "1970-01-01 00:00:13.160076543" 1.78KB 6.04KB "0.05 kbits" "0.17 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 59036 162.247.243.29 443 13759.492919921875 319.017 20 0 22640 17 0 0 0 0 1 25 0 303 2 0 0 0 0 1 162.247.243.29@443_192.168.84.55@59036 14078.509919921875 "1970-01-01 00:00:13.759492920" "1970-01-01 00:00:14.078509920" 22.11KB 303.00B "0.57 kbits" "0.01 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 50650 108.139.243.99 443 13357.5498046875 965.276 24 0 5189 14 0 0 0 1 0 42 0 45758 28 0 0 0 1 0 108.139.243.99@443_192.168.84.55@50650 14322.8258046875 "1970-01-01 00:00:13.357549805" "1970-01-01 00:00:14.322825805" 5.07KB 44.69KB "0.04 kbits" "0.38 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42000 151.101.242.49 443 13458.954833984375 938.866 23 0 4214 17 0 0 0 1 0 28 0 7311 11 0 0 0 1 0 151.101.242.49@443_192.168.84.55@42000 14397.820833984375 "1970-01-01 00:00:13.458954834" "1970-01-01 00:00:14.397820834" 4.12KB 7.14KB "0.04 kbits" "0.06 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 56224 13.226.175.112 443 14010.535888671875 120.19 9 0 1190 7 0 0 0 0 0 12 0 1658 5 0 0 0 0 0 13.226.175.112@443_192.168.84.55@56224 14130.725888671876 "1970-01-01 00:00:14.010535889" "1970-01-01 00:00:14.130725889" 1.16KB 1.62KB "0.08 kbits" "0.11 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 57880 3.75.98.239 443 14118.0048828125 312.013 14 0 4315 9 0 0 0 1 0 15 0 5088 5 0 0 0 1 0 3.75.98.239@443_192.168.84.55@57880 14430.0178828125 "1970-01-01 00:00:14.118004883" "1970-01-01 00:00:14.430017883" 4.21KB 4.97KB "0.11 kbits" "0.13 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 60104 99.86.159.117 443 12657.864501953125 342.612 32 0 15175 21 0 0 0 0 0 53 0 16993 34 0 0 0 0 0 99.86.159.117@443_192.168.84.55@60104 13000.476501953124 "1970-01-01 00:00:12.657864502" "1970-01-01 00:00:13.000476502" 14.82KB 16.59KB "0.35 kbits" "0.40 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 60520 151.101.241.91 443 11157.730712890625 398.692 11 0 2610 6 0 0 0 1 0 10 0 5479 4 0 0 0 1 0 151.101.241.91@443_192.168.84.55@60520 11556.422712890624 "1970-01-01 00:00:11.157730713" "1970-01-01 00:00:11.556422713" 2.55KB 5.35KB "0.05 kbits" "0.11 kbits" ohttp-relay-safebrowsing.fastly-edge.com HTTP/1.x-HTTP/2_null
192.168.84.55 44508 162.247.243.29 443 23593.4765625 352.825 19 0 17582 15 0 0 0 1 0 17 0 834 2 0 0 0 1 0 162.247.243.29@443_192.168.84.55@44508 23946.3015625 "1970-01-01 00:00:23.593476562" "1970-01-01 00:00:23.946301563" 17.17KB 834.00B "0.40 kbits" "0.02 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 33034 3.126.67.130 443 13961.3037109375 190.526 3 0 2098 2 0 0 0 0 0 3 0 195 1 0 0 0 0 0 3.126.67.130@443_192.168.84.55@33034 14151.8297109375 "1970-01-01 00:00:13.961303711" "1970-01-01 00:00:14.151829711" 2.05KB 195.00B "0.09 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 33048 3.126.67.130 443 16504.041748046875 414.608 9 0 4478 6 0 0 0 1 0 9 0 357 2 0 0 0 1 0 3.126.67.130@443_192.168.84.55@33048 16918.649748046875 "1970-01-01 00:00:16.504041748" "1970-01-01 00:00:16.918649748" 4.37KB 357.00B "0.09 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 33040 3.126.67.130 443 14282.367919921875 366.086 11 0 2777 7 0 0 0 1 0 10 0 357 2 0 0 0 1 0 3.126.67.130@443_192.168.84.55@33040 14648.453919921874 "1970-01-01 00:00:14.282367920" "1970-01-01 00:00:14.648453920" 2.71KB 357.00B "0.06 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 33034 3.126.67.130 443 30178.716552734375 48.789 3 1 37 1 0 0 0 0 1 2 0 33 1 0 0 0 0 0 3.126.67.130@443_192.168.84.55@33034 30227.505552734376 "1970-01-01 00:00:30.178716553" "1970-01-01 00:00:30.227505553" 37.00B 33.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 33040 3.126.67.130 443 30179.27783203125 52.234 3 1 37 1 0 0 0 0 1 3 0 33 1 0 0 0 0 0 3.126.67.130@443_192.168.84.55@33040 30231.51183203125 "1970-01-01 00:00:30.179277832" "1970-01-01 00:00:30.231511831" 37.00B 33.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 33048 3.126.67.130 443 30179.021728515625 52.498 3 1 37 1 0 0 0 0 1 3 0 33 1 0 0 0 0 0 3.126.67.130@443_192.168.84.55@33048 30231.519728515625 "1970-01-01 00:00:30.179021729" "1970-01-01 00:00:30.231519729" 37.00B 33.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 36860 18.193.5.113 443 11968.171875 615.583 25 0 2854 8 1 479 0 1 0 28 0 40795 20 2 1936 0 1 0 18.193.5.113@443_192.168.84.55@36860 12583.754875 "1970-01-01 00:00:11.968171875" "1970-01-01 00:00:12.583754875" 2.79KB 39.84KB "0.04 kbits" "0.53 kbits" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 55858 108.157.188.55 443 13895.3388671875 235.383 3 0 177 3 0 0 0 0 0 5 0 780 2 0 0 0 0 0 108.157.188.55@443_192.168.84.55@55858 14130.7218671875 "1970-01-01 00:00:13.895338867" "1970-01-01 00:00:14.130721867" 177.00B 780.00B "0.01 kbits" "0.03 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50728 18.66.218.98 443 12861.893798828125 394.994 16 0 4097 9 0 0 0 1 0 16 0 7804 8 0 0 0 1 0 18.66.218.98@443_192.168.84.55@50728 13256.887798828126 "1970-01-01 00:00:12.861893799" "1970-01-01 00:00:13.256887799" 4.00KB 7.62KB "0.08 kbits" "0.16 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51832 104.18.32.137 443 13458.851806640625 538.879 12 0 3275 8 0 0 0 1 0 13 0 4542 5 0 0 0 1 0 104.18.32.137@443_192.168.84.55@51832 13997.730806640626 "1970-01-01 00:00:13.458851807" "1970-01-01 00:00:13.997730807" 3.20KB 4.44KB "0.05 kbits" "0.07 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 57120 99.86.159.128 443 13357.328857421875 420.372 15 0 4116 8 0 0 0 1 0 16 0 7421 8 0 0 0 1 0 99.86.159.128@443_192.168.84.55@57120 13777.700857421874 "1970-01-01 00:00:13.357328857" "1970-01-01 00:00:13.777700857" 4.02KB 7.25KB "0.08 kbits" "0.14 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37116 18.66.218.48 443 12976.999755859375 320.989 8 0 1800 3 0 0 0 1 0 7 0 6215 3 0 0 0 1 0 18.66.218.48@443_192.168.84.55@37116 13297.988755859375 "1970-01-01 00:00:12.976999756" "1970-01-01 00:00:13.297988756" 1.76KB 6.07KB "0.04 kbits" "0.15 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33618 108.138.192.23 443 13357.446533203125 905.795 17 0 4397 12 0 0 0 1 0 20 0 8565 7 0 0 0 1 0 108.138.192.23@443_192.168.84.55@33618 14263.241533203125 "1970-01-01 00:00:13.357446533" "1970-01-01 00:00:14.263241533" 4.29KB 8.36KB "0.04 kbits" "0.08 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 44616 35.156.96.205 443 13357.665771484375 407.877 15 0 7037 9 0 0 0 1 0 18 0 11642 8 0 0 0 1 0 35.156.96.205@443_192.168.84.55@44616 13765.542771484375 "1970-01-01 00:00:13.357665771" "1970-01-01 00:00:13.765542771" 6.87KB 11.37KB "0.14 kbits" "0.23 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 48836 35.157.103.159 443 13357.7685546875 500.818 13 0 4336 8 0 0 0 1 0 15 0 6062 6 0 0 0 1 0 35.157.103.159@443_192.168.84.55@48836 13858.5865546875 "1970-01-01 00:00:13.357768555" "1970-01-01 00:00:13.858586555" 4.23KB 5.92KB "0.07 kbits" "0.10 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 42000 151.101.242.49 443 15094.90576171875 242.479 6 0 890 6 0 0 0 0 0 10 0 1117 4 0 0 0 0 0 151.101.242.49@443_192.168.84.55@42000 15337.38476171875 "1970-01-01 00:00:15.094905762" "1970-01-01 00:00:15.337384762" 890.00B 1.09KB "0.03 kbits" "0.04 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 38126 18.66.196.11 443 13458.73779296875 430.901 15 0 4176 9 0 0 0 1 0 16 0 9267 7 0 0 0 1 0 18.66.196.11@443_192.168.84.55@38126 13889.63879296875 "1970-01-01 00:00:13.458737793" "1970-01-01 00:00:13.889638793" 4.08KB 9.05KB "0.08 kbits" "0.17 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50520 108.138.192.99 443 14962.20849609375 272.483 16 0 4260 8 0 0 0 1 0 18 0 7397 9 0 0 0 1 0 108.138.192.99@443_192.168.84.55@50520 15234.69149609375 "1970-01-01 00:00:14.962208496" "1970-01-01 00:00:15.234691496" 4.16KB 7.22KB "0.13 kbits" "0.22 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51096 108.156.2.104 443 14124.528564453125 327.47 20 0 5103 9 0 0 0 1 0 34 0 26985 24 0 0 0 1 0 108.156.2.104@443_192.168.84.55@51096 14451.998564453124 "1970-01-01 00:00:14.124528564" "1970-01-01 00:00:14.451998564" 4.98KB 26.35KB "0.12 kbits" "0.66 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 46520 108.138.199.75 443 14521.218505859375 256.835 14 0 4216 9 0 0 0 1 0 16 0 6902 6 0 0 0 1 0 108.138.199.75@443_192.168.84.55@46520 14778.053505859374 "1970-01-01 00:00:14.521218506" "1970-01-01 00:00:14.778053506" 4.12KB 6.74KB "0.13 kbits" "0.21 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 57256 18.66.196.77 443 14104.69482421875 642.677 21 0 4579 12 0 0 0 1 0 26 0 9395 13 0 0 0 1 0 18.66.196.77@443_192.168.84.55@57256 14747.37182421875 "1970-01-01 00:00:14.104694824" "1970-01-01 00:00:14.747371824" 4.47KB 9.17KB "0.06 kbits" "0.12 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51632 108.157.188.92 443 14106.64990234375 243.356 13 0 2707 7 0 0 0 1 0 14 0 7881 6 0 0 0 1 0 108.157.188.92@443_192.168.84.55@51632 14350.00590234375 "1970-01-01 00:00:14.106649902" "1970-01-01 00:00:14.350005902" 2.64KB 7.70KB "0.09 kbits" "0.26 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 57880 3.75.98.239 443 16491.325927734375 127.328 3 0 249 2 0 0 0 0 0 3 0 123 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@57880 16618.653927734376 "1970-01-01 00:00:16.491325928" "1970-01-01 00:00:16.618653928" 249.00B 123.00B "0.02 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 59706 18.195.57.8 443 14108.24072265625 309.74 14 0 4122 8 0 0 0 1 0 16 0 6631 7 0 0 0 1 0 18.195.57.8@443_192.168.84.55@59706 14417.98072265625 "1970-01-01 00:00:14.108240723" "1970-01-01 00:00:14.417980723" 4.03KB 6.48KB "0.11 kbits" "0.17 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56224 13.226.175.112 443 15911.00390625 246.738 4 0 183 2 0 0 0 0 0 4 0 438 2 1 438 0 0 0 13.226.175.112@443_192.168.84.55@56224 16157.74190625 "1970-01-01 00:00:15.911003906" "1970-01-01 00:00:16.157741906" 183.00B 438.00B "0.01 kbits" "0.01 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50650 108.139.243.99 443 14358.6728515625 475.046 50 0 5122 14 0 0 0 0 0 81 0 135881 69 0 0 0 0 0 108.139.243.99@443_192.168.84.55@50650 14833.7188515625 "1970-01-01 00:00:14.358672852" "1970-01-01 00:00:14.833718852" 5.00KB 132.70KB "0.09 kbits" "2.29 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47922 18.198.217.12 443 14401.722900390625 952.277 19 0 4355 10 0 0 0 1 0 20 0 8548 9 0 0 0 1 0 18.198.217.12@443_192.168.84.55@47922 15353.999900390625 "1970-01-01 00:00:14.401722900" "1970-01-01 00:00:15.353999900" 4.25KB 8.35KB "0.04 kbits" "0.07 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42176 142.251.209.36 443 21576.7197265625 412.425 7 0 1830 3 0 0 0 1 0 6 0 5350 2 0 0 0 1 0 142.251.209.36@443_192.168.84.55@42176 21989.1447265625 "1970-01-01 00:00:21.576719727" "1970-01-01 00:00:21.989144727" 1.79KB 5.22KB "0.04 kbits" "0.10 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 42176 142.251.209.36 443 31763.7626953125 110.492 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 142.251.209.36@443_192.168.84.55@42176 31874.2546953125 "1970-01-01 00:00:31.763762695" "1970-01-01 00:00:31.874254695" 0B 0B "0.00 kbits" "0.00 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 42000 151.101.242.49 443 30944.1865234375 538.939 10 0 1028 9 0 0 0 0 0 14 0 749 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@42000 31483.1255234375 "1970-01-01 00:00:30.944186523" "1970-01-01 00:00:31.483125523" 1.00KB 749.00B "0.02 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 56224 13.226.175.112 443 31335.345703125 999.393 124 0 1650 19 0 0 0 0 0 169 0 823636 151 0 0 0 0 0 13.226.175.112@443_192.168.84.55@56224 32334.738703125 "1970-01-01 00:00:31.335345703" "1970-01-01 00:00:32.334738703" 1.61KB 804.33KB "0.01 kbits" "6.59 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37116 18.66.218.48 443 30935.851806640625 513.105 10 0 1096 6 0 0 0 0 0 12 0 4024 7 0 0 0 0 0 18.66.218.48@443_192.168.84.55@37116 31448.956806640625 "1970-01-01 00:00:30.935851807" "1970-01-01 00:00:31.448956807" 1.07KB 3.93KB "0.02 kbits" "0.06 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47922 18.198.217.12 443 31684.16455078125 839.874 8 0 422 6 0 0 0 0 0 10 0 2137 4 0 0 0 0 0 18.198.217.12@443_192.168.84.55@47922 32524.03855078125 "1970-01-01 00:00:31.684164551" "1970-01-01 00:00:32.524038551" 422.00B 2.09KB "0.00 kbits" "0.02 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 57880 3.75.98.239 443 31295.8037109375 202.206 9 0 700 6 0 0 0 0 0 10 0 322 4 0 0 0 0 0 3.75.98.239@443_192.168.84.55@57880 31498.0097109375 "1970-01-01 00:00:31.295803711" "1970-01-01 00:00:31.498009711" 700.00B 322.00B "0.03 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50638 199.127.194.109 443 31856.417724609375 957.574 13 0 5220 8 1 678 0 1 0 12 0 7394 4 0 0 0 1 0 199.127.194.109@443_192.168.84.55@50638 32813.991724609376 "1970-01-01 00:00:31.856417725" "1970-01-01 00:00:32.813991725" 5.10KB 7.22KB "0.04 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 57256 18.66.196.77 443 31269.030517578125 322.603 13 0 888 10 0 0 0 0 0 21 0 3433 11 0 0 0 0 0 18.66.196.77@443_192.168.84.55@57256 31591.633517578124 "1970-01-01 00:00:31.269030518" "1970-01-01 00:00:31.591633518" 888.00B 3.35KB "0.02 kbits" "0.09 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42000 151.101.242.49 443 32158.0048828125 986.708 7 0 938 4 1 446 0 0 0 6 0 828 4 2 828 0 0 0 151.101.242.49@443_192.168.84.55@42000 33144.7128828125 "1970-01-01 00:00:32.158004883" "1970-01-01 00:00:33.144712883" 938.00B 828.00B "0.01 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 56224 13.226.175.112 443 32338.000732421875 997.806 341 0 35 2 1 35 0 0 0 534 0 4583176 533 0 0 0 0 0 13.226.175.112@443_192.168.84.55@56224 33335.80673242187 "1970-01-01 00:00:32.338000732" "1970-01-01 00:00:33.335806732" 35.00B 4.37MB "0.00 kbits" "36.75 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34324 199.127.194.108 443 32802.1357421875 956.917 16 0 8759 10 0 0 0 1 0 13 0 6870 5 0 0 0 1 0 199.127.194.108@443_192.168.84.55@34324 33759.0527421875 "1970-01-01 00:00:32.802135742" "1970-01-01 00:00:33.759052742" 8.55KB 6.71KB "0.07 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 42154 91.81.129.236 443 32821.557861328125 870.983 13 0 4420 6 0 0 0 1 0 14 0 8943 8 0 0 0 1 0 91.81.129.236@443_192.168.84.55@42154 33692.540861328125 "1970-01-01 00:00:32.821557861" "1970-01-01 00:00:33.692540861" 4.32KB 8.73KB "0.04 kbits" "0.08 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 57880 3.75.98.239 443 32719.44580078125 475.97 5 0 249 3 1 181 0 0 0 5 0 127 2 1 127 0 0 0 3.75.98.239@443_192.168.84.55@57880 33195.41580078125 "1970-01-01 00:00:32.719445801" "1970-01-01 00:00:33.195415801" 249.00B 127.00B "0.00 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42166 91.81.129.236 443 33072.27587890625 986.059 15 0 3566 5 0 0 0 1 0 17 0 36807 11 0 0 0 1 0 91.81.129.236@443_192.168.84.55@42166 34058.33487890625 "1970-01-01 00:00:33.072275879" "1970-01-01 00:00:34.058334879" 3.48KB 35.94KB "0.03 kbits" "0.30 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 56224 13.226.175.112 443 33339.015869140625 999.628 453 0 105 3 0 0 0 0 0 774 0 4960712 774 1 1388 0 0 0 13.226.175.112@443_192.168.84.55@56224 34338.64386914062 "1970-01-01 00:00:33.339015869" "1970-01-01 00:00:34.338643869" 105.00B 4.73MB "0.00 kbits" "39.70 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42166 91.81.129.236 443 34110.390869140625 468.04 86 0 0 0 0 0 0 0 0 99 0 1145996 99 0 0 0 0 0 91.81.129.236@443_192.168.84.55@42166 34578.430869140626 "1970-01-01 00:00:34.110390869" "1970-01-01 00:00:34.578430869" 0B 1.09MB "0.00 kbits" "19.59 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 42154 91.81.129.236 443 34054.58251953125 16.418 1 0 0 0 0 0 0 0 0 3 0 2017 2 0 0 0 0 0 91.81.129.236@443_192.168.84.55@42154 34071.00051953125 "1970-01-01 00:00:34.054582520" "1970-01-01 00:00:34.071000520" 0B 1.97KB "0.00 kbits" "0.98 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 46784 23.51.48.218 443 33692.460693359375 541.771 9 0 2451 4 0 0 0 1 0 9 0 4673 4 0 0 0 1 0 23.51.48.218@443_192.168.84.55@46784 34234.231693359376 "1970-01-01 00:00:33.692460693" "1970-01-01 00:00:34.234231693" 2.39KB 4.56KB "0.04 kbits" "0.07 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 42186 91.81.129.236 443 33544.5068359375 625.484 8 0 2169 4 1 705 0 1 0 6 0 547 2 0 0 0 1 0 91.81.129.236@443_192.168.84.55@42186 34169.9908359375 "1970-01-01 00:00:33.544506835" "1970-01-01 00:00:34.169990836" 2.12KB 547.00B "0.03 kbits" "0.01 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 45426 3.126.67.130 443 31713.019775390625 365.551 12 0 4080 9 0 0 0 1 0 11 0 357 2 0 0 0 1 0 3.126.67.130@443_192.168.84.55@45426 32078.570775390624 "1970-01-01 00:00:31.713019775" "1970-01-01 00:00:32.078570775" 3.98KB 357.00B "0.09 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 45450 3.126.67.130 443 34285.432861328125 282.188 7 0 2387 4 0 0 0 1 0 6 0 162 1 0 0 0 1 0 3.126.67.130@443_192.168.84.55@45450 34567.62086132813 "1970-01-01 00:00:34.285432861" "1970-01-01 00:00:34.567620861" 2.33KB 162.00B "0.07 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 42154 91.81.129.236 443 35484.955810546875 998.425 109 0 3464 4 0 0 0 0 0 117 0 1443171 113 0 0 0 0 0 91.81.129.236@443_192.168.84.55@42154 36483.38081054688 "1970-01-01 00:00:35.484955811" "1970-01-01 00:00:36.483380811" 3.38KB 1.38MB "0.03 kbits" "11.56 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
