c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 60348 108.139.243.60 443 12122.1103515625 675.091 66 0 17204 57 0 0 0 0 0 92 0 17430 37 0 0 0 0 0 108.139.243.60@443_192.168.84.55@60348 12797.2013515625 "1970-01-01 00:00:12.122110352" "1970-01-01 00:00:12.797201352" 16.80KB 17.02KB "0.20 kbits" "0.21 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55720 151.101.241.91 443 11075.692626953125 290.213 12 0 2546 7 0 0 0 1 0 12 0 5485 4 0 0 0 1 0 151.101.241.91@443_192.168.84.55@55720 11365.905626953125 "1970-01-01 00:00:11.075692627" "1970-01-01 00:00:11.365905627" 2.49KB 5.36KB "0.07 kbits" "0.15 kbits" ohttp-relay-safebrowsing.fastly-edge.com HTTP/1.x-HTTP/2_null
192.168.84.55 36682 162.247.243.29 443 23087.919677734375 226.739 13 0 15460 12 0 0 0 0 0 10 0 375 1 0 0 0 0 0 162.247.243.29@443_192.168.84.55@36682 23314.658677734376 "1970-01-01 00:00:23.087919678" "1970-01-01 00:00:23.314658678" 15.10KB 375.00B "0.55 kbits" "0.01 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 42898 18.158.216.90 443 16217.3955078125 354.507 10 0 4542 6 0 0 0 1 0 9 0 357 2 0 0 0 1 0 18.158.216.90@443_192.168.84.55@42898 16571.9025078125 "1970-01-01 00:00:16.217395508" "1970-01-01 00:00:16.571902508" 4.44KB 357.00B "0.10 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 55318 18.158.216.90 443 12668.3115234375 502.986 12 0 4487 6 0 0 0 1 0 12 0 5786 5 0 0 0 1 0 18.158.216.90@443_192.168.84.55@55318 13171.2975234375 "1970-01-01 00:00:12.668311523" "1970-01-01 00:00:13.171297523" 4.38KB 5.65KB "0.07 kbits" "0.09 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 55326 18.158.216.90 443 13907.299560546875 242.454 8 0 2643 5 0 0 0 1 0 8 0 357 2 0 0 0 1 0 18.158.216.90@443_192.168.84.55@55326 14149.753560546875 "1970-01-01 00:00:13.907299561" "1970-01-01 00:00:14.149753561" 2.58KB 357.00B "0.09 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 55326 18.158.216.90 443 30152.962646484375 150.622 4 1 37 1 1 0 0 0 2 4 0 64 2 0 0 0 0 0 18.158.216.90@443_192.168.84.55@55326 30303.584646484374 "1970-01-01 00:00:30.152962646" "1970-01-01 00:00:30.303584646" 37.00B 64.00B "0.00 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 55318 18.158.216.90 443 30152.78759765625 150.963 4 1 37 1 1 0 0 0 2 4 0 64 2 0 0 0 0 0 18.158.216.90@443_192.168.84.55@55318 30303.75059765625 "1970-01-01 00:00:30.152787598" "1970-01-01 00:00:30.303750598" 37.00B 64.00B "0.00 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 42898 18.158.216.90 443 30152.45263671875 157.396 4 1 37 1 1 0 0 0 2 3 0 33 1 0 0 0 0 0 18.158.216.90@443_192.168.84.55@42898 30309.84863671875 "1970-01-01 00:00:30.152452637" "1970-01-01 00:00:30.309848637" 37.00B 33.00B "0.00 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 55410 52.59.96.26 443 11621.93359375 418.665 15 0 2886 7 0 0 0 1 0 25 0 40795 17 0 0 0 1 0 52.59.96.26@443_192.168.84.55@55410 12040.59859375 "1970-01-01 00:00:11.621933594" "1970-01-01 00:00:12.040598594" 2.82KB 39.84KB "0.06 kbits" "0.78 kbits" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 37982 108.157.188.90 443 13534.381591796875 211.006 3 0 177 3 0 0 0 0 0 5 0 779 2 0 0 0 0 0 108.157.188.90@443_192.168.84.55@37982 13745.387591796874 "1970-01-01 00:00:13.534381592" "1970-01-01 00:00:13.745387592" 177.00B 779.00B "0.01 kbits" "0.03 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36682 162.247.243.29 443 30124.6123046875 392.964 9 0 4409 6 1 307 0 0 1 10 0 857 2 0 0 0 0 1 162.247.243.29@443_192.168.84.55@36682 30517.5763046875 "1970-01-01 00:00:30.124612305" "1970-01-01 00:00:30.517576305" 4.31KB 857.00B "0.09 kbits" "0.02 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 49780 18.66.218.82 443 12281.177734375 311.152 15 0 4135 9 0 0 0 1 0 17 0 7802 7 0 0 0 1 0 18.66.218.82@443_192.168.84.55@49780 12592.329734375 "1970-01-01 00:00:12.281177734" "1970-01-01 00:00:12.592329734" 4.04KB 7.62KB "0.11 kbits" "0.20 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 35586 142.250.180.131 443 20610.478515625 198.417 7 0 1893 3 0 0 0 1 0 6 0 5356 2 0 0 0 1 0 142.250.180.131@443_192.168.84.55@35586 20808.895515625 "1970-01-01 00:00:20.610478516" "1970-01-01 00:00:20.808895516" 1.85KB 5.23KB "0.08 kbits" "0.22 kbits" www.google.it HTTP/1.x-HTTP/2_null
192.168.84.55 39534 99.86.159.78 443 13131.91357421875 357.607 16 0 4180 8 0 0 0 1 0 18 0 7424 9 0 0 0 1 0 99.86.159.78@443_192.168.84.55@39534 13489.52057421875 "1970-01-01 00:00:13.131913574" "1970-01-01 00:00:13.489520574" 4.08KB 7.25KB "0.09 kbits" "0.17 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 48500 104.18.32.137 443 12689.106689453125 404.765 13 0 3306 8 0 0 0 1 0 15 0 4563 6 0 0 0 1 0 104.18.32.137@443_192.168.84.55@48500 13093.871689453124 "1970-01-01 00:00:12.689106689" "1970-01-01 00:00:13.093871689" 3.23KB 4.46KB "0.07 kbits" "0.09 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 59260 18.66.218.48 443 12814.177734375 162.358 8 0 1864 3 0 0 0 1 0 7 0 6215 4 0 0 0 1 0 18.66.218.48@443_192.168.84.55@59260 12976.535734375 "1970-01-01 00:00:12.814177734" "1970-01-01 00:00:12.976535734" 1.82KB 6.07KB "0.09 kbits" "0.31 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43044 108.138.192.4 443 13184.938720703125 862.139 20 0 4493 12 0 0 0 1 0 22 0 8563 10 1 638 0 1 0 108.138.192.4@443_192.168.84.55@43044 14047.077720703124 "1970-01-01 00:00:13.184938721" "1970-01-01 00:00:14.047077721" 4.39KB 8.36KB "0.04 kbits" "0.08 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47060 3.122.65.191 443 13191.375732421875 314.159 16 0 7069 9 0 0 0 1 0 16 0 11640 8 0 0 0 1 0 3.122.65.191@443_192.168.84.55@47060 13505.534732421875 "1970-01-01 00:00:13.191375732" "1970-01-01 00:00:13.505534732" 6.90KB 11.37KB "0.18 kbits" "0.30 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 50356 3.120.25.142 443 13116.481689453125 424.924 13 0 4304 8 0 0 0 1 0 15 0 6089 7 0 0 0 1 0 3.120.25.142@443_192.168.84.55@50356 13541.405689453124 "1970-01-01 00:00:13.116481689" "1970-01-01 00:00:13.541405689" 4.20KB 5.95KB "0.08 kbits" "0.11 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 47000 151.101.242.49 443 14732.272705078125 303.812 6 0 890 6 0 0 0 0 0 10 0 1118 4 0 0 0 0 0 151.101.242.49@443_192.168.84.55@47000 15036.084705078125 "1970-01-01 00:00:14.732272705" "1970-01-01 00:00:15.036084705" 890.00B 1.09KB "0.02 kbits" "0.03 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 45708 18.66.196.83 443 13197.901611328125 329.712 15 0 4240 9 0 0 0 1 0 17 0 9263 7 0 0 0 1 0 18.66.196.83@443_192.168.84.55@45708 13527.613611328125 "1970-01-01 00:00:13.197901611" "1970-01-01 00:00:13.527613611" 4.14KB 9.05KB "0.10 kbits" "0.22 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 35586 142.250.180.131 443 30714.65234375 242.796 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 142.250.180.131@443_192.168.84.55@35586 30957.44834375 "1970-01-01 00:00:30.714652344" "1970-01-01 00:00:30.957448344" 0B 0B "0.00 kbits" "0.00 kbits" www.google.it HTTP/1.x-HTTP/2_null
192.168.84.55 60082 108.138.192.65 443 14835.24169921875 251.159 14 0 4164 8 0 0 0 1 0 16 0 7396 7 0 0 0 1 0 108.138.192.65@443_192.168.84.55@60082 15086.40069921875 "1970-01-01 00:00:14.835241699" "1970-01-01 00:00:15.086400699" 4.07KB 7.22KB "0.13 kbits" "0.24 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 53298 108.156.2.12 443 13785.759521484375 465.288 21 0 5103 10 0 0 0 1 0 32 0 18458 21 0 0 0 1 0 108.156.2.12@443_192.168.84.55@53298 14251.047521484375 "1970-01-01 00:00:13.785759521" "1970-01-01 00:00:14.251047521" 4.98KB 18.03KB "0.09 kbits" "0.32 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42838 108.138.199.75 443 14138.4287109375 257.757 14 0 4216 9 0 0 0 1 0 17 0 6904 7 0 0 0 1 0 108.138.199.75@443_192.168.84.55@42838 14396.1857109375 "1970-01-01 00:00:14.138428711" "1970-01-01 00:00:14.396185711" 4.12KB 6.74KB "0.13 kbits" "0.21 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45064 18.66.196.95 443 13729.523681640625 712.005 22 0 4579 13 1 419 0 1 0 27 0 9391 14 0 0 0 1 0 18.66.196.95@443_192.168.84.55@45064 14441.528681640624 "1970-01-01 00:00:13.729523682" "1970-01-01 00:00:14.441528682" 4.47KB 9.17KB "0.05 kbits" "0.11 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55996 108.157.188.27 443 13755.68359375 384.558 15 0 2707 8 1 412 0 1 0 16 0 7860 7 0 0 0 1 0 108.157.188.27@443_192.168.84.55@55996 14140.24159375 "1970-01-01 00:00:13.755683594" "1970-01-01 00:00:14.140241594" 2.64KB 7.68KB "0.06 kbits" "0.16 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37074 3.75.98.239 443 16206.212646484375 95.365 3 0 249 2 0 0 0 0 0 3 0 128 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@37074 16301.577646484375 "1970-01-01 00:00:16.206212646" "1970-01-01 00:00:16.301577646" 249.00B 128.00B "0.02 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 60884 3.123.62.42 443 13769.043701171875 443.197 14 0 4186 8 0 0 0 1 0 14 0 6606 6 0 0 0 1 0 3.123.62.42@443_192.168.84.55@60884 14212.240701171875 "1970-01-01 00:00:13.769043701" "1970-01-01 00:00:14.212240701" 4.09KB 6.45KB "0.08 kbits" "0.12 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 40550 13.226.175.79 443 12770.399658203125 971.723 13 0 2462 6 0 0 0 1 0 14 0 6591 7 0 0 0 1 0 13.226.175.79@443_192.168.84.55@40550 13742.122658203125 "1970-01-01 00:00:12.770399658" "1970-01-01 00:00:13.742122658" 2.40KB 6.44KB "0.02 kbits" "0.05 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 46504 108.139.243.76 443 14185.648681640625 130.592 28 0 726 4 0 0 0 0 0 52 0 71464 46 0 0 0 0 0 108.139.243.76@443_192.168.84.55@46504 14316.240681640626 "1970-01-01 00:00:14.185648682" "1970-01-01 00:00:14.316240682" 726.00B 69.79KB "0.04 kbits" "4.38 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 54546 18.159.66.253 443 15204.11865234375 40.122 1 0 0 0 0 0 0 0 0 1 0 697 1 0 0 0 0 0 18.159.66.253@443_192.168.84.55@54546 15244.24065234375 "1970-01-01 00:00:15.204118652" "1970-01-01 00:00:15.244240652" 0B 697.00B "0.00 kbits" "0.14 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47000 151.101.242.49 443 30936.03369140625 580.299 9 0 1028 9 0 0 0 0 0 14 0 1304 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@47000 31516.33269140625 "1970-01-01 00:00:30.936033691" "1970-01-01 00:00:31.516332691" 1.00KB 1.27KB "0.01 kbits" "0.02 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 40550 13.226.175.79 443 31324.939697265625 987.765 25 0 1461 17 0 0 0 0 0 37 0 22402 21 0 0 0 0 0 13.226.175.79@443_192.168.84.55@40550 32312.704697265624 "1970-01-01 00:00:31.324939697" "1970-01-01 00:00:32.312704697" 1.43KB 21.88KB "0.01 kbits" "0.18 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 59260 18.66.218.48 443 30928.000732421875 564.263 9 0 1096 5 0 0 0 0 0 11 0 3983 6 0 0 0 0 0 18.66.218.48@443_192.168.84.55@59260 31492.263732421874 "1970-01-01 00:00:30.928000732" "1970-01-01 00:00:31.492263732" 1.07KB 3.89KB "0.02 kbits" "0.06 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47248 34.225.238.237 443 29459.730712890625 180.196 3 0 1226 2 0 0 0 0 0 3 0 102 1 0 0 0 0 0 34.225.238.237@443_192.168.84.55@47248 29639.926712890625 "1970-01-01 00:00:29.459730713" "1970-01-01 00:00:29.639926713" 1.20KB 102.00B "0.05 kbits" "0.00 kbits" hpn.ghostery.net HTTP/1.x-HTTP/2_null
192.168.84.55 54902 199.127.193.108 443 31952.546630859375 665.567 12 0 5154 7 0 0 0 1 0 12 0 6870 4 0 0 0 1 0 199.127.193.108@443_192.168.84.55@54902 32618.113630859374 "1970-01-01 00:00:31.952546631" "1970-01-01 00:00:32.618113631" 5.03KB 6.71KB "0.06 kbits" "0.08 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 40550 13.226.175.79 443 32330.74365234375 999.298 337 0 35 1 0 0 0 0 0 452 0 5347964 452 0 0 0 0 0 13.226.175.79@443_192.168.84.55@40550 33330.04165234375 "1970-01-01 00:00:32.330743652" "1970-01-01 00:00:33.330041652" 35.00B 5.10MB "0.00 kbits" "42.81 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37074 3.75.98.239 443 31288.03662109375 871.849 12 0 949 8 0 0 0 0 0 13 0 447 5 0 0 0 0 0 3.75.98.239@443_192.168.84.55@37074 32159.88562109375 "1970-01-01 00:00:31.288036621" "1970-01-01 00:00:32.159885621" 949.00B 447.00B "0.01 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 40532 91.81.129.236 443 32532.16357421875 996.968 30 0 5329 8 1 867 0 1 0 46 0 64169 38 1 1400 0 1 0 91.81.129.236@443_192.168.84.55@40532 33529.13157421875 "1970-01-01 00:00:32.532163574" "1970-01-01 00:00:33.529131574" 5.20KB 62.67KB "0.04 kbits" "0.51 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 37332 199.127.194.93 443 32504.11962890625 927.455 13 0 2489 4 0 0 0 1 0 11 0 6397 7 1 1388 0 1 0 199.127.194.93@443_192.168.84.55@37332 33431.57462890625 "1970-01-01 00:00:32.504119629" "1970-01-01 00:00:33.431574629" 2.43KB 6.25KB "0.02 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 47922 23.51.48.218 443 32958.385498046875 871.5 13 1 2483 4 0 0 0 1 1 11 0 4673 6 2 1388 0 2 0 23.51.48.218@443_192.168.84.55@47922 33829.885498046875 "1970-01-01 00:00:32.958385498" "1970-01-01 00:00:33.829885498" 2.42KB 4.56KB "0.02 kbits" "0.04 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 47248 34.225.238.237 443 32460.8447265625 151.284 3 0 1223 2 0 0 0 0 0 3 0 102 1 0 0 0 0 0 34.225.238.237@443_192.168.84.55@47248 32612.1287265625 "1970-01-01 00:00:32.460844727" "1970-01-01 00:00:32.612128727" 1.19KB 102.00B "0.06 kbits" "0.01 kbits" hpn.ghostery.net HTTP/1.x-HTTP/2_null
192.168.84.55 57586 18.158.216.90 443 33389.37158203125 726.884 8 0 2483 4 0 0 0 1 0 7 0 357 2 0 0 0 1 0 18.158.216.90@443_192.168.84.55@57586 34116.25558203125 "1970-01-01 00:00:33.389371582" "1970-01-01 00:00:34.116255581" 2.42KB 357.00B "0.03 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 40532 91.81.129.236 443 33532.316650390625 790.433 86 0 0 0 0 0 0 0 0 90 0 1064035 89 0 0 0 0 0 91.81.129.236@443_192.168.84.55@40532 34322.74965039062 "1970-01-01 00:00:33.532316650" "1970-01-01 00:00:34.322749650" 0B 1.01MB "0.00 kbits" "10.77 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 40546 91.81.129.236 443 32821.318359375 966.139 9 0 2960 5 1 855 0 1 0 10 0 2567 4 0 0 0 1 0 91.81.129.236@443_192.168.84.55@40546 33787.457359375 "1970-01-01 00:00:32.821318359" "1970-01-01 00:00:33.787457359" 2.89KB 2.51KB "0.02 kbits" "0.02 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 40534 91.81.129.236 443 32820.70556640625 743.539 7 0 2105 3 0 0 0 1 0 6 0 547 2 0 0 0 1 0 91.81.129.236@443_192.168.84.55@40534 33564.24456640625 "1970-01-01 00:00:32.820705566" "1970-01-01 00:00:33.564244566" 2.06KB 547.00B "0.02 kbits" "0.01 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 40560 91.81.129.236 443 32821.63671875 724.225 8 0 1802 3 0 0 0 1 0 8 0 4000 4 0 0 0 1 0 91.81.129.236@443_192.168.84.55@40560 33545.86171875 "1970-01-01 00:00:32.821636719" "1970-01-01 00:00:33.545861719" 1.76KB 3.91KB "0.02 kbits" "0.04 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 57576 18.158.216.90 443 31772.133544921875 387.727 11 0 4016 8 0 0 0 1 0 11 0 357 2 0 0 0 1 0 18.158.216.90@443_192.168.84.55@57576 32159.860544921874 "1970-01-01 00:00:31.772133545" "1970-01-01 00:00:32.159860545" 3.92KB 357.00B "0.08 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 40560 91.81.129.236 443 35098.122314453125 968.974 55 0 4329 5 0 0 0 0 0 70 0 625463 66 0 0 0 0 0 91.81.129.236@443_192.168.84.55@40560 36067.09631445313 "1970-01-01 00:00:35.098122314" "1970-01-01 00:00:36.067096314" 4.23KB 610.80KB "0.04 kbits" "5.16 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 40546 91.81.129.236 443 35076.20068359375 996.248 34 0 4326 5 0 0 0 0 0 67 0 276530 63 0 0 0 0 0 91.81.129.236@443_192.168.84.55@40546 36072.44868359375 "1970-01-01 00:00:35.076200684" "1970-01-01 00:00:36.072448684" 4.22KB 270.05KB "0.03 kbits" "2.22 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 40534 91.81.129.236 443 35083.20751953125 86.363 3 0 845 1 0 0 0 0 0 3 0 3005 2 0 0 0 0 0 91.81.129.236@443_192.168.84.55@40534 35169.57051953125 "1970-01-01 00:00:35.083207520" "1970-01-01 00:00:35.169570520" 845.00B 2.93KB "0.08 kbits" "0.28 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 40560 91.81.129.236 443 36134.83251953125 950.561 63 0 1733 2 0 0 0 0 0 76 0 1564541 73 0 0 0 0 0 91.81.129.236@443_192.168.84.55@40560 37085.39351953125 "1970-01-01 00:00:36.134832520" "1970-01-01 00:00:37.085393520" 1.69KB 1.49MB "0.01 kbits" "13.17 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 40534 91.81.129.236 443 36813.140625 110.842 3 0 845 1 0 0 0 0 0 3 0 3004 2 0 0 0 0 0 91.81.129.236@443_192.168.84.55@40534 36923.982625 "1970-01-01 00:00:36.813140625" "1970-01-01 00:00:36.923982625" 845.00B 2.93KB "0.06 kbits" "0.22 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
