c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 60360 11 0 10 6 1818 3 0 0 0 1 1 108.139.243.60 443 10 0 10 5 6223 3 0 0 0 1 1 12886.640625 74903.46435546875 8192 www.dazn.com - 160 0 www.dazn.com - 108.139.243.60@443_192.168.84.55@60360 "1970-01-01 00:00:12.886640625" "1970-01-01 00:01:14.903464355" www.dazn.com HTTP/1.x-HTTP/2_null 1.78KB 6.08KB "0.00 kbits" "0.00 kbits"
192.168.84.55 57992 11 0 10 6 1801 3 0 0 0 1 1 108.138.192.33 443 10 0 10 5 6250 3 0 0 0 1 1 12872.941650390625 74903.478515625 8192 images.discovery.indazn.com - 160 0 images.discovery.indazn.com - 108.138.192.33@443_192.168.84.55@57992 "1970-01-01 00:00:12.872941650" "1970-01-01 00:01:14.903478516" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.76KB 6.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40532 122 1 121 111 6183 9 1 867 0 1 0 91.81.129.236 443 141 0 141 9 1130244 130 1 1400 0 1 1 32532.16357421875 80559.603515625 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@40532 "1970-01-01 00:00:32.532163574" "1970-01-01 00:01:20.559603516" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 6.04KB 1.08MB "0.00 kbits" "0.19 kbits"
192.168.84.55 35416 11 0 10 6 1812 3 0 0 0 1 1 216.239.32.36 443 10 0 10 5 6965 3 0 0 0 1 1 20523.454345703125 80866.0576171875 8192 region1.analytics.google.com - 160 0 region1.analytics.google.com - 216.239.32.36@443_192.168.84.55@35416 "1970-01-01 00:00:20.523454346" "1970-01-01 00:01:20.866057617" analytics.google.com HTTP/1.x-HTTP/2_null 1.77KB 6.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37906 13 0 12 8 1872 3 0 0 0 1 1 216.58.212.142 443 12 0 12 5 6954 5 0 0 0 1 1 20481.358642578125 80878.41357421875 8192 www.google-analytics.com - 160 0 www.google-analytics.com - 216.58.212.142@443_192.168.84.55@37906 "1970-01-01 00:00:20.481358643" "1970-01-01 00:01:20.878413574" analytics.com HTTP/1.x-HTTP/2_null 1.83KB 6.79KB "0.00 kbits" "0.00 kbits"
192.168.84.55 56352 12 0 11 7 1832 3 0 0 0 1 1 18.66.196.39 443 12 0 12 5 6258 5 0 0 0 1 1 20726.5205078125 80972.4287109375 8192 static.adsafeprotected.com - 160 0 static.adsafeprotected.com - 18.66.196.39@443_192.168.84.55@56352 "1970-01-01 00:00:20.726520507" "1970-01-01 00:01:20.972428711" static.adsafeprotected.com HTTP/1.x-HTTP/2_null 1.79KB 6.11KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34354 13 0 12 8 1889 3 0 0 0 1 1 104.18.25.111 443 12 0 12 5 4002 5 1 528 0 1 1 21160.816650390625 82886.88671875 8192 expansioneggnog.com - 160 0 expansioneggnog.com - 104.18.25.111@443_192.168.84.55@34354 "1970-01-01 00:00:21.160816650" "1970-01-01 00:01:22.886886719" expansioneggnog.com HTTP/1.x-HTTP/2_null 1.84KB 3.91KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60014 13 0 12 8 1811 3 0 0 0 1 1 142.250.186.98 443 12 0 12 5 6595 5 0 0 0 1 1 20808.890625 82895.7216796875 8192 googleads.g.doubleclick.net - 160 0 googleads.g.doubleclick.net - 142.250.186.98@443_192.168.84.55@60014 "1970-01-01 00:00:20.808890625" "1970-01-01 00:01:22.895721680" g.doubleclick.net HTTP/1.x-HTTP/2_null 1.77KB 6.44KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40560 134 1 133 120 9584 12 0 0 0 1 0 91.81.129.236 443 163 0 163 12 2228868 149 0 0 0 1 1 32821.63671875 84813.19165039062 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@40560 "1970-01-01 00:00:32.821636719" "1970-01-01 00:01:24.813191650" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 9.36KB 2.13MB "0.00 kbits" "0.34 kbits"
192.168.84.55 50450 11 0 10 6 1849 3 0 0 0 1 1 142.250.180.142 443 10 0 10 5 8810 3 0 0 0 1 1 23997.8466796875 84867.27172851562 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.180.142@443_192.168.84.55@50450 "1970-01-01 00:00:23.997846680" "1970-01-01 00:01:24.867271729" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.81KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50436 11 0 10 6 1913 3 0 0 0 1 1 142.250.180.142 443 10 0 10 5 8811 3 0 0 0 1 1 22878.49072265625 84867.28955078125 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.180.142@443_192.168.84.55@50436 "1970-01-01 00:00:22.878490723" "1970-01-01 00:01:24.867289551" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.87KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 55410 25 1 23 12 3255 10 0 0 0 1 1 52.59.96.26 443 46 0 46 11 75737 34 0 0 0 1 0 11621.93359375 90474.720703125 8192 startup.core.indazn.com core.indazn.com 160 128 startup.core.indazn.com - 52.59.96.26@443_192.168.84.55@55410 "1970-01-01 00:00:11.621933594" "1970-01-01 00:01:30.474720703" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2 3.18KB 73.96KB "0.00 kbits" "0.01 kbits"
192.168.84.55 55098 9 1 7 3 2012 3 0 0 0 1 1 162.247.243.29 443 8 0 8 5 483 2 0 0 0 1 0 30367.2255859375 90609.67431640625 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@55098 "1970-01-01 00:00:30.367225586" "1970-01-01 00:01:30.609674316" data.net HTTP/1.x-HTTP/2_null 1.96KB 483.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 50356 21 1 19 6 4574 12 0 0 0 1 1 3.120.25.142 443 25 0 25 12 6576 12 0 0 0 1 0 13116.481689453125 91155.6826171875 8192 partner-integration.ar.indazn.com partner-integration.ar.indazn.com 160 128 partner-integration.ar.indazn.com - 3.120.25.142@443_192.168.84.55@50356 "1970-01-01 00:00:13.116481689" "1970-01-01 00:01:31.155682617" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.47KB 6.42KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47060 28 0 27 11 10122 15 0 0 0 1 1 3.122.65.191 443 34 0 34 15 17682 17 0 0 0 1 1 13191.375732421875 91191.42358398438 8192 segmentation-service-api.discovery.indazn.com discovery.indazn.com 160 128 segmentation-service-api.discovery.indazn.com - 3.122.65.191@443_192.168.84.55@47060 "1970-01-01 00:00:13.191375732" "1970-01-01 00:01:31.191423584" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2 9.88KB 17.27KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37074 42 1 40 14 8167 25 2 817 0 1 1 3.75.98.239 443 44 0 44 27 6715 16 1 204 0 1 0 13768.91064453125 94017.06762695312 8192 user-message.gateway.indazn.com - 160 0 user-message.gateway.indazn.com - 3.75.98.239@443_192.168.84.55@37074 "1970-01-01 00:00:13.768910645" "1970-01-01 00:01:34.017067627" gateway.indazn.com HTTP/1.x-HTTP/2_null 7.98KB 6.56KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34820 11 0 10 6 1909 3 0 0 0 1 1 216.58.205.34 443 10 0 10 5 6600 3 0 0 0 1 1 41520.737548828125 102911.29760742188 8192 pagead2.googlesyndication.com - 160 0 pagead2.googlesyndication.com - 216.58.205.34@443_192.168.84.55@34820 "1970-01-01 00:00:41.520737549" "1970-01-01 00:01:42.911297607" pagead#.googlesyndication.com HTTP/1.x-HTTP/2_null 1.86KB 6.45KB "0.00 kbits" "0.00 kbits"
192.168.84.55 43378 42 0 41 11 18352 29 0 0 0 1 1 52.223.29.147 443 50 0 50 30 8829 17 2 361 0 1 2 37287.34765625 106274.95434570312 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@43378 "1970-01-01 00:00:37.287347656" "1970-01-01 00:01:46.274954346" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 17.92KB 8.62KB "0.00 kbits" "0.00 kbits"
192.168.84.55 55064 173 0 172 16 201046 155 0 0 0 1 1 162.247.243.29 443 146 0 146 130 8172 14 0 0 0 1 1 30127.717529296875 150809.3623046875 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@55064 "1970-01-01 00:00:30.127717529" "1970-01-01 00:02:30.809362305" data.net HTTP/1.x-HTTP/2_null 196.33KB 7.98KB "0.01 kbits" "0.00 kbits"
192.168.84.55 45158 18 0 17 8 4904 8 0 0 0 1 1 52.28.71.195 443 21 0 21 9 6724 10 0 0 0 1 1 152466.14770507812 162862.97436523438 8192 concurrency.playback.indazn.com playback.indazn.com 160 128 concurrency.playback.indazn.com - 52.28.71.195@443_192.168.84.55@45158 "1970-01-01 00:02:32.466147705" "1970-01-01 00:02:42.862974365" playback.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.79KB 6.57KB "0.00 kbits" "0.01 kbits"
192.168.84.55 38776 13 0 12 5 4314 6 0 0 0 1 1 52.223.29.147 443 15 0 15 7 5941 6 0 0 0 1 1 155992.6015625 166285.13232421875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@38776 "1970-01-01 00:02:35.992601562" "1970-01-01 00:02:46.285132324" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.21KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 55078 46 0 45 12 36351 32 0 0 0 1 1 162.247.243.29 443 42 0 42 31 3147 9 0 0 0 1 1 30129.4326171875 180904.15063476562 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@55078 "1970-01-01 00:00:30.129432617" "1970-01-01 00:03:00.904150635" data.net HTTP/1.x-HTTP/2_null 35.50KB 3.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47492 17 0 16 7 923 8 0 0 0 1 1 34.117.188.166 443 17 0 17 9 3797 6 0 0 0 1 1 22968.3037109375 193858.40771484375 8192 contile.services.mozilla.com - 160 0 contile.services.mozilla.com - 34.117.188.166@443_192.168.84.55@47492 "1970-01-01 00:00:22.968303711" "1970-01-01 00:03:13.858407715" services.mozilla.com HTTP/1.x-HTTP/2_null 923.00B 3.71KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47248 46 0 45 19 13339 25 0 0 0 1 1 34.225.238.237 443 50 0 50 25 12165 23 0 0 0 1 1 25897.7236328125 205068.69970703125 8192 collector-hpn.ghostery.net - 160 0 collector-hpn.ghostery.net - 34.225.238.237@443_192.168.84.55@47248 "1970-01-01 00:00:25.897723633" "1970-01-01 00:03:25.068699707" hpn.ghostery.net HTTP/1.x-HTTP/2_null 13.03KB 11.88KB "0.00 kbits" "0.00 kbits"
192.168.84.55 35182 28 0 27 15 4110 11 0 0 0 1 1 93.184.221.165 443 29 0 29 15 5907 12 0 0 0 1 1 20749.260498046875 220461.66552734375 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@35182 "1970-01-01 00:00:20.749260498" "1970-01-01 00:03:40.461665527" t.co HTTP/1.x-HTTP/2_null 4.01KB 5.77KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41922 19 0 18 9 6116 8 0 0 0 1 1 52.223.29.147 443 20 0 20 8 6302 10 1 77 0 1 1 215958.513671875 226541.14965820312 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@41922 "1970-01-01 00:03:35.958513672" "1970-01-01 00:03:46.541149658" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.97KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 54612 17 0 16 7 923 8 0 0 0 1 1 34.107.243.93 443 16 0 16 8 3789 6 0 0 0 1 1 57775.1376953125 228874.74365234375 8192 push.services.mozilla.com - 160 0 push.services.mozilla.com - 34.107.243.93@443_192.168.84.55@54612 "1970-01-01 00:00:57.775137695" "1970-01-01 00:03:48.874743652" services.mozilla.com HTTP/1.x-HTTP/2_null 923.00B 3.70KB "0.00 kbits" "0.00 kbits"
192.168.84.55 57586 19 1 17 4 2866 12 0 0 0 1 1 18.158.216.90 443 23 0 23 13 576 9 0 0 0 1 0 33389.37158203125 232719.73950195312 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.158.216.90@443_192.168.84.55@57586 "1970-01-01 00:00:33.389371582" "1970-01-01 00:03:52.719739502" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.80KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 57576 22 1 20 3 4383 16 0 0 0 1 1 18.158.216.90 443 28 0 28 17 576 10 1 31 0 1 0 31772.133544921875 232723.08764648438 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.158.216.90@443_192.168.84.55@57576 "1970-01-01 00:00:31.772133545" "1970-01-01 00:03:52.723087646" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.28KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 57560 20 1 18 4 4732 13 0 0 0 1 1 18.158.216.90 443 24 0 24 13 607 10 0 0 0 1 0 30575.246337890625 232723.16357421875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.158.216.90@443_192.168.84.55@57560 "1970-01-01 00:00:30.575246338" "1970-01-01 00:03:52.723163574" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.62KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 57582 23 1 21 7 4725 13 0 0 0 1 1 18.158.216.90 443 27 0 27 13 607 13 3 93 0 1 0 32089.0537109375 232723.20068359375 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.158.216.90@443_192.168.84.55@57582 "1970-01-01 00:00:32.089053711" "1970-01-01 00:03:52.723200684" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.61KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 45420 13 0 12 5 4308 6 0 0 0 1 1 52.223.29.147 443 15 0 15 7 5940 6 0 0 0 1 1 232763.17358398438 243236.69067382812 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@45420 "1970-01-01 00:03:52.763173584" "1970-01-01 00:04:03.236690674" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.21KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 51504 12 1 10 2 4611 7 0 0 0 1 1 18.158.216.90 443 13 0 13 8 421 4 0 0 0 1 0 236184.07250976562 250791.25073242188 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.158.216.90@443_192.168.84.55@51504 "1970-01-01 00:03:56.184072510" "1970-01-01 00:04:10.791250732" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.50KB 421.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 36848 12 1 10 2 4522 7 0 0 0 1 1 18.158.216.90 443 13 0 13 8 421 4 0 0 0 1 0 233020.8125 250791.26831054688 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.158.216.90@443_192.168.84.55@36848 "1970-01-01 00:03:53.020812500" "1970-01-01 00:04:10.791268311" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.42KB 421.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 36854 12 1 10 3 2776 6 0 0 0 1 1 18.158.216.90 443 11 0 11 6 421 4 0 0 0 1 0 234474.11962890625 250791.2763671875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.158.216.90@443_192.168.84.55@36854 "1970-01-01 00:03:54.474119629" "1970-01-01 00:04:10.791276367" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.71KB 421.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 48298 19 0 18 10 2255 7 0 0 0 1 1 216.58.204.138 443 23 0 23 12 9510 9 0 0 0 1 1 12766.551513671875 253056.83471679688 8192 translate.googleapis.com - 160 0 translate.googleapis.com - 216.58.204.138@443_192.168.84.55@48298 "1970-01-01 00:00:12.766551514" "1970-01-01 00:04:13.056834717" translate.googleapis.com HTTP/1.x-HTTP/2_null 2.20KB 9.29KB "0.00 kbits" "0.00 kbits"
192.168.84.55 42342 9 0 8 4 2201 3 0 0 0 1 1 91.81.129.236 443 9 0 9 4 571 3 0 0 0 1 1 254734.59252929688 260226.85034179688 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@42342 "1970-01-01 00:04:14.734592529" "1970-01-01 00:04:20.226850342" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.15KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 35644 277 0 276 22 338757 253 0 0 0 1 1 3.78.2.92 443 263 0 263 224 7618 37 0 0 0 1 1 92092.1943359375 272266.4763183594 8192 total-rekall.metrics.indazn.com metrics.indazn.com 160 128 total-rekall.metrics.indazn.com - 3.78.2.92@443_192.168.84.55@35644 "1970-01-01 00:01:32.092194336" "1970-01-01 00:04:32.266476318" metrics.indazn.com HTTP/1.x-HTTP/2_HTTP/2 330.82KB 7.44KB "0.02 kbits" "0.00 kbits"
192.168.84.55 44974 12 0 11 7 1947 3 0 0 0 1 1 23.51.48.218 443 11 0 11 4 4197 4 1 0 0 2 1 255299.85668945312 274768.99072265625 8192 time.akamai.com time.akamai.com 160 32 time.akamai.com - 23.51.48.218@443_192.168.84.55@44974 "1970-01-01 00:04:15.299856689" "1970-01-01 00:04:34.768990723" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x 1.90KB 4.10KB "0.00 kbits" "0.00 kbits"
