c_ip c_pt s_ip s_pt ts size c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts id te token proto
192.168.75.55 50374 23.40.157.96 443 5475.17236328125 0.0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 192.168.75.55#50374#23.40.157.96#443 5475.17236328125 ott.sky.com None#None
192.168.75.55 50374 23.40.157.96 443 5972.96240234375 0.909 2 0 2 1 517 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 192.168.75.55#50374#23.40.157.96#443 5973.87140234375 ott.sky.com None#None
192.168.75.55 50374 23.40.157.96 443 6181.4384765625 98.762 1 0 1 1 0 0 0 0 0 0 0 6 0 6 1 6896 5 0 0 0 0 0 192.168.75.55#50374#23.40.157.96#443 6280.2004765625 ott.sky.com None#None
192.168.75.55 50374 23.40.157.96 443 6282.869140625 98.662 2 0 2 1 1390 1 0 0 0 0 0 4 0 4 0 5349 4 0 0 0 0 0 192.168.75.55#50374#23.40.157.96#443 6381.531140625 ott.sky.com None#None
192.168.75.55 50374 23.40.157.96 443 6384.05908203125 0.0 1 0 1 0 136 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 192.168.75.55#50374#23.40.157.96#443 6384.05908203125 ott.sky.com None#None
192.168.75.55 50374 23.40.157.96 443 6588.26708984375 5.902 3 0 3 1 31 1 0 0 0 0 1 4 0 4 0 1719 3 0 0 0 0 1 192.168.75.55#50374#23.40.157.96#443 6594.16908984375 ott.sky.com None#None
192.168.75.55 50374 23.40.157.96 443 6800.186279296875 0.0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 192.168.75.55#50374#23.40.157.96#443 6800.186279296875 ott.sky.com None#None
192.168.75.55 50375 23.40.157.96 443 10615.63427734375 97.26 4 0 3 1 1449 2 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 192.168.75.55#50375#23.40.157.96#443 10712.89427734375 ott.sky.com None#None
192.168.75.55 50375 23.40.157.96 443 10889.62939453125 0.784 1 0 1 0 187 1 0 0 0 0 0 3 0 3 2 137 1 0 0 0 0 0 192.168.75.55#50375#23.40.157.96#443 10890.41339453125 ott.sky.com None#None
192.168.75.55 50375 23.40.157.96 443 10997.17529296875 94.788 3 0 3 1 31 1 0 0 0 0 1 5 1 4 0 1719 3 0 0 0 0 1 192.168.75.55#50375#23.40.157.96#443 11091.96329296875 ott.sky.com None#None
192.168.75.55 50376 104.120.111.190 443 13052.407470703125 89.613 3 0 2 1 517 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 192.168.75.55#50376#104.120.111.190#443 13142.020470703124 ott.sky.com None#None
192.168.75.55 50376 104.120.111.190 443 13244.6044921875 4.608 3 0 3 2 329 1 0 0 0 0 0 5 0 5 1 3567 3 1 0 0 1 0 192.168.75.55#50376#104.120.111.190#443 13249.2124921875 ott.sky.com None#None
192.168.75.55 50376 104.120.111.190 443 13448.910400390625 4.387 4 0 4 2 24 1 0 0 0 0 1 5 0 5 0 1113 4 0 0 0 0 1 192.168.75.55#50376#104.120.111.190#443 13453.297400390626 ott.sky.com None#None
192.168.75.55 50376 104.120.111.190 443 13653.2451171875 0.0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 192.168.75.55#50376#104.120.111.190#443 13653.2451171875 ott.sky.com None#None
192.168.75.55 50378 23.40.140.194 443 14007.538330078125 98.564 3 0 2 1 517 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 192.168.75.55#50378#23.40.140.194#443 14106.102330078125 init.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50377 23.52.38.143 443 14007.339111328125 97.985 3 0 2 1 517 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 192.168.75.55#50377#23.52.38.143#443 14105.324111328126 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50380 23.40.140.194 443 14105.6923828125 0.0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 192.168.75.55#50380#23.40.140.194#443 14105.6923828125 init.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50379 23.52.38.143 443 14089.572509765625 0.0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 192.168.75.55#50379#23.52.38.143#443 14089.572509765625 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50377 23.52.38.143 443 14409.116455078125 99.535 2 0 2 1 0 1 1 517 0 0 0 6 0 6 1 4337 5 1 241 0 0 0 192.168.75.55#50377#23.52.38.143#443 14508.651455078125 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50378 23.40.140.194 443 14409.1044921875 99.594 2 0 2 1 0 1 1 517 0 0 0 6 0 6 1 6057 5 0 0 0 0 0 192.168.75.55#50378#23.40.140.194#443 14508.6984921875 init.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50380 23.40.140.194 443 14508.1884765625 76.507 4 0 4 3 517 1 0 0 0 0 0 6 0 6 1 5496 4 0 0 0 1 0 192.168.75.55#50380#23.40.140.194#443 14584.6954765625 init.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50379 23.52.38.143 443 14508.1884765625 78.479 4 0 4 2 643 2 0 0 0 0 0 7 0 7 1 4337 4 1 0 0 2 0 192.168.75.55#50379#23.52.38.143#443 14586.6674765625 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50377 23.52.38.143 443 14546.533447265625 58.904 2 0 2 0 1137 2 0 0 0 0 0 3 0 3 2 258 1 0 0 0 0 0 192.168.75.55#50377#23.52.38.143#443 14605.437447265625 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50377 23.52.38.143 443 14666.823486328125 40.172 3 0 3 2 0 0 0 0 0 0 1 4 1 3 0 1296 2 0 0 0 0 1 192.168.75.55#50377#23.52.38.143#443 14706.995486328125 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50380 23.40.140.194 443 14617.10107421875 84.845 1 0 1 0 126 1 0 0 0 0 0 2 0 2 0 819 2 0 0 0 0 0 192.168.75.55#50380#23.40.140.194#443 14701.94607421875 init.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50379 23.52.38.143 443 14618.963134765625 47.872 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 258 1 0 0 0 0 0 192.168.75.55#50379#23.52.38.143#443 14666.835134765624 p.sky.com "['http/1.x', 'http/2']#['http/1.x']"
192.168.75.55 50382 23.194.176.111 443 14716.439453125 70.883 3 0 2 1 517 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 192.168.75.55#50382#23.194.176.111#443 14787.322453125 falke.epgsky.com "['http/1.x', 'http/2']#['http/1.x']"
