c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 37242 12 0 11 7 1883 3 0 0 0 1 1 23.51.48.218 443 11 0 11 4 4197 4 1 0 0 2 1 33525.576416015625 53300.224609375 8192 time.akamai.com time.akamai.com 160 32 time.akamai.com - 23.51.48.218@443_192.168.84.55@37242 "1970-01-01 00:00:33.525576416" "1970-01-01 00:00:53.300224609" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x 1.84KB 4.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37228 13 0 12 8 1947 3 0 0 0 1 1 23.51.48.218 443 12 0 12 4 4197 5 2 1388 0 2 1 33274.596435546875 53300.2255859375 8192 time.akamai.com time.akamai.com 160 32 time.akamai.com - 23.51.48.218@443_192.168.84.55@37228 "1970-01-01 00:00:33.274596436" "1970-01-01 00:00:53.300225586" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x 1.90KB 4.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37758 11 0 10 6 1901 3 0 0 0 1 1 142.250.185.195 443 10 0 10 5 6724 3 0 0 0 1 1 2626.29443359375 63082.7236328125 8192 update.googleapis.com - 160 0 update.googleapis.com - 142.250.185.195@443_192.168.84.55@37758 "1970-01-01 00:00:02.626294434" "1970-01-01 00:01:03.082723633" update.googleapis.com HTTP/1.x-HTTP/2_null 1.86KB 6.57KB "0.00 kbits" "0.00 kbits"
192.168.84.55 38740 12 0 11 7 1883 3 0 0 0 1 1 142.250.186.42 443 11 0 11 5 6766 4 0 0 0 1 1 10650.314697265625 71087.02270507812 8192 optimizationguide-pa.googleapis.com - 160 0 optimizationguide-pa.googleapis.com - 142.250.186.42@443_192.168.84.55@38740 "1970-01-01 00:00:10.650314697" "1970-01-01 00:01:11.087022705" pa.googleapis.com HTTP/1.x-HTTP/2_null 1.84KB 6.61KB "0.00 kbits" "0.00 kbits"
192.168.84.55 48856 12 0 11 7 1818 3 0 0 0 1 1 108.157.188.80 443 12 0 12 5 6174 5 0 0 0 1 1 12830.46240234375 73059.9716796875 8192 cdn.dazn.com - 160 0 cdn.dazn.com - 108.157.188.80@443_192.168.84.55@48856 "1970-01-01 00:00:12.830462402" "1970-01-01 00:01:13.059971680" cdn.dazn.com HTTP/1.x-HTTP/2_null 1.78KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 58450 11 0 10 6 1839 3 0 0 0 1 1 18.66.196.39 443 11 0 11 5 6215 4 0 0 0 1 1 12765.4736328125 73059.98779296875 8192 content-item.discovery.indazn.com - 160 0 content-item.discovery.indazn.com - 18.66.196.39@443_192.168.84.55@58450 "1970-01-01 00:00:12.765473633" "1970-01-01 00:01:13.059987793" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.80KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 52724 11 0 10 6 1833 3 0 0 0 1 1 108.138.192.115 443 11 0 11 5 6250 4 0 0 0 1 1 12779.027587890625 73059.99780273438 8192 images.discovery.indazn.com - 160 0 images.discovery.indazn.com - 108.138.192.115@443_192.168.84.55@52724 "1970-01-01 00:00:12.779027588" "1970-01-01 00:01:13.059997803" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.79KB 6.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39054 12 0 11 7 1833 3 0 0 0 1 1 13.226.175.6 443 11 0 11 5 6215 4 0 0 0 1 1 12818.42041015625 73062.982421875 8192 search.discovery.indazn.com - 160 0 search.discovery.indazn.com - 13.226.175.6@443_192.168.84.55@39054 "1970-01-01 00:00:12.818420410" "1970-01-01 00:01:13.062982422" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.79KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 59292 11 0 10 6 1791 3 0 0 0 1 1 108.157.186.76 443 11 0 11 5 6175 4 0 0 0 1 1 12875.457763671875 73063.00073242188 8192 static.dazndn.com - 160 0 static.dazndn.com - 108.157.186.76@443_192.168.84.55@59292 "1970-01-01 00:00:12.875457764" "1970-01-01 00:01:13.063000732" static.dazndn.com HTTP/1.x-HTTP/2_null 1.75KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 58218 11 0 10 6 1882 3 0 0 0 1 1 108.139.243.81 443 11 0 11 5 6223 4 0 0 0 1 1 12819.021728515625 73063.01245117188 8192 www.dazn.com - 160 0 www.dazn.com - 108.139.243.81@443_192.168.84.55@58218 "1970-01-01 00:00:12.819021729" "1970-01-01 00:01:13.063012451" www.dazn.com HTTP/1.x-HTTP/2_null 1.84KB 6.08KB "0.00 kbits" "0.00 kbits"
192.168.84.55 46974 11 0 10 6 1899 3 0 0 0 1 1 18.66.218.41 443 11 0 11 5 6179 4 0 0 0 1 1 12695.98974609375 73065.86376953125 8192 youth-protection.dazn-api.com - 160 0 youth-protection.dazn-api.com - 18.66.218.41@443_192.168.84.55@46974 "1970-01-01 00:00:12.695989746" "1970-01-01 00:01:13.065863770" protection.dazn-api.com HTTP/1.x-HTTP/2_null 1.85KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40284 11 0 10 6 1901 3 0 0 0 1 1 108.157.188.85 443 11 0 11 5 6198 4 0 0 0 1 1 12758.0244140625 73065.87670898438 8192 resource-strings.acc.indazn.com - 160 0 resource-strings.acc.indazn.com - 108.157.188.85@443_192.168.84.55@40284 "1970-01-01 00:00:12.758024414" "1970-01-01 00:01:13.065876709" acc.indazn.com HTTP/1.x-HTTP/2_null 1.86KB 6.05KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49054 11 0 10 6 1791 3 0 0 0 1 1 104.19.177.52 443 10 0 10 5 3790 3 0 0 0 1 1 12681.939697265625 73065.88061523438 8192 cdn.cookielaw.org - 160 0 cdn.cookielaw.org - 104.19.177.52@443_192.168.84.55@49054 "1970-01-01 00:00:12.681939697" "1970-01-01 00:01:13.065880615" cdn.cookielaw.org HTTP/1.x-HTTP/2_null 1.75KB 3.70KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47364 11 0 10 6 1908 3 0 0 0 1 1 216.239.32.36 443 10 0 10 5 6965 3 0 0 0 1 1 20415.19970703125 80621.45874023438 8192 region1.analytics.google.com - 160 0 region1.analytics.google.com - 216.239.32.36@443_192.168.84.55@47364 "1970-01-01 00:00:20.415199707" "1970-01-01 00:01:20.621458740" analytics.google.com HTTP/1.x-HTTP/2_null 1.86KB 6.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41724 136 1 134 7 166840 126 0 0 0 1 1 162.247.243.29 443 111 0 111 103 5638 7 0 0 0 1 0 30205.2255859375 80756.2744140625 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@41724 "1970-01-01 00:00:30.205225586" "1970-01-01 00:01:20.756274414" data.net HTTP/1.x-HTTP/2_null 162.93KB 5.51KB "0.03 kbits" "0.00 kbits"
192.168.84.55 35744 11 0 10 6 1800 3 0 0 0 1 1 18.66.196.72 443 11 0 11 5 6258 4 0 0 0 1 1 20747.28759765625 81070.37060546875 8192 static.adsafeprotected.com - 160 0 static.adsafeprotected.com - 18.66.196.72@443_192.168.84.55@35744 "1970-01-01 00:00:20.747287598" "1970-01-01 00:01:21.070370605" static.adsafeprotected.com HTTP/1.x-HTTP/2_null 1.76KB 6.11KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34892 13 0 12 7 1904 4 1 442 0 1 1 216.58.212.142 443 12 0 12 6 6954 4 0 0 0 1 1 20413.8857421875 81078.69165039062 8192 www.google-analytics.com - 160 0 www.google-analytics.com - 216.58.212.142@443_192.168.84.55@34892 "1970-01-01 00:00:20.413885742" "1970-01-01 00:01:21.078691650" analytics.com HTTP/1.x-HTTP/2_null 1.86KB 6.79KB "0.00 kbits" "0.00 kbits"
192.168.84.55 53968 11 0 10 6 1811 3 0 0 0 1 1 172.217.18.98 443 10 0 10 5 6594 3 0 0 0 1 1 20879.854736328125 81178.89965820312 8192 googleads.g.doubleclick.net - 160 0 googleads.g.doubleclick.net - 172.217.18.98@443_192.168.84.55@53968 "1970-01-01 00:00:20.879854736" "1970-01-01 00:01:21.178899658" g.doubleclick.net HTTP/1.x-HTTP/2_null 1.77KB 6.44KB "0.00 kbits" "0.00 kbits"
192.168.84.55 33476 141 1 140 125 11292 14 0 0 0 1 0 91.81.129.236 443 191 0 191 15 2404552 175 0 0 0 1 0 32464.509765625 83017.01245117188 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@33476 "1970-01-01 00:00:32.464509766" "1970-01-01 00:01:23.017012451" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 11.03KB 2.29MB "0.00 kbits" "0.38 kbits"
192.168.84.55 56490 13 0 12 8 1817 3 0 0 0 1 1 142.250.185.110 443 12 0 12 5 8810 5 0 0 0 1 1 22879.230712890625 83322.21875 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@56490 "1970-01-01 00:00:22.879230713" "1970-01-01 00:01:23.322218750" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.77KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 56504 11 0 10 6 1817 3 0 0 0 1 1 142.250.185.110 443 10 0 10 5 8810 3 0 0 0 1 1 24091.21240234375 85084.37963867188 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@56504 "1970-01-01 00:00:24.091212402" "1970-01-01 00:01:25.084379639" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.77KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 57098 33 0 32 7 16574 25 1 368 0 1 0 52.223.29.147 443 37 1 36 21 8023 14 0 0 0 1 0 37305.98779296875 86463.470703125 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@57098 "1970-01-01 00:00:37.305987793" "1970-01-01 00:01:26.463470703" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 16.19KB 7.83KB "0.00 kbits" "0.00 kbits"
192.168.84.55 46600 27 0 26 14 3191 11 0 0 0 1 1 52.59.96.26 443 49 0 49 13 75772 34 0 0 0 1 1 11592.846435546875 90442.16381835938 8192 startup.core.indazn.com core.indazn.com 160 128 startup.core.indazn.com - 52.59.96.26@443_192.168.84.55@46600 "1970-01-01 00:00:11.592846436" "1970-01-01 00:01:30.442163818" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2 3.12KB 74.00KB "0.00 kbits" "0.01 kbits"
192.168.84.55 41732 9 1 7 3 2108 3 0 0 0 1 1 162.247.243.29 443 8 0 8 5 483 2 0 0 0 1 0 30339.517578125 90638.8857421875 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@41732 "1970-01-01 00:00:30.339517578" "1970-01-01 00:01:30.638885742" data.net HTTP/1.x-HTTP/2_null 2.06KB 483.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 43446 29 1 27 11 10059 15 0 0 0 1 1 18.184.236.0 443 33 0 33 14 17680 18 0 0 0 1 0 13131.519775390625 91130.5244140625 8192 segmentation-service-api.discovery.indazn.com discovery.indazn.com 160 128 segmentation-service-api.discovery.indazn.com - 18.184.236.0@443_192.168.84.55@43446 "1970-01-01 00:00:13.131519775" "1970-01-01 00:01:31.130524414" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2 9.82KB 17.27KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41018 23 0 22 9 4607 12 0 0 0 1 1 35.157.103.159 443 27 0 27 13 6574 12 0 0 0 1 1 13207.935791015625 91159.31176757812 8192 partner-integration.ar.indazn.com partner-integration.ar.indazn.com 160 128 partner-integration.ar.indazn.com - 35.157.103.159@443_192.168.84.55@41018 "1970-01-01 00:00:13.207935791" "1970-01-01 00:01:31.159311768" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.50KB 6.42KB "0.00 kbits" "0.00 kbits"
192.168.84.55 54646 42 1 40 16 8136 23 0 0 0 1 1 3.75.98.239 443 43 0 43 25 6738 17 2 239 0 1 0 13793.20458984375 94232.91259765625 8192 user-message.gateway.indazn.com - 160 0 user-message.gateway.indazn.com - 3.75.98.239@443_192.168.84.55@54646 "1970-01-01 00:00:13.793204590" "1970-01-01 00:01:34.232912598" gateway.indazn.com HTTP/1.x-HTTP/2_null 7.95KB 6.58KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40492 17 0 16 6 6108 9 0 0 0 1 1 52.223.29.147 443 20 0 20 10 6300 8 0 0 0 1 1 86464.03076171875 106588.2998046875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@40492 "1970-01-01 00:01:26.464030762" "1970-01-01 00:01:46.588299805" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.96KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50646 14 0 13 8 2105 4 1 641 0 1 1 91.81.128.189 443 13 0 13 5 4023 6 1 1400 0 1 1 125264.216796875 130639.89965820312 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@50646 "1970-01-01 00:02:05.264216797" "1970-01-01 00:02:10.639899658" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.06KB 3.93KB "0.00 kbits" "0.01 kbits"
192.168.84.55 43324 13 0 12 5 4381 6 0 0 0 1 1 52.223.29.147 443 16 0 16 7 5940 7 0 0 0 1 1 121619.6484375 131898.48071289062 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@43324 "1970-01-01 00:02:01.619648438" "1970-01-01 00:02:11.898480713" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.28KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60938 10 0 9 5 2169 3 0 0 0 1 1 91.81.128.189 443 9 0 9 4 571 3 0 0 0 1 1 139259.55859375 145080.21166992188 8192 dce-de-livedazn.daznedge.net - 160 0 dce-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@60938 "1970-01-01 00:02:19.259558594" "1970-01-01 00:02:25.080211670" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 57592 14 0 13 6 4353 6 0 0 0 1 1 52.223.29.147 443 16 0 16 6 5940 8 0 0 0 1 1 140761.01171875 151041.3583984375 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@57592 "1970-01-01 00:02:20.761011719" "1970-01-01 00:02:31.041358398" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.25KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 38344 16 0 15 7 4874 7 0 0 0 1 1 3.121.120.21 443 18 0 18 7 6751 9 0 0 0 1 1 152429.72973632812 162879.96044921875 8192 concurrency.playback.indazn.com playback.indazn.com 160 128 concurrency.playback.indazn.com - 3.121.120.21@443_192.168.84.55@38344 "1970-01-01 00:02:32.429729736" "1970-01-01 00:02:42.879960449" playback.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.76KB 6.59KB "0.00 kbits" "0.01 kbits"
192.168.84.55 46650 13 0 12 5 4285 6 0 0 0 1 1 52.223.29.147 443 15 0 15 7 5940 6 0 0 0 1 1 156375.24877929688 166760.24658203125 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@46650 "1970-01-01 00:02:36.375248779" "1970-01-01 00:02:46.760246582" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.18KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44876 15 0 14 7 4323 6 0 0 0 1 1 35.71.191.239 443 17 0 17 6 5940 9 0 0 0 1 1 200813.74780273438 211112.28979492188 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@44876 "1970-01-01 00:03:20.813747803" "1970-01-01 00:03:31.112289795" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.22KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40954 27 0 26 15 4305 10 0 0 0 1 1 93.184.221.165 443 28 0 28 15 5949 11 0 0 0 1 1 20805.6064453125 219915.28442382812 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@40954 "1970-01-01 00:00:20.805606445" "1970-01-01 00:03:39.915284424" t.co HTTP/1.x-HTTP/2_null 4.20KB 5.81KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45526 20 1 18 8 6083 9 1 379 0 1 1 35.71.191.239 443 21 0 21 9 6300 11 1 360 0 1 0 216385.61767578125 230023.36840820312 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@45526 "1970-01-01 00:03:36.385617676" "1970-01-01 00:03:50.023368408" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.94KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41426 23 1 21 4 4479 16 0 0 0 1 1 3.127.124.21 443 28 0 28 17 576 10 1 31 0 1 0 31762.005615234375 232724.017578125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.127.124.21@443_192.168.84.55@41426 "1970-01-01 00:00:31.762005615" "1970-01-01 00:03:52.724017578" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.37KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 41422 21 1 19 5 4732 13 0 0 0 1 1 3.127.124.21 443 24 0 24 13 576 10 1 31 0 1 0 30598.83642578125 232727.28564453125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.127.124.21@443_192.168.84.55@41422 "1970-01-01 00:00:30.598836426" "1970-01-01 00:03:52.727285645" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.62KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 41428 19 1 17 3 4757 13 0 0 0 1 1 3.127.124.21 443 25 0 25 14 576 10 1 31 0 1 0 32283.164794921875 232730.57763671875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.127.124.21@443_192.168.84.55@41428 "1970-01-01 00:00:32.283164795" "1970-01-01 00:03:52.730577637" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.65KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 41436 19 1 17 4 2770 12 0 0 0 1 1 3.127.124.21 443 24 0 24 13 607 10 0 0 0 1 0 33807.542724609375 232740.3017578125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.127.124.21@443_192.168.84.55@41436 "1970-01-01 00:00:33.807542725" "1970-01-01 00:03:52.740301758" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.71KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 53394 7 1 5 2 1765 2 0 0 0 1 1 23.39.105.81 443 7 0 7 3 4053 2 1 0 0 2 0 236681.91259765625 237110.10571289062 8192 images.daznservices.com san1.daznservices.com 160 128 images.daznservices.com - 23.39.105.81@443_192.168.84.55@53394 "1970-01-01 00:03:56.681912598" "1970-01-01 00:03:57.110105713" images.daznservices.com HTTP/1.x-HTTP/2_HTTP/2 1.72KB 3.96KB "0.03 kbits" "0.08 kbits"
192.168.84.55 45900 13 0 12 5 4338 6 0 0 0 1 1 35.71.191.239 443 16 0 16 7 5940 7 0 0 0 1 1 232804.1376953125 243058.62573242188 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@45900 "1970-01-01 00:03:52.804137695" "1970-01-01 00:04:03.058625732" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.24KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 53400 14 0 13 9 1891 3 0 0 0 1 1 23.39.105.81 443 13 0 13 4 4403 6 2 1388 0 2 1 236731.83837890625 250057.44775390625 8192 images.daznservices.com san1.daznservices.com 160 128 images.daznservices.com - 23.39.105.81@443_192.168.84.55@53400 "1970-01-01 00:03:56.731838379" "1970-01-01 00:04:10.057447754" images.daznservices.com HTTP/1.x-HTTP/2_HTTP/2 1.85KB 4.30KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60648 14 1 12 3 2846 8 0 0 0 1 1 18.193.36.184 443 13 0 13 9 390 3 0 0 0 1 0 234114.9404296875 250322.46044921875 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.193.36.184@443_192.168.84.55@60648 "1970-01-01 00:03:54.114940430" "1970-01-01 00:04:10.322460449" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.78KB 390.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 59062 14 1 12 3 4547 8 1 517 0 1 1 18.193.36.184 443 14 0 14 8 421 5 1 195 0 1 0 236182.767578125 250322.91162109375 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.193.36.184@443_192.168.84.55@59062 "1970-01-01 00:03:56.182767578" "1970-01-01 00:04:10.322911621" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.44KB 421.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 60634 15 1 13 5 4661 7 0 0 0 1 1 18.193.36.184 443 14 0 14 7 5819 6 0 0 0 1 0 232720.43041992188 250336.06469726562 8192 pubby.indazn.com pubby.indazn.com 32 32 pubby.indazn.com - 18.193.36.184@443_192.168.84.55@60634 "1970-01-01 00:03:52.720430420" "1970-01-01 00:04:10.336064697" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.55KB 5.68KB "0.00 kbits" "0.00 kbits"
