c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 46818 3.127.124.21 443 30245.561767578125 47.399 3 1 37 1 0 0 0 0 1 3 0 33 1 0 0 0 0 0 3.127.124.21@443_192.168.84.55@46818 30292.960767578126 "1970-01-01 00:00:30.245561768" "1970-01-01 00:00:30.292960768" 37.00B 33.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 46822 3.127.124.21 443 30245.860595703125 54.743 3 1 37 1 0 0 0 0 1 3 0 33 1 0 0 0 0 0 3.127.124.21@443_192.168.84.55@46822 30300.603595703124 "1970-01-01 00:00:30.245860596" "1970-01-01 00:00:30.300603596" 37.00B 33.00B "0.01 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 58074 3.127.124.21 443 30246.722412109375 53.899 3 1 37 1 0 0 0 0 1 3 0 33 1 0 0 0 0 0 3.127.124.21@443_192.168.84.55@58074 30300.621412109376 "1970-01-01 00:00:30.246722412" "1970-01-01 00:00:30.300621412" 37.00B 33.00B "0.01 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 46600 52.59.96.26 443 11592.846435546875 346.053 16 0 2822 8 0 0 0 1 0 27 0 40793 18 0 0 0 1 0 52.59.96.26@443_192.168.84.55@46600 11938.899435546875 "1970-01-01 00:00:11.592846436" "1970-01-01 00:00:11.938899436" 2.76KB 39.84KB "0.07 kbits" "0.94 kbits" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 35082 108.157.188.19 443 13549.98779296875 242.927 3 0 177 3 0 0 0 0 0 5 0 780 2 0 0 0 0 0 108.157.188.19@443_192.168.84.55@35082 13792.91479296875 "1970-01-01 00:00:13.549987793" "1970-01-01 00:00:13.792914793" 177.00B 780.00B "0.01 kbits" "0.03 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36240 142.250.185.100 443 20362.714599609375 299.11 8 0 1862 3 0 0 0 1 0 7 0 5350 3 0 0 0 1 0 142.250.185.100@443_192.168.84.55@36240 20661.824599609376 "1970-01-01 00:00:20.362714600" "1970-01-01 00:00:20.661824600" 1.82KB 5.22KB "0.05 kbits" "0.14 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 42980 18.66.218.33 443 12143.42578125 262.66 15 0 4168 9 0 0 0 1 0 17 0 7802 7 0 0 0 1 0 18.66.218.33@443_192.168.84.55@42980 12406.08578125 "1970-01-01 00:00:12.143425781" "1970-01-01 00:00:12.406085781" 4.07KB 7.62KB "0.13 kbits" "0.24 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36240 142.250.185.100 443 30492.884765625 115.879 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 142.250.185.100@443_192.168.84.55@36240 30608.763765625 "1970-01-01 00:00:30.492884766" "1970-01-01 00:00:30.608763766" 0B 0B "0.00 kbits" "0.00 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 38678 216.58.206.35 443 20459.298583984375 274.268 8 0 1893 3 0 0 0 1 0 6 0 5356 3 0 0 0 1 0 216.58.206.35@443_192.168.84.55@38678 20733.566583984375 "1970-01-01 00:00:20.459298584" "1970-01-01 00:00:20.733566584" 1.85KB 5.23KB "0.06 kbits" "0.16 kbits" www.google.it HTTP/1.x-HTTP/2_null
192.168.84.55 44814 172.64.155.119 443 12692.832763671875 504.725 13 0 3245 8 0 0 0 1 0 15 0 4562 6 0 0 0 1 0 172.64.155.119@443_192.168.84.55@44814 13197.557763671875 "1970-01-01 00:00:12.692832764" "1970-01-01 00:00:13.197557764" 3.17KB 4.46KB "0.05 kbits" "0.07 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 44512 99.86.159.10 443 13065.233642578125 390.333 16 0 4117 8 0 0 0 1 0 17 0 7423 9 0 0 0 1 0 99.86.159.10@443_192.168.84.55@44512 13455.566642578126 "1970-01-01 00:00:13.065233643" "1970-01-01 00:00:13.455566643" 4.02KB 7.25KB "0.08 kbits" "0.15 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37382 18.66.218.123 443 12767.994384765625 168.017 8 0 1896 3 0 0 0 1 0 8 0 6215 4 0 0 0 1 0 18.66.218.123@443_192.168.84.55@37382 12936.011384765625 "1970-01-01 00:00:12.767994385" "1970-01-01 00:00:12.936011385" 1.85KB 6.07KB "0.09 kbits" "0.30 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 39352 108.138.192.10 443 13138.879638671875 816.156 16 0 4494 12 0 0 0 1 0 19 0 8564 7 0 0 0 1 0 108.138.192.10@443_192.168.84.55@39352 13955.035638671874 "1970-01-01 00:00:13.138879639" "1970-01-01 00:00:13.955035639" 4.39KB 8.36KB "0.04 kbits" "0.08 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43446 18.184.236.0 443 13131.519775390625 341.208 17 0 7006 9 0 0 0 1 0 18 0 11640 9 0 0 0 1 0 18.184.236.0@443_192.168.84.55@43446 13472.727775390626 "1970-01-01 00:00:13.131519775" "1970-01-01 00:00:13.472727775" 6.84KB 11.37KB "0.16 kbits" "0.27 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 41018 35.157.103.159 443 13207.935791015625 345.413 15 0 4337 8 0 0 0 1 0 17 0 6089 8 0 0 0 1 0 35.157.103.159@443_192.168.84.55@41018 13553.348791015625 "1970-01-01 00:00:13.207935791" "1970-01-01 00:00:13.553348791" 4.24KB 5.95KB "0.10 kbits" "0.14 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 48186 151.101.242.49 443 14818.07763671875 270.075 6 0 890 6 0 0 0 0 0 10 0 1098 4 0 0 0 0 0 151.101.242.49@443_192.168.84.55@48186 15088.15263671875 "1970-01-01 00:00:14.818077637" "1970-01-01 00:00:15.088152637" 890.00B 1.07KB "0.03 kbits" "0.03 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 51192 108.139.243.76 443 14145.5927734375 198.831 33 0 1588 8 0 0 0 0 0 68 0 85132 52 0 0 0 0 0 108.139.243.76@443_192.168.84.55@51192 14344.4237734375 "1970-01-01 00:00:14.145592773" "1970-01-01 00:00:14.344423773" 1.55KB 83.14KB "0.06 kbits" "3.43 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 41352 18.66.196.53 443 13214.505615234375 327.894 15 0 4209 9 0 0 0 1 0 15 0 9240 7 0 0 0 1 0 18.66.196.53@443_192.168.84.55@41352 13542.399615234375 "1970-01-01 00:00:13.214505615" "1970-01-01 00:00:13.542399615" 4.11KB 9.02KB "0.10 kbits" "0.23 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 38678 216.58.206.35 443 30696.935791015625 302.042 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 216.58.206.35@443_192.168.84.55@38678 30998.977791015626 "1970-01-01 00:00:30.696935791" "1970-01-01 00:00:30.998977791" 0B 0B "0.00 kbits" "0.00 kbits" www.google.it HTTP/1.x-HTTP/2_null
192.168.84.55 48366 13.226.175.42 443 12758.142578125 181.179 8 0 1823 3 0 0 0 1 0 8 0 6185 4 0 0 0 1 0 13.226.175.42@443_192.168.84.55@48366 12939.321578125 "1970-01-01 00:00:12.758142578" "1970-01-01 00:00:12.939321578" 1.78KB 6.04KB "0.08 kbits" "0.27 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 52008 108.138.192.65 443 14637.03173828125 302.453 14 0 4165 8 0 0 0 1 0 16 0 7396 7 0 0 0 1 0 108.138.192.65@443_192.168.84.55@52008 14939.48473828125 "1970-01-01 00:00:14.637031738" "1970-01-01 00:00:14.939484738" 4.07KB 7.22KB "0.11 kbits" "0.20 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45644 108.156.2.104 443 13810.95166015625 427.481 21 0 5104 9 0 0 0 1 0 32 0 18873 22 0 0 0 1 0 108.156.2.104@443_192.168.84.55@45644 14238.43266015625 "1970-01-01 00:00:13.810951660" "1970-01-01 00:00:14.238432660" 4.98KB 18.43KB "0.10 kbits" "0.35 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47424 108.138.199.75 443 14235.220703125 284.826 14 0 4185 9 0 0 0 1 0 16 0 6902 6 0 0 0 1 0 108.138.199.75@443_192.168.84.55@47424 14520.046703125001 "1970-01-01 00:00:14.235220703" "1970-01-01 00:00:14.520046703" 4.09KB 6.74KB "0.12 kbits" "0.19 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51154 3.160.212.76 443 13749.545654296875 665.2 22 0 4612 12 0 0 0 1 0 25 0 9358 12 0 0 0 1 0 3.160.212.76@443_192.168.84.55@51154 14414.745654296876 "1970-01-01 00:00:13.749545654" "1970-01-01 00:00:14.414745654" 4.50KB 9.14KB "0.06 kbits" "0.11 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 39180 108.157.188.5 443 13791.750732421875 288.676 12 0 2380 6 0 0 0 1 0 13 0 6909 6 0 0 0 1 0 108.157.188.5@443_192.168.84.55@39180 14080.426732421874 "1970-01-01 00:00:13.791750732" "1970-01-01 00:00:14.080426732" 2.32KB 6.75KB "0.07 kbits" "0.19 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 54646 3.75.98.239 443 16302.349609375 76.689 3 0 249 2 0 0 0 0 0 3 0 128 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@54646 16379.038609375 "1970-01-01 00:00:16.302349609" "1970-01-01 00:00:16.379038609" 249.00B 128.00B "0.03 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 60404 54.93.160.13 443 13820.277587890625 361.742 14 0 4187 8 0 0 0 1 0 14 0 6606 6 0 0 0 1 0 54.93.160.13@443_192.168.84.55@60404 14182.019587890625 "1970-01-01 00:00:13.820277588" "1970-01-01 00:00:14.182019588" 4.09KB 6.45KB "0.09 kbits" "0.15 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 48920 52.29.231.145 443 15128.435791015625 0.0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52.29.231.145@443_192.168.84.55@48920 15128.435791015625 "1970-01-01 00:00:15.128435791" "1970-01-01 00:00:15.128435791" 0B 0B NaN NaN ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51192 108.139.243.76 443 30979.568603515625 928.534 26 0 2588 14 0 0 0 0 0 31 0 13565 18 0 0 0 0 0 108.139.243.76@443_192.168.84.55@51192 31908.102603515625 "1970-01-01 00:00:30.979568604" "1970-01-01 00:00:31.908102604" 2.53KB 13.25KB "0.02 kbits" "0.12 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 48186 151.101.242.49 443 30978.944580078125 514.896 11 0 1028 9 0 0 0 0 0 14 0 726 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@48186 31493.840580078126 "1970-01-01 00:00:30.978944580" "1970-01-01 00:00:31.493840580" 1.00KB 726.00B "0.02 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 48366 13.226.175.42 443 31275.1376953125 999.804 33 0 1848 16 0 0 0 0 0 54 0 44470 38 0 0 0 0 0 13.226.175.42@443_192.168.84.55@48366 32274.9416953125 "1970-01-01 00:00:31.275137695" "1970-01-01 00:00:32.274941695" 1.80KB 43.43KB "0.01 kbits" "0.36 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 54646 3.75.98.239 443 31309.025634765625 967.918 11 0 949 8 0 0 0 0 0 10 0 324 4 0 0 0 0 0 3.75.98.239@443_192.168.84.55@54646 32276.943634765626 "1970-01-01 00:00:31.309025635" "1970-01-01 00:00:32.276943635" 949.00B 324.00B "0.01 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37382 18.66.218.123 443 30970.30859375 467.668 8 0 1096 5 0 0 0 0 0 12 0 4029 7 0 0 0 0 0 18.66.218.123@443_192.168.84.55@37382 31437.97659375 "1970-01-01 00:00:30.970308594" "1970-01-01 00:00:31.437976594" 1.07KB 3.93KB "0.02 kbits" "0.07 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 48366 13.226.175.42 443 32281.422607421875 999.077 411 0 35 1 0 0 0 0 0 520 0 5710232 520 0 0 0 0 0 13.226.175.42@443_192.168.84.55@48366 33280.49960742187 "1970-01-01 00:00:32.281422607" "1970-01-01 00:00:33.280499607" 35.00B 5.45MB "0.00 kbits" "45.72 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33476 91.81.129.236 443 32464.509765625 806.176 13 0 4398 6 0 0 0 1 0 13 0 8943 7 0 0 0 1 0 91.81.129.236@443_192.168.84.55@33476 33270.685765625 "1970-01-01 00:00:32.464509766" "1970-01-01 00:00:33.270685766" 4.29KB 8.73KB "0.04 kbits" "0.09 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 49258 199.127.194.93 443 32440.992431640625 885.543 10 0 2553 4 0 0 0 1 0 9 0 6397 5 0 0 0 1 0 199.127.194.93@443_192.168.84.55@49258 33326.53543164062 "1970-01-01 00:00:32.440992432" "1970-01-01 00:00:33.326535432" 2.49KB 6.25KB "0.02 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 54646 3.75.98.239 443 32310.881591796875 70.892 1 0 0 0 0 0 0 0 0 3 0 127 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@54646 32381.773591796875 "1970-01-01 00:00:32.310881592" "1970-01-01 00:00:32.381773592" 0B 127.00B "0.00 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33514 91.81.129.236 443 33027.06640625 998.54 43 0 3036 4 0 0 0 1 0 75 0 306901 70 0 0 0 1 0 91.81.129.236@443_192.168.84.55@33514 34025.60640625 "1970-01-01 00:00:33.027066406" "1970-01-01 00:00:34.025606406" 2.96KB 299.71KB "0.02 kbits" "2.46 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 41436 3.127.124.21 443 33807.542724609375 260.96 8 0 2387 4 0 0 0 1 0 7 0 357 2 0 0 0 1 0 3.127.124.21@443_192.168.84.55@41436 34068.502724609374 "1970-01-01 00:00:33.807542725" "1970-01-01 00:00:34.068502725" 2.33KB 357.00B "0.07 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 33492 91.81.129.236 443 33026.19775390625 818.965 8 0 2960 4 0 0 0 1 0 8 0 2567 3 0 0 0 1 0 91.81.129.236@443_192.168.84.55@33492 33845.16275390625 "1970-01-01 00:00:33.026197754" "1970-01-01 00:00:33.845162754" 2.89KB 2.51KB "0.03 kbits" "0.03 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33476 91.81.129.236 443 33538.337646484375 52.195 8 0 0 0 0 0 0 0 0 22 0 32805 21 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33476 33590.532646484375 "1970-01-01 00:00:33.538337646" "1970-01-01 00:00:33.590532646" 0B 32.04KB "0.00 kbits" "5.03 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33514 91.81.129.236 443 34029.189697265625 958.365 29 0 867 1 0 0 0 0 0 38 0 724288 37 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33514 34987.55469726562 "1970-01-01 00:00:34.029189697" "1970-01-01 00:00:34.987554697" 867.00B 707.31KB "0.01 kbits" "6.05 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33492 91.81.129.236 443 34936.677734375 994.649 100 0 3464 4 0 0 0 0 0 128 0 1915069 124 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33492 35931.326734375 "1970-01-01 00:00:34.936677734" "1970-01-01 00:00:35.931326734" 3.38KB 1.83MB "0.03 kbits" "15.40 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33476 91.81.129.236 443 35017.1396484375 976.115 65 0 4307 5 0 0 0 0 0 82 0 1127363 78 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33476 35993.2546484375 "1970-01-01 00:00:35.017139648" "1970-01-01 00:00:35.993254648" 4.21KB 1.08MB "0.04 kbits" "9.24 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33514 91.81.129.236 443 35040.15966796875 998.984 41 0 867 1 0 0 0 0 0 48 0 1094882 47 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33514 36039.14366796875 "1970-01-01 00:00:35.040159668" "1970-01-01 00:00:36.039143668" 867.00B 1.04MB "0.01 kbits" "8.77 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 41426 3.127.124.21 443 31762.005615234375 380.281 11 0 4112 8 0 0 0 1 0 11 0 357 2 0 0 0 1 0 3.127.124.21@443_192.168.84.55@41426 32142.286615234374 "1970-01-01 00:00:31.762005615" "1970-01-01 00:00:32.142286615" 4.02KB 357.00B "0.09 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 33514 91.81.129.236 443 36042.32861328125 975.53 82 0 2577 3 0 0 0 0 0 99 0 2078111 97 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33514 37017.85861328125 "1970-01-01 00:00:36.042328613" "1970-01-01 00:00:37.017858613" 2.52KB 1.98MB "0.02 kbits" "17.04 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33476 91.81.129.236 443 36028.94677734375 495.749 50 0 1732 2 0 0 0 0 0 70 0 1233397 67 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33476 36524.69577734375 "1970-01-01 00:00:36.028946777" "1970-01-01 00:00:36.524695777" 1.69KB 1.18MB "0.03 kbits" "19.90 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33492 91.81.129.236 443 35937.919677734375 32.619 11 0 0 0 0 0 0 0 0 12 0 342757 12 0 0 0 0 0 91.81.129.236@443_192.168.84.55@33492 35970.538677734374 "1970-01-01 00:00:35.937919678" "1970-01-01 00:00:35.970538678" 0B 334.72KB "0.00 kbits" "84.06 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33508 91.81.129.236 443 33026.62060546875 847.942 9 0 1898 3 0 0 0 1 0 9 0 4000 5 0 0 0 1 0 91.81.129.236@443_192.168.84.55@33508 33874.56260546875 "1970-01-01 00:00:33.026620605" "1970-01-01 00:00:33.874562605" 1.85KB 3.91KB "0.02 kbits" "0.04 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
