c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 34664 18.193.36.184 443 15078.663330078125 319.126 8 0 7 3 2419 4 0 0 0 1 0 7 0 7 4 357 2 0 0 0 1 0 18.193.36.184@443_192.168.84.55@34664 15397.789330078125 "1970-01-01 00:00:15.078663330" "1970-01-01 00:00:15.397789330" 2.36KB 357.00B "0.06 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 60698 108.139.243.60 443 12116.287353515625 665.762 73 0 73 3 16723 70 0 0 0 0 0 91 0 91 61 16204 30 0 0 0 0 0 108.139.243.60@443_192.168.84.55@60698 12782.049353515626 "1970-01-01 00:00:12.116287354" "1970-01-01 00:00:12.782049354" 16.33KB 15.82KB "0.20 kbits" "0.19 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43198 151.101.241.91 443 11107.71923828125 400.374 11 0 10 4 2610 6 0 0 0 1 0 11 0 11 6 5485 4 0 0 0 1 0 151.101.241.91@443_192.168.84.55@43198 11508.09323828125 "1970-01-01 00:00:11.107719238" "1970-01-01 00:00:11.508093238" 2.55KB 5.36KB "0.05 kbits" "0.11 kbits" ohttp-relay-safebrowsing.fastly-edge.com HTTP/1.x-HTTP/2_null
192.168.84.55 58424 162.247.243.29 443 23119.513427734375 466.594 19 0 18 3 17498 15 0 0 0 1 0 17 0 17 14 834 2 0 0 0 1 0 162.247.243.29@443_192.168.84.55@58424 23586.107427734376 "1970-01-01 00:00:23.119513428" "1970-01-01 00:00:23.586107428" 17.09KB 834.00B "0.30 kbits" "0.01 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 34660 18.193.36.184 443 13791.892333984375 364.981 8 0 7 2 2675 5 0 0 0 1 0 8 0 8 5 357 2 0 0 0 1 0 18.193.36.184@443_192.168.84.55@34660 14156.873333984375 "1970-01-01 00:00:13.791892334" "1970-01-01 00:00:14.156873334" 2.61KB 357.00B "0.06 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 34656 18.193.36.184 443 12729.896240234375 374.59 12 0 11 5 4551 6 0 0 0 1 0 12 0 12 6 5786 5 0 0 0 1 0 18.193.36.184@443_192.168.84.55@34656 13104.486240234375 "1970-01-01 00:00:12.729896240" "1970-01-01 00:00:13.104486240" 4.44KB 5.65KB "0.10 kbits" "0.12 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 34664 18.193.36.184 443 16291.21630859375 45.631 2 0 2 0 2091 2 0 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 18.193.36.184@443_192.168.84.55@34664 16336.84730859375 "1970-01-01 00:00:16.291216309" "1970-01-01 00:00:16.336847309" 2.04KB 0B "0.37 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 34660 18.193.36.184 443 30296.374267578125 142.282 3 1 2 0 37 1 0 0 0 0 1 3 0 3 2 33 1 0 0 0 0 0 18.193.36.184@443_192.168.84.55@34660 30438.656267578124 "1970-01-01 00:00:30.296374268" "1970-01-01 00:00:30.438656268" 37.00B 33.00B "0.00 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 34656 18.193.36.184 443 30296.598388671875 142.193 3 1 2 0 37 1 0 0 0 0 1 4 0 4 2 64 2 0 0 0 0 0 18.193.36.184@443_192.168.84.55@34656 30438.791388671874 "1970-01-01 00:00:30.296598389" "1970-01-01 00:00:30.438791389" 37.00B 64.00B "0.00 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 34664 18.193.36.184 443 30296.786376953125 142.092 4 1 3 0 37 1 1 0 0 0 2 3 0 3 2 33 1 0 0 0 0 0 18.193.36.184@443_192.168.84.55@34664 30438.878376953126 "1970-01-01 00:00:30.296786377" "1970-01-01 00:00:30.438878377" 37.00B 33.00B "0.00 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 45880 18.193.5.113 443 11694.501220703125 287.037 18 0 17 10 2886 7 0 0 0 1 0 28 0 28 7 40833 20 0 0 0 1 0 18.193.5.113@443_192.168.84.55@45880 11981.538220703125 "1970-01-01 00:00:11.694501221" "1970-01-01 00:00:11.981538221" 2.82KB 39.88KB "0.08 kbits" "1.14 kbits" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 40488 142.250.185.100 443 20388.17138671875 146.627 7 0 6 3 1798 3 0 0 0 1 0 6 0 6 3 5351 2 0 0 0 1 0 142.250.185.100@443_192.168.84.55@40488 20534.79838671875 "1970-01-01 00:00:20.388171387" "1970-01-01 00:00:20.534798387" 1.76KB 5.23KB "0.10 kbits" "0.29 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 58236 108.157.188.55 443 13473.883056640625 284.044 3 0 3 0 177 3 0 0 0 0 0 5 0 5 3 779 2 0 0 0 0 0 108.157.188.55@443_192.168.84.55@58236 13757.927056640625 "1970-01-01 00:00:13.473883057" "1970-01-01 00:00:13.757927057" 177.00B 779.00B "0.00 kbits" "0.02 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34728 162.247.243.29 443 30248.522216796875 430.0 11 0 10 4 4063 5 0 0 0 1 1 11 0 11 6 897 3 0 0 0 1 1 162.247.243.29@443_192.168.84.55@34728 30678.522216796875 "1970-01-01 00:00:30.248522217" "1970-01-01 00:00:30.678522217" 3.97KB 897.00B "0.08 kbits" "0.02 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 40488 142.250.185.100 443 30533.981201171875 248.712 3 0 3 2 0 0 0 0 0 0 1 3 0 3 1 0 0 1 0 0 0 2 142.250.185.100@443_192.168.84.55@40488 30782.693201171875 "1970-01-01 00:00:30.533981201" "1970-01-01 00:00:30.782693201" 0B 0B "0.00 kbits" "0.00 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 35434 18.66.218.98 443 12171.3623046875 250.183 16 0 15 6 4168 9 0 0 0 1 0 17 0 17 8 7806 8 0 0 0 1 0 18.66.218.98@443_192.168.84.55@35434 12421.5453046875 "1970-01-01 00:00:12.171362305" "1970-01-01 00:00:12.421545305" 4.07KB 7.62KB "0.13 kbits" "0.25 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36104 104.18.32.137 443 12719.0244140625 395.255 13 0 12 4 3338 8 0 0 0 1 0 15 0 15 8 4565 6 0 0 0 1 0 104.18.32.137@443_192.168.84.55@36104 13114.2794140625 "1970-01-01 00:00:12.719024414" "1970-01-01 00:00:13.114279414" 3.26KB 4.46KB "0.07 kbits" "0.09 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 60698 108.139.243.60 443 30010.195068359375 944.496 101 0 101 81 18822 20 1 39 0 0 0 117 0 117 11 196184 106 0 0 0 0 0 108.139.243.60@443_192.168.84.55@60698 30954.691068359374 "1970-01-01 00:00:30.010195068" "1970-01-01 00:00:30.954691068" 18.38KB 191.59KB "0.16 kbits" "1.66 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45766 99.86.159.10 443 13078.6923828125 277.314 16 0 15 7 4117 8 0 0 0 1 0 17 0 17 7 7445 9 0 0 0 1 0 99.86.159.10@443_192.168.84.55@45766 13356.0063828125 "1970-01-01 00:00:13.078692383" "1970-01-01 00:00:13.356006383" 4.02KB 7.27KB "0.12 kbits" "0.21 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33466 18.66.218.64 443 12760.373046875 173.268 9 0 8 5 1864 3 0 0 0 1 0 9 0 9 3 6215 5 0 0 0 1 0 18.66.218.64@443_192.168.84.55@33466 12933.641046875 "1970-01-01 00:00:12.760373047" "1970-01-01 00:00:12.933641047" 1.82KB 6.07KB "0.09 kbits" "0.29 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50518 108.138.192.43 443 13101.784423828125 852.922 17 0 16 4 4462 12 0 0 0 1 0 20 0 20 11 8570 8 0 0 0 1 0 108.138.192.43@443_192.168.84.55@50518 13954.706423828125 "1970-01-01 00:00:13.101784424" "1970-01-01 00:00:13.954706424" 4.36KB 8.37KB "0.04 kbits" "0.08 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 49602 3.122.65.191 443 13101.17822265625 317.883 17 0 16 6 7006 10 0 0 0 1 0 19 0 19 10 11642 8 0 0 0 1 0 3.122.65.191@443_192.168.84.55@49602 13419.06122265625 "1970-01-01 00:00:13.101178223" "1970-01-01 00:00:13.419061223" 6.84KB 11.37KB "0.18 kbits" "0.29 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 41152 108.139.243.76 443 14150.200439453125 310.387 36 0 36 21 3893 15 0 0 0 0 0 57 0 57 14 91053 43 0 0 0 0 0 108.139.243.76@443_192.168.84.55@41152 14460.587439453126 "1970-01-01 00:00:14.150200439" "1970-01-01 00:00:14.460587439" 3.80KB 88.92KB "0.10 kbits" "2.35 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55914 3.120.25.142 443 13105.232421875 347.105 15 0 14 5 4369 9 0 0 0 1 0 17 0 17 9 6091 7 0 0 0 1 0 3.120.25.142@443_192.168.84.55@55914 13452.337421875 "1970-01-01 00:00:13.105232422" "1970-01-01 00:00:13.452337422" 4.27KB 5.95KB "0.10 kbits" "0.14 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 36898 151.101.242.49 443 15158.1923828125 33.74 1 0 1 0 42 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 151.101.242.49@443_192.168.84.55@36898 15191.9323828125 "1970-01-01 00:00:15.158192383" "1970-01-01 00:00:15.191932383" 42.00B 0B "0.01 kbits" "0.00 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 52332 18.66.196.6 443 13105.35107421875 362.033 15 0 14 5 4177 9 0 0 0 1 0 17 0 17 9 9266 7 0 0 0 1 0 18.66.196.6@443_192.168.84.55@52332 13467.38407421875 "1970-01-01 00:00:13.105351074" "1970-01-01 00:00:13.467384074" 4.08KB 9.05KB "0.09 kbits" "0.20 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 49398 108.138.192.7 443 14757.746337890625 400.505 14 0 13 5 4197 8 0 0 0 1 0 16 0 16 8 7393 7 0 0 0 1 0 108.138.192.7@443_192.168.84.55@49398 15158.251337890624 "1970-01-01 00:00:14.757746338" "1970-01-01 00:00:15.158251338" 4.10KB 7.22KB "0.08 kbits" "0.15 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 49546 3.165.239.42 443 13767.411376953125 790.0 22 0 21 9 4612 12 0 0 0 1 0 27 0 27 12 9395 14 0 0 0 1 0 3.165.239.42@443_192.168.84.55@49546 14557.411376953125 "1970-01-01 00:00:13.767411377" "1970-01-01 00:00:14.557411377" 4.50KB 9.17KB "0.05 kbits" "0.10 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36870 108.157.188.126 443 13767.5654296875 389.31 11 0 10 4 2444 6 0 0 0 1 0 12 0 12 6 6907 5 0 0 0 1 0 108.157.188.126@443_192.168.84.55@36870 14156.8754296875 "1970-01-01 00:00:13.767565430" "1970-01-01 00:00:14.156875430" 2.39KB 6.75KB "0.05 kbits" "0.14 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 44044 3.75.98.239 443 15072.085205078125 82.278 3 0 3 1 249 2 0 0 0 0 0 3 0 3 2 128 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@44044 15154.363205078125 "1970-01-01 00:00:15.072085205" "1970-01-01 00:00:15.154363205" 249.00B 128.00B "0.02 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 48578 18.192.158.174 443 13771.785400390625 442.033 14 0 13 5 4187 8 0 0 0 1 0 15 0 15 8 6609 6 0 0 0 1 0 18.192.158.174@443_192.168.84.55@48578 14213.818400390624 "1970-01-01 00:00:13.771785400" "1970-01-01 00:00:14.213818400" 4.09KB 6.45KB "0.08 kbits" "0.12 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37972 108.156.2.111 443 13771.496337890625 502.529 17 0 16 6 5104 10 0 0 0 1 0 29 0 29 9 15678 19 0 0 0 1 0 108.156.2.111@443_192.168.84.55@37972 14274.025337890625 "1970-01-01 00:00:13.771496338" "1970-01-01 00:00:14.274025338" 4.98KB 15.31KB "0.08 kbits" "0.25 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33174 108.138.199.77 443 14159.8642578125 497.468 15 0 14 5 4249 9 0 0 0 1 0 17 0 17 9 6905 7 0 0 0 1 0 108.138.199.77@443_192.168.84.55@33174 14657.3322578125 "1970-01-01 00:00:14.159864258" "1970-01-01 00:00:14.657332258" 4.15KB 6.74KB "0.07 kbits" "0.11 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33200 13.226.175.42 443 12705.825439453125 156.313 8 0 7 4 1823 3 0 0 0 1 0 8 0 8 3 6185 4 0 0 0 1 0 13.226.175.42@443_192.168.84.55@33200 12862.138439453125 "1970-01-01 00:00:12.705825439" "1970-01-01 00:00:12.862138439" 1.78KB 6.04KB "0.09 kbits" "0.32 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 58236 108.157.188.55 443 30649.55322265625 989.81 8 0 8 1 393 7 0 0 0 0 0 11 0 11 6 1599 5 0 0 0 0 0 108.157.188.55@443_192.168.84.55@58236 31639.36322265625 "1970-01-01 00:00:30.649553223" "1970-01-01 00:00:31.639363223" 393.00B 1.56KB "0.00 kbits" "0.01 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 34028 18.198.217.12 443 15057.306396484375 41.225 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 699 1 0 0 0 0 0 18.198.217.12@443_192.168.84.55@34028 15098.531396484375 "1970-01-01 00:00:15.057306396" "1970-01-01 00:00:15.098531396" 0B 699.00B "0.00 kbits" "0.14 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 41152 108.139.243.76 443 31262.25830078125 671.63 8 0 8 3 497 5 0 0 0 0 0 8 0 8 4 5370 4 0 0 0 0 0 108.139.243.76@443_192.168.84.55@41152 31933.88830078125 "1970-01-01 00:00:31.262258301" "1970-01-01 00:00:31.933888301" 497.00B 5.24KB "0.01 kbits" "0.06 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33200 13.226.175.42 443 31706.354248046875 994.906 33 0 33 15 2031 18 0 0 0 0 0 54 0 54 17 43576 37 0 0 0 0 0 13.226.175.42@443_192.168.84.55@33200 32701.260248046874 "1970-01-01 00:00:31.706354248" "1970-01-01 00:00:32.701260247" 1.98KB 42.55KB "0.02 kbits" "0.35 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 33466 18.66.218.64 443 31256.677001953125 680.53 8 0 8 3 1096 5 0 0 0 0 0 12 0 12 5 4017 7 0 0 0 0 0 18.66.218.64@443_192.168.84.55@33466 31937.207001953124 "1970-01-01 00:00:31.256677002" "1970-01-01 00:00:31.937207002" 1.07KB 3.92KB "0.01 kbits" "0.05 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36898 151.101.242.49 443 31266.905029296875 710.176 10 0 10 1 1028 9 0 0 0 0 0 13 0 13 8 1270 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@36898 31977.081029296874 "1970-01-01 00:00:31.266905029" "1970-01-01 00:00:31.977081029" 1.00KB 1.24KB "0.01 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 56372 199.127.193.108 443 32245.6142578125 992.853 12 0 11 4 5155 7 0 0 0 1 0 13 0 13 7 7394 5 0 0 0 1 0 199.127.193.108@443_192.168.84.55@56372 33238.4672578125 "1970-01-01 00:00:32.245614258" "1970-01-01 00:00:33.238467258" 5.03KB 7.22KB "0.04 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 33200 13.226.175.42 443 32711.036376953125 997.024 361 0 361 360 35 1 0 0 0 0 0 493 0 493 0 5238312 493 0 0 0 0 0 13.226.175.42@443_192.168.84.55@33200 33708.06037695312 "1970-01-01 00:00:32.711036377" "1970-01-01 00:00:33.708060377" 35.00B 5.00MB "0.00 kbits" "42.03 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 44044 3.75.98.239 443 31591.9423828125 931.331 12 0 12 4 949 8 0 0 0 0 0 13 0 13 8 447 5 0 0 0 0 0 3.75.98.239@443_192.168.84.55@44044 32523.2733828125 "1970-01-01 00:00:31.591942383" "1970-01-01 00:00:32.523273383" 949.00B 447.00B "0.01 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43136 91.81.128.189 443 33180.5693359375 477.215 9 0 8 4 3024 4 0 0 0 1 0 9 0 9 4 2562 4 0 0 0 1 0 91.81.128.189@443_192.168.84.55@43136 33657.7843359375 "1970-01-01 00:00:33.180569336" "1970-01-01 00:00:33.657784336" 2.95KB 2.50KB "0.05 kbits" "0.04 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 43132 91.81.128.189 443 33179.992431640625 863.216 38 0 37 33 3036 4 0 0 0 1 0 54 0 54 4 126301 49 0 0 0 1 0 91.81.128.189@443_192.168.84.55@43132 34043.208431640625 "1970-01-01 00:00:33.179992432" "1970-01-01 00:00:34.043208432" 2.96KB 123.34KB "0.03 kbits" "1.17 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 43110 91.81.128.189 443 32897.638427734375 545.831 16 0 15 9 4462 6 0 0 0 1 0 17 0 17 6 41764 10 0 0 0 1 0 91.81.128.189@443_192.168.84.55@43110 33443.46942773437 "1970-01-01 00:00:32.897638428" "1970-01-01 00:00:33.443469428" 4.36KB 40.79KB "0.07 kbits" "0.61 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 57608 23.51.48.218 443 33319.8154296875 900.595 11 1 9 4 2515 4 0 0 0 1 1 9 0 9 4 4166 3 2 1388 0 2 0 23.51.48.218@443_192.168.84.55@57608 34220.4104296875 "1970-01-01 00:00:33.319815430" "1970-01-01 00:00:34.220410430" 2.46KB 4.07KB "0.02 kbits" "0.04 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 43132 91.81.128.189 443 34198.075439453125 261.556 2 1 1 0 0 0 0 0 0 0 1 1 0 1 0 1400 1 0 0 0 0 0 91.81.128.189@443_192.168.84.55@43132 34459.63143945312 "1970-01-01 00:00:34.198075439" "1970-01-01 00:00:34.459631439" 0B 1.37KB "0.00 kbits" "0.04 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 33200 13.226.175.42 443 33711.140380859375 925.636 267 0 267 263 105 4 1 35 0 0 0 369 0 369 0 4680336 369 1 1388 0 0 0 13.226.175.42@443_192.168.84.55@33200 34636.77638085937 "1970-01-01 00:00:33.711140381" "1970-01-01 00:00:34.636776381" 105.00B 4.46MB "0.00 kbits" "40.45 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 44044 3.75.98.239 443 33770.538330078125 953.141 9 0 9 3 2624 6 2 874 0 0 0 8 0 8 5 203 3 2 406 0 0 0 3.75.98.239@443_192.168.84.55@44044 34723.67933007813 "1970-01-01 00:00:33.770538330" "1970-01-01 00:00:34.723679330" 2.56KB 203.00B "0.02 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43110 91.81.128.189 443 34198.556396484375 925.111 15 0 15 13 866 2 1 866 0 0 0 17 0 17 2 215349 15 0 0 0 0 0 91.81.128.189@443_192.168.84.55@43110 35123.66739648437 "1970-01-01 00:00:34.198556396" "1970-01-01 00:00:35.123667396" 866.00B 210.30KB "0.01 kbits" "1.86 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 43136 91.81.128.189 443 34197.917236328125 542.064 4 0 4 2 854 2 1 854 0 0 0 4 0 4 2 2014 2 0 0 0 0 0 91.81.128.189@443_192.168.84.55@43136 34739.98123632812 "1970-01-01 00:00:34.197917236" "1970-01-01 00:00:34.739981236" 854.00B 1.97KB "0.01 kbits" "0.03 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
