c_ip c_pt c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 57608 11 1 9 4 2515 4 0 0 0 1 1 23.51.48.218 443 9 0 9 4 4166 3 2 1388 0 2 0 33319.8154296875 34220.410400390625 8192 time.akamai.com time.akamai.com 160 32 time.akamai.com - 23.51.48.218@443_192.168.84.55@57608 "1970-01-01 00:00:33.319815430" "1970-01-01 00:00:34.220410400" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x 2.46KB 4.07KB "0.02 kbits" "0.04 kbits"
192.168.84.55 43132 40 1 38 33 3036 4 0 0 0 1 1 91.81.128.189 443 55 0 55 4 127701 50 0 0 0 1 0 33179.992431640625 34459.63134765625 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@43132 "1970-01-01 00:00:33.179992432" "1970-01-01 00:00:34.459631348" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.96KB 124.71KB "0.02 kbits" "0.80 kbits"
192.168.84.55 46648 21 0 20 8 7668 11 0 0 0 1 1 35.71.191.239 443 26 0 26 11 6663 13 1 77 0 1 1 37578.92431640625 57054.141357421875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@46648 "1970-01-01 00:00:37.578924316" "1970-01-01 00:00:57.054141357" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 7.49KB 6.51KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34760 65 0 64 9 65083 54 1 1281 0 1 1 162.247.243.29 443 59 0 59 49 6312 8 1 375 0 1 1 30259.6533203125 61030.650390625 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@34760 "1970-01-01 00:00:30.259653320" "1970-01-01 00:01:01.030650391" data.net HTTP/1.x-HTTP/2_null 63.56KB 6.16KB "0.02 kbits" "0.00 kbits"
192.168.84.55 45564 11 0 10 6 1837 3 0 0 0 1 1 142.250.185.195 443 10 0 10 5 6724 3 0 0 0 1 1 2654.626220703125 63234.680419921875 8192 update.googleapis.com - 160 0 update.googleapis.com - 142.250.185.195@443_192.168.84.55@45564 "1970-01-01 00:00:02.654626221" "1970-01-01 00:01:03.234680420" update.googleapis.com HTTP/1.x-HTTP/2_null 1.79KB 6.57KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39322 13 0 12 8 1851 3 0 0 0 1 1 142.250.74.202 443 12 0 12 5 6766 5 0 0 0 1 1 10460.13623046875 71324.3583984375 8192 optimizationguide-pa.googleapis.com - 160 0 optimizationguide-pa.googleapis.com - 142.250.74.202@443_192.168.84.55@39322 "1970-01-01 00:00:10.460136230" "1970-01-01 00:01:11.324358398" pa.googleapis.com HTTP/1.x-HTTP/2_null 1.81KB 6.61KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36208 11 0 10 6 1871 3 0 0 0 1 1 18.66.196.29 443 11 0 11 5 6215 4 0 0 0 1 1 12754.847412109375 73322.33422851562 8192 content-item.discovery.indazn.com - 160 0 content-item.discovery.indazn.com - 18.66.196.29@443_192.168.84.55@36208 "1970-01-01 00:00:12.754847412" "1970-01-01 00:01:13.322334229" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.83KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49380 12 0 11 7 1801 3 0 0 0 1 1 108.138.192.33 443 12 0 12 5 6250 5 0 0 0 1 1 12823.775390625 73322.35229492188 8192 images.discovery.indazn.com - 160 0 images.discovery.indazn.com - 108.138.192.33@443_192.168.84.55@49380 "1970-01-01 00:00:12.823775391" "1970-01-01 00:01:13.322352295" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.76KB 6.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44380 11 0 10 6 1887 3 0 0 0 1 1 104.19.177.52 443 10 0 10 5 3791 3 0 0 0 1 1 12705.234375 73322.3603515625 8192 cdn.cookielaw.org - 160 0 cdn.cookielaw.org - 104.19.177.52@443_192.168.84.55@44380 "1970-01-01 00:00:12.705234375" "1970-01-01 00:01:13.322360352" cdn.cookielaw.org HTTP/1.x-HTTP/2_null 1.84KB 3.70KB "0.00 kbits" "0.00 kbits"
192.168.84.55 52476 14 0 13 9 1801 3 0 0 0 1 1 13.226.175.61 443 13 0 13 5 6215 6 0 0 0 1 1 12785.990234375 73322.38232421875 8192 search.discovery.indazn.com - 160 0 search.discovery.indazn.com - 13.226.175.61@443_192.168.84.55@52476 "1970-01-01 00:00:12.785990234" "1970-01-01 00:01:13.322382324" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.76KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50030 12 0 11 7 1901 3 0 0 0 1 1 108.157.188.6 443 12 0 12 5 6198 5 0 0 0 1 1 12705.4462890625 73322.39233398438 8192 resource-strings.acc.indazn.com - 160 0 resource-strings.acc.indazn.com - 108.157.188.6@443_192.168.84.55@50030 "1970-01-01 00:00:12.705446289" "1970-01-01 00:01:13.322392334" acc.indazn.com HTTP/1.x-HTTP/2_null 1.86KB 6.05KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36628 12 0 11 7 1786 3 0 0 0 1 1 108.157.188.80 443 12 0 12 5 6174 5 0 0 0 1 1 12824.08935546875 73322.40502929688 8192 cdn.dazn.com - 160 0 cdn.dazn.com - 108.157.188.80@443_192.168.84.55@36628 "1970-01-01 00:00:12.824089355" "1970-01-01 00:01:13.322405029" cdn.dazn.com HTTP/1.x-HTTP/2_null 1.74KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45568 11 0 10 6 1887 3 0 0 0 1 1 108.157.186.76 443 11 0 11 5 6175 4 0 0 0 1 1 12879.00634765625 73322.44702148438 8192 static.dazndn.com - 160 0 static.dazndn.com - 108.157.186.76@443_192.168.84.55@45568 "1970-01-01 00:00:12.879006348" "1970-01-01 00:01:13.322447021" static.dazndn.com HTTP/1.x-HTTP/2_null 1.84KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60702 13 0 12 8 1818 3 0 0 0 1 1 108.139.243.60 443 13 0 13 5 6223 6 0 0 0 1 1 12827.599365234375 73322.45532226562 8192 www.dazn.com - 160 0 www.dazn.com - 108.139.243.60@443_192.168.84.55@60702 "1970-01-01 00:00:12.827599365" "1970-01-01 00:01:13.322455322" www.dazn.com HTTP/1.x-HTTP/2_null 1.78KB 6.08KB "0.00 kbits" "0.00 kbits"
192.168.84.55 59584 12 0 11 7 1867 3 0 0 0 1 1 18.66.218.107 443 12 0 12 5 6179 5 0 0 0 1 1 12743.354248046875 73322.46337890625 8192 youth-protection.dazn-api.com - 160 0 youth-protection.dazn-api.com - 18.66.218.107@443_192.168.84.55@59584 "1970-01-01 00:00:12.743354248" "1970-01-01 00:01:13.322463379" protection.dazn-api.com HTTP/1.x-HTTP/2_null 1.82KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49346 25 0 24 10 9666 13 0 0 0 1 1 35.71.191.239 443 25 0 25 12 6634 11 0 0 0 1 1 56963.562255859375 77018.4150390625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@49346 "1970-01-01 00:00:56.963562256" "1970-01-01 00:01:17.018415039" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 9.44KB 6.48KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41564 11 0 10 6 1812 3 0 0 0 1 1 216.239.32.36 443 10 0 10 5 6966 3 0 0 0 1 1 20494.976318359375 80819.10620117188 8192 region1.analytics.google.com - 160 0 region1.analytics.google.com - 216.239.32.36@443_192.168.84.55@41564 "1970-01-01 00:00:20.494976318" "1970-01-01 00:01:20.819106201" analytics.google.com HTTP/1.x-HTTP/2_null 1.77KB 6.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 43054 12 0 11 7 1808 3 0 0 0 1 1 216.58.212.142 443 11 0 11 5 6954 4 0 0 0 1 1 20472.63037109375 80819.13720703125 8192 www.google-analytics.com - 160 0 www.google-analytics.com - 216.58.212.142@443_192.168.84.55@43054 "1970-01-01 00:00:20.472630371" "1970-01-01 00:01:20.819137207" analytics.com HTTP/1.x-HTTP/2_null 1.77KB 6.79KB "0.00 kbits" "0.00 kbits"
192.168.84.55 56086 12 0 11 7 1896 3 0 0 0 1 1 18.66.196.39 443 12 0 12 5 6258 5 0 0 0 1 1 20678.450439453125 81223.29638671875 8192 static.adsafeprotected.com - 160 0 static.adsafeprotected.com - 18.66.196.39@443_192.168.84.55@56086 "1970-01-01 00:00:20.678450439" "1970-01-01 00:01:21.223296387" static.adsafeprotected.com HTTP/1.x-HTTP/2_null 1.85KB 6.11KB "0.00 kbits" "0.00 kbits"
192.168.84.55 35370 11 0 10 6 1843 3 0 0 0 1 1 142.250.186.130 443 10 0 10 5 6594 3 0 0 0 1 1 20631.96240234375 81229.7890625 8192 googleads.g.doubleclick.net - 160 0 googleads.g.doubleclick.net - 142.250.186.130@443_192.168.84.55@35370 "1970-01-01 00:00:20.631962402" "1970-01-01 00:01:21.229789062" g.doubleclick.net HTTP/1.x-HTTP/2_null 1.80KB 6.44KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49102 12 0 11 7 1881 3 0 0 0 1 1 142.250.185.110 443 11 0 11 5 8809 4 0 0 0 1 1 22874.25537109375 83303.8583984375 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@49102 "1970-01-01 00:00:22.874255371" "1970-01-01 00:01:23.303858398" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.84KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 33274 11 0 10 6 1813 3 0 0 0 1 1 142.250.181.226 443 10 0 10 5 6599 3 0 0 0 1 1 24120.829345703125 85218.21020507812 8192 pagead2.googlesyndication.com - 160 0 pagead2.googlesyndication.com - 142.250.181.226@443_192.168.84.55@33274 "1970-01-01 00:00:24.120829346" "1970-01-01 00:01:25.218210205" pagead#.googlesyndication.com HTTP/1.x-HTTP/2_null 1.77KB 6.44KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49104 11 0 10 6 1849 3 0 0 0 1 1 142.250.185.110 443 10 0 10 5 8811 3 0 0 0 1 1 24110.42431640625 85224.49340820312 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@49104 "1970-01-01 00:00:24.110424316" "1970-01-01 00:01:25.224493408" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.81KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45880 28 0 27 15 3255 11 1 223 0 1 1 18.193.5.113 443 50 0 50 13 75813 35 0 0 0 1 1 11694.501220703125 90674.37939453125 8192 startup.core.indazn.com core.indazn.com 160 128 startup.core.indazn.com - 18.193.5.113@443_192.168.84.55@45880 "1970-01-01 00:00:11.694501221" "1970-01-01 00:01:30.674379395" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2 3.18KB 74.04KB "0.00 kbits" "0.01 kbits"
192.168.84.55 34736 119 1 117 8 141866 108 0 0 0 1 1 162.247.243.29 443 108 0 108 99 6104 8 0 0 0 1 0 30248.952392578125 90930.70043945312 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@34736 "1970-01-01 00:00:30.248952393" "1970-01-01 00:01:30.930700439" data.net HTTP/1.x-HTTP/2_null 138.54KB 5.96KB "0.02 kbits" "0.00 kbits"
192.168.84.55 55914 23 1 21 7 4639 13 0 0 0 1 1 3.120.25.142 443 27 0 27 14 6578 12 0 0 0 1 0 13105.232421875 91423.484375 8192 partner-integration.ar.indazn.com partner-integration.ar.indazn.com 160 128 partner-integration.ar.indazn.com - 3.120.25.142@443_192.168.84.55@55914 "1970-01-01 00:00:13.105232422" "1970-01-01 00:01:31.423484375" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.53KB 6.42KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49602 29 0 28 11 10059 16 0 0 0 1 1 3.122.65.191 443 37 0 37 18 17684 17 0 0 0 1 1 13101.17822265625 91501.97338867188 8192 segmentation-service-api.discovery.indazn.com discovery.indazn.com 160 128 segmentation-service-api.discovery.indazn.com - 3.122.65.191@443_192.168.84.55@49602 "1970-01-01 00:00:13.101178223" "1970-01-01 00:01:31.501973389" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2 9.82KB 17.27KB "0.00 kbits" "0.00 kbits"
192.168.84.55 43126 246 1 245 232 9617 12 0 0 0 1 0 91.81.128.189 443 282 0 282 12 5679761 268 0 0 0 1 1 33179.6162109375 92401.8623046875 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@43126 "1970-01-01 00:00:33.179616211" "1970-01-01 00:01:32.401862305" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 9.39KB 5.42MB "0.00 kbits" "0.77 kbits"
192.168.84.55 44044 45 1 43 17 8138 25 2 874 0 1 1 3.75.98.239 443 45 0 45 26 6720 18 3 1197 0 1 0 13771.918212890625 94829.8330078125 8192 user-message.gateway.indazn.com - 160 0 user-message.gateway.indazn.com - 3.75.98.239@443_192.168.84.55@44044 "1970-01-01 00:00:13.771918213" "1970-01-01 00:01:34.829833008" gateway.indazn.com HTTP/1.x-HTTP/2_null 7.95KB 6.56KB "0.00 kbits" "0.00 kbits"
192.168.84.55 47698 11 0 10 6 2137 3 0 0 0 1 1 91.81.128.189 443 10 0 10 4 571 4 1 303 0 1 1 95641.90234375 101209.38305664062 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@47698 "1970-01-01 00:01:35.641902344" "1970-01-01 00:01:41.209383057" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.09KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 47002 12 0 11 7 1889 3 0 0 0 1 1 104.18.25.111 443 11 0 11 5 4001 4 0 0 0 1 1 40524.072265625 101219.16943359375 8192 expansioneggnog.com - 160 0 expansioneggnog.com - 104.18.25.111@443_192.168.84.55@47002 "1970-01-01 00:00:40.524072266" "1970-01-01 00:01:41.219169434" expansioneggnog.com HTTP/1.x-HTTP/2_null 1.84KB 3.91KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50744 24 0 23 10 7965 12 0 0 0 1 1 35.71.191.239 443 27 0 27 13 6663 12 0 0 0 1 1 76916.373046875 106892.42041015625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@50744 "1970-01-01 00:01:16.916373047" "1970-01-01 00:01:46.892420410" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 7.78KB 6.51KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41846 16 1 14 6 4905 7 0 0 0 1 1 3.121.120.21 443 16 0 16 7 6753 8 0 0 0 1 0 152838.13720703125 163219.17236328125 8192 concurrency.playback.indazn.com playback.indazn.com 160 128 concurrency.playback.indazn.com - 3.121.120.21@443_192.168.84.55@41846 "1970-01-01 00:02:32.838137207" "1970-01-01 00:02:43.219172363" playback.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.79KB 6.59KB "0.00 kbits" "0.01 kbits"
192.168.84.55 32968 14 0 13 6 4345 6 0 0 0 1 1 35.71.191.239 443 15 0 15 6 5941 7 0 0 0 1 1 156765.46826171875 167051.28442382812 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@32968 "1970-01-01 00:02:36.765468262" "1970-01-01 00:02:47.051284424" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.24KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34744 76 1 74 13 70658 60 0 0 0 1 1 162.247.243.29 443 63 0 63 50 7513 12 0 0 0 1 0 30250.781005859375 200971.92431640625 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@34744 "1970-01-01 00:00:30.250781006" "1970-01-01 00:03:20.971924316" data.net HTTP/1.x-HTTP/2_null 69.00KB 7.34KB "0.00 kbits" "0.00 kbits"
192.168.84.55 41754 27 1 25 12 4110 12 1 909 0 1 1 93.184.221.165 443 29 0 29 15 5933 13 1 548 0 1 0 20723.123046875 219726.443359375 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@41754 "1970-01-01 00:00:20.723123047" "1970-01-01 00:03:39.726443359" t.co HTTP/1.x-HTTP/2_null 4.01KB 5.79KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37072 18 0 17 8 6116 8 0 0 0 1 1 35.71.191.239 443 22 0 22 9 6302 11 1 77 0 1 1 216767.150390625 227247.76904296875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@37072 "1970-01-01 00:03:36.767150391" "1970-01-01 00:03:47.247769043" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.97KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40120 18 1 16 2 4725 13 0 0 0 1 1 18.193.36.184 443 25 0 25 14 607 10 0 0 0 1 0 32454.69140625 232717.52124023438 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.193.36.184@443_192.168.84.55@40120 "1970-01-01 00:00:32.454691406" "1970-01-01 00:03:52.717521240" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.61KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 40124 19 1 17 4 2866 12 0 0 0 1 1 18.193.36.184 443 24 0 24 13 607 10 0 0 0 1 0 34188.98828125 232717.5283203125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.193.36.184@443_192.168.84.55@40124 "1970-01-01 00:00:34.188988281" "1970-01-01 00:03:52.717528320" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.80KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 40118 23 1 21 4 4479 16 0 0 0 1 1 18.193.36.184 443 28 0 28 16 607 11 1 31 0 1 0 32042.150390625 232717.53735351562 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.193.36.184@443_192.168.84.55@40118 "1970-01-01 00:00:32.042150391" "1970-01-01 00:03:52.717537354" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.37KB 607.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 40112 21 1 19 5 4796 13 0 0 0 1 1 18.193.36.184 443 25 0 25 14 576 10 1 31 0 1 0 30865.58935546875 232762.67431640625 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 18.193.36.184@443_192.168.84.55@40112 "1970-01-01 00:00:30.865589355" "1970-01-01 00:03:52.762674316" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.68KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 55756 15 0 14 6 4202 7 0 0 0 1 1 35.71.191.239 443 15 0 15 8 702 5 0 0 0 1 1 232719.59643554688 243005.83935546875 8192 italy.scorecardresearch.com - 160 128 italy.scorecardresearch.com - 35.71.191.239@443_192.168.84.55@55756 "1970-01-01 00:03:52.719596436" "1970-01-01 00:04:03.005839355" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.10KB 702.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 43448 13 1 11 3 4579 7 0 0 0 1 1 3.126.67.130 443 11 0 11 7 390 3 0 0 0 1 0 234653.46533203125 250392.23901367188 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@43448 "1970-01-01 00:03:54.653465332" "1970-01-01 00:04:10.392239014" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.47KB 390.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 43444 11 1 9 2 2776 6 0 0 0 1 1 3.126.67.130 443 11 0 11 7 390 3 0 0 0 1 0 233914.11840820312 250392.26342773438 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@43444 "1970-01-01 00:03:53.914118408" "1970-01-01 00:04:10.392263428" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.71KB 390.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 43428 15 1 13 5 4661 7 0 0 0 1 1 3.126.67.130 443 14 0 14 7 5819 6 0 0 0 1 0 232691.36938476562 250441.25903320312 8192 pubby.indazn.com pubby.indazn.com 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@43428 "1970-01-01 00:03:52.691369385" "1970-01-01 00:04:10.441259033" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.55KB 5.68KB "0.00 kbits" "0.00 kbits"
192.168.84.55 54186 21 0 20 12 2351 7 0 0 0 1 1 142.250.186.74 443 24 0 24 12 9438 10 0 0 0 1 1 12705.5673828125 252956.5654296875 8192 translate.googleapis.com - 160 0 translate.googleapis.com - 142.250.186.74@443_192.168.84.55@54186 "1970-01-01 00:00:12.705567383" "1970-01-01 00:04:12.956565430" translate.googleapis.com HTTP/1.x-HTTP/2_null 2.30KB 9.22KB "0.00 kbits" "0.00 kbits"
192.168.84.55 33370 10 0 9 5 2169 3 0 0 0 1 1 91.81.128.189 443 9 0 9 4 571 3 0 0 0 1 1 254118.6494140625 259599.26025390625 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@33370 "1970-01-01 00:04:14.118649414" "1970-01-01 00:04:19.599260253" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 571.00B "0.00 kbits" "0.00 kbits"
