c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_ack_pkts c_pure_ack_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_ack_pkts s_pure_ack_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 35974 108.139.243.60 443 12116.477783203125 630.297 56 0 56 6 11999 50 2 299 0 0 0 80 0 80 51 14472 29 0 0 0 0 0 108.139.243.60@443_192.168.84.55@35974 12746.774783203125 "1970-01-01 00:00:12.116477783" "1970-01-01 00:00:12.746774783" 11.72KB 14.13KB "0.15 kbits" "0.18 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 42182 3.126.67.130 443 14841.7109375 248.215 8 0 7 3 2419 4 0 0 0 1 0 6 0 6 3 357 2 0 0 0 1 0 3.126.67.130@443_192.168.84.55@42182 15089.9259375 "1970-01-01 00:00:14.841710938" "1970-01-01 00:00:15.089925938" 2.36KB 357.00B "0.08 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 45044 162.247.243.29 443 12726.821044921875 582.025 52 0 51 5 58806 46 0 0 0 1 0 39 0 39 34 5168 4 0 0 0 1 0 162.247.243.29@443_192.168.84.55@45044 13308.846044921875 "1970-01-01 00:00:12.726821045" "1970-01-01 00:00:13.308846045" 57.43KB 5.05KB "0.81 kbits" "0.07 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 32960 151.101.241.91 443 11097.275146484375 276.627 11 0 10 4 2514 6 0 0 0 1 0 10 0 10 5 5478 4 0 0 0 1 0 151.101.241.91@443_192.168.84.55@32960 11373.902146484375 "1970-01-01 00:00:11.097275146" "1970-01-01 00:00:11.373902146" 2.46KB 5.35KB "0.07 kbits" "0.16 kbits" ohttp-relay-safebrowsing.fastly-edge.com HTTP/1.x-HTTP/2_null
192.168.84.55 35974 108.139.243.60 443 15692.895751953125 125.032 2 0 2 1 481 1 0 0 0 0 0 2 0 2 1 579 1 0 0 0 0 0 108.139.243.60@443_192.168.84.55@35974 15817.927751953124 "1970-01-01 00:00:15.692895752" "1970-01-01 00:00:15.817927752" 481.00B 579.00B "0.03 kbits" "0.04 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45182 142.250.185.100 443 20300.277099609375 355.718 8 0 7 4 1830 3 0 0 0 1 0 7 0 7 3 5350 3 1 1388 0 1 0 142.250.185.100@443_192.168.84.55@45182 20655.995099609376 "1970-01-01 00:00:20.300277100" "1970-01-01 00:00:20.655995100" 1.79KB 5.22KB "0.04 kbits" "0.12 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 45044 162.247.243.29 443 23033.2099609375 232.469 13 0 13 1 15455 12 0 0 0 0 0 12 0 12 11 375 1 0 0 0 0 0 162.247.243.29@443_192.168.84.55@45044 23265.6789609375 "1970-01-01 00:00:23.033209961" "1970-01-01 00:00:23.265678961" 15.09KB 375.00B "0.53 kbits" "0.01 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 45182 142.250.185.100 443 30431.22705078125 33.303 1 0 1 0 0 0 0 0 0 0 1 2 0 2 1 0 0 0 0 0 0 1 142.250.185.100@443_192.168.84.55@45182 30464.53005078125 "1970-01-01 00:00:30.431227051" "1970-01-01 00:00:30.464530051" 0B 0B "0.00 kbits" "0.00 kbits" www.google.com HTTP/1.x-HTTP/2_null
192.168.84.55 44032 3.126.67.130 443 13818.4677734375 659.589 11 0 10 3 2713 7 0 0 0 1 0 10 0 10 7 357 2 0 0 0 1 0 3.126.67.130@443_192.168.84.55@44032 14478.0567734375 "1970-01-01 00:00:13.818467773" "1970-01-01 00:00:14.478056773" 2.65KB 357.00B "0.03 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 42182 3.126.67.130 443 15996.777099609375 85.034 2 0 2 0 2091 2 0 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 3.126.67.130@443_192.168.84.55@42182 16081.811099609375 "1970-01-01 00:00:15.996777100" "1970-01-01 00:00:16.081811100" 2.04KB 0B "0.20 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 44026 3.126.67.130 443 12713.465087890625 374.887 12 0 11 5 4487 6 0 0 0 1 0 12 0 12 6 5786 5 0 0 0 1 0 3.126.67.130@443_192.168.84.55@44026 13088.352087890626 "1970-01-01 00:00:12.713465088" "1970-01-01 00:00:13.088352088" 4.38KB 5.65KB "0.10 kbits" "0.12 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 44032 3.126.67.130 443 30467.09375 70.409 3 1 2 0 37 1 0 0 0 0 1 4 0 4 2 64 2 0 0 0 0 0 3.126.67.130@443_192.168.84.55@44032 30537.50275 "1970-01-01 00:00:30.467093750" "1970-01-01 00:00:30.537502750" 37.00B 64.00B "0.00 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 44026 3.126.67.130 443 30467.552978515625 69.964 3 1 2 0 37 1 0 0 0 0 1 4 0 4 2 64 2 0 0 0 0 0 3.126.67.130@443_192.168.84.55@44026 30537.516978515625 "1970-01-01 00:00:30.467552979" "1970-01-01 00:00:30.537516978" 37.00B 64.00B "0.00 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 42182 3.126.67.130 443 30467.36376953125 127.889 3 0 3 1 37 1 0 0 0 0 1 3 0 3 2 0 0 0 0 0 0 1 3.126.67.130@443_192.168.84.55@42182 30595.25276953125 "1970-01-01 00:00:30.467363770" "1970-01-01 00:00:30.595252770" 37.00B 0B "0.00 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 39432 162.247.243.29 443 30451.727783203125 361.515 11 0 10 4 3723 5 0 0 0 1 1 11 0 11 6 4695 3 0 0 0 1 1 162.247.243.29@443_192.168.84.55@39432 30813.242783203124 "1970-01-01 00:00:30.451727783" "1970-01-01 00:00:30.813242783" 3.64KB 4.58KB "0.08 kbits" "0.10 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 35974 108.139.243.60 443 30011.87109375 984.781 38 0 38 33 1654 5 1 39 0 0 0 36 0 36 3 41679 33 2 2776 0 0 0 108.139.243.60@443_192.168.84.55@35974 30996.65209375 "1970-01-01 00:00:30.011871094" "1970-01-01 00:00:30.996652094" 1.62KB 40.70KB "0.01 kbits" "0.34 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 37776 52.59.96.26 443 11527.227783203125 294.137 14 0 13 6 2918 7 0 0 0 1 0 24 0 24 7 40831 16 0 0 0 1 0 52.59.96.26@443_192.168.84.55@37776 11821.364783203126 "1970-01-01 00:00:11.527227783" "1970-01-01 00:00:11.821364783" 2.85KB 39.87KB "0.08 kbits" "1.11 kbits" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 39428 162.247.243.29 443 30443.213134765625 430.674 29 0 28 4 29240 24 0 0 0 1 0 21 0 21 17 4585 3 0 0 0 1 0 162.247.243.29@443_192.168.84.55@39428 30873.887134765624 "1970-01-01 00:00:30.443213135" "1970-01-01 00:00:30.873887135" 28.55KB 4.48KB "0.54 kbits" "0.09 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 40404 108.157.188.55 443 13386.968994140625 194.529 3 0 3 0 177 3 0 0 0 0 0 5 0 5 3 776 2 0 0 0 0 0 108.157.188.55@443_192.168.84.55@40404 13581.497994140625 "1970-01-01 00:00:13.386968994" "1970-01-01 00:00:13.581497994" 177.00B 776.00B "0.01 kbits" "0.03 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 57474 18.66.218.61 443 12008.05908203125 303.178 16 0 15 6 4136 9 0 0 0 1 0 18 0 18 9 7805 8 0 0 0 1 0 18.66.218.61@443_192.168.84.55@57474 12311.23708203125 "1970-01-01 00:00:12.008059082" "1970-01-01 00:00:12.311237082" 4.04KB 7.62KB "0.11 kbits" "0.21 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 39424 162.247.243.29 443 30440.653076171875 377.23 9 0 8 3 4031 5 0 0 0 1 0 8 0 8 5 878 2 0 0 0 1 0 162.247.243.29@443_192.168.84.55@39424 30817.883076171875 "1970-01-01 00:00:30.440653076" "1970-01-01 00:00:30.817883076" 3.94KB 878.00B "0.09 kbits" "0.02 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 57138 104.18.32.137 443 12693.26611328125 414.688 13 0 12 4 3239 8 0 0 0 1 0 15 0 15 8 4562 6 0 0 0 1 0 104.18.32.137@443_192.168.84.55@57138 13107.95411328125 "1970-01-01 00:00:12.693266113" "1970-01-01 00:00:13.107954113" 3.16KB 4.46KB "0.06 kbits" "0.09 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 39824 99.86.159.73 443 13069.60498046875 286.646 15 0 14 6 4117 8 0 0 0 1 0 17 0 17 8 7445 8 0 0 0 1 0 99.86.159.73@443_192.168.84.55@39824 13356.25098046875 "1970-01-01 00:00:13.069604980" "1970-01-01 00:00:13.356250979" 4.02KB 7.27KB "0.11 kbits" "0.21 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 52072 18.66.218.48 443 12733.7451171875 194.81 8 0 7 4 1800 3 0 0 0 1 0 8 0 8 3 6215 4 0 0 0 1 0 18.66.218.48@443_192.168.84.55@52072 12928.5551171875 "1970-01-01 00:00:12.733745117" "1970-01-01 00:00:12.928555117" 1.76KB 6.07KB "0.07 kbits" "0.26 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55832 108.138.192.23 443 13099.42578125 710.817 17 0 16 4 4462 12 0 0 0 1 0 21 0 21 11 8578 9 0 0 0 1 0 108.138.192.23@443_192.168.84.55@55832 13810.24278125 "1970-01-01 00:00:13.099425781" "1970-01-01 00:00:13.810242781" 4.36KB 8.38KB "0.05 kbits" "0.10 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 49728 3.122.65.191 443 13082.32373046875 325.603 15 0 14 5 7102 9 0 0 0 1 0 17 0 17 9 11640 7 0 0 0 1 0 3.122.65.191@443_192.168.84.55@49728 13407.92673046875 "1970-01-01 00:00:13.082323730" "1970-01-01 00:00:13.407926730" 6.94KB 11.37KB "0.17 kbits" "0.29 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 35238 35.157.103.159 443 13105.19775390625 334.022 13 0 12 4 4305 8 0 0 0 1 0 13 0 13 7 6089 5 0 0 0 1 0 35.157.103.159@443_192.168.84.55@35238 13439.21975390625 "1970-01-01 00:00:13.105197754" "1970-01-01 00:00:13.439219754" 4.20KB 5.95KB "0.10 kbits" "0.15 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 49374 151.101.242.49 443 14590.73779296875 291.044 6 0 6 0 890 6 0 0 0 0 0 10 0 10 6 1100 4 0 0 0 0 0 151.101.242.49@443_192.168.84.55@49374 14881.78179296875 "1970-01-01 00:00:14.590737793" "1970-01-01 00:00:14.881781793" 890.00B 1.07KB "0.02 kbits" "0.03 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 53412 18.66.196.83 443 13095.203125 286.797 15 0 14 5 4273 9 0 0 0 1 0 17 0 17 9 9266 7 0 0 0 1 0 18.66.196.83@443_192.168.84.55@53412 13382.000125 "1970-01-01 00:00:13.095203125" "1970-01-01 00:00:13.382000125" 4.17KB 9.05KB "0.12 kbits" "0.26 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 39424 162.247.243.29 443 31922.532958984375 246.039 6 1 5 1 2315 3 0 0 0 0 1 4 0 4 2 394 2 0 0 0 0 0 162.247.243.29@443_192.168.84.55@39424 32168.571958984376 "1970-01-01 00:00:31.922532959" "1970-01-01 00:00:32.168571959" 2.26KB 394.00B "0.08 kbits" "0.01 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 43306 108.138.192.7 443 14657.095947265625 283.22 14 0 13 5 4197 8 0 0 0 1 0 16 0 16 8 7397 7 0 0 0 1 0 108.138.192.7@443_192.168.84.55@43306 14940.315947265624 "1970-01-01 00:00:14.657095947" "1970-01-01 00:00:14.940315947" 4.10KB 7.22KB "0.12 kbits" "0.21 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 59296 108.156.2.12 443 13659.443115234375 394.508 25 0 24 12 5008 12 0 0 0 1 0 32 0 32 9 18421 22 0 0 0 1 0 108.156.2.12@443_192.168.84.55@59296 14053.951115234375 "1970-01-01 00:00:13.659443115" "1970-01-01 00:00:14.053951115" 4.89KB 17.99KB "0.10 kbits" "0.37 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51718 13.226.175.67 443 12731.4599609375 916.827 13 0 12 5 2433 7 0 0 0 1 0 14 0 14 7 6655 6 0 0 0 1 0 13.226.175.67@443_192.168.84.55@51718 13648.2869609375 "1970-01-01 00:00:12.731459961" "1970-01-01 00:00:13.648286961" 2.38KB 6.50KB "0.02 kbits" "0.06 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 38788 108.138.199.75 443 14047.2060546875 238.655 14 0 13 4 4185 9 0 0 0 1 0 16 0 16 9 6902 6 0 0 0 1 0 108.138.199.75@443_192.168.84.55@38788 14285.8610546875 "1970-01-01 00:00:14.047206055" "1970-01-01 00:00:14.285861055" 4.09KB 6.74KB "0.14 kbits" "0.23 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 40302 3.165.239.42 443 13599.55908203125 666.729 23 0 22 10 4516 12 0 0 0 1 0 25 0 25 11 9366 13 0 0 0 1 0 3.165.239.42@443_192.168.84.55@40302 14266.28808203125 "1970-01-01 00:00:13.599559082" "1970-01-01 00:00:14.266288082" 4.41KB 9.15KB "0.05 kbits" "0.11 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 52354 108.157.188.92 443 13634.95703125 242.967 13 0 12 5 2739 7 0 0 0 1 0 14 0 14 7 7859 6 0 0 0 1 0 108.157.188.92@443_192.168.84.55@52354 13877.92403125 "1970-01-01 00:00:13.634957031" "1970-01-01 00:00:13.877924031" 2.67KB 7.67KB "0.09 kbits" "0.26 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 32950 18.157.247.72 443 14833.817138671875 73.693 3 0 3 1 249 2 0 0 0 0 0 3 0 3 2 128 1 0 0 0 0 0 18.157.247.72@443_192.168.84.55@32950 14907.510138671874 "1970-01-01 00:00:14.833817139" "1970-01-01 00:00:14.907510139" 249.00B 128.00B "0.03 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36664 54.93.160.13 443 13659.341064453125 342.565 14 0 13 5 4123 8 0 0 0 1 0 14 0 14 7 6628 6 0 0 0 1 0 54.93.160.13@443_192.168.84.55@36664 14001.906064453126 "1970-01-01 00:00:13.659341064" "1970-01-01 00:00:14.001906064" 4.03KB 6.47KB "0.10 kbits" "0.15 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43592 108.139.243.86 443 14090.949951171875 66.994 19 0 19 19 0 0 0 0 0 0 0 33 0 33 2 49716 31 0 0 0 0 0 108.139.243.86@443_192.168.84.55@43592 14157.943951171876 "1970-01-01 00:00:14.090949951" "1970-01-01 00:00:14.157943951" 0B 48.55KB "0.00 kbits" "5.94 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 40514 18.198.217.12 443 13968.198974609375 858.561 18 0 17 7 4356 10 0 0 0 1 0 19 0 19 9 8527 9 0 0 0 1 0 18.198.217.12@443_192.168.84.55@40514 14826.759974609375 "1970-01-01 00:00:13.968198975" "1970-01-01 00:00:14.826759975" 4.25KB 8.33KB "0.04 kbits" "0.08 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51718 13.226.175.67 443 32499.97607421875 964.528 23 0 23 11 1062 12 0 0 0 0 0 39 0 39 10 35030 29 0 0 0 0 0 13.226.175.67@443_192.168.84.55@51718 33464.50407421875 "1970-01-01 00:00:32.499976074" "1970-01-01 00:00:33.464504074" 1.04KB 34.21KB "0.01 kbits" "0.29 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 49374 151.101.242.49 443 32147.366943359375 775.595 12 0 12 2 1028 10 1 157 0 0 0 15 0 15 10 1277 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@49374 32922.961943359376 "1970-01-01 00:00:32.147366943" "1970-01-01 00:00:32.922961943" 1.00KB 1.25KB "0.01 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 52072 18.66.218.48 443 32139.727783203125 592.792 8 0 8 3 1096 5 0 0 0 0 0 12 0 12 5 4025 7 0 0 0 0 0 18.66.218.48@443_192.168.84.55@52072 32732.519783203126 "1970-01-01 00:00:32.139727783" "1970-01-01 00:00:32.732519783" 1.07KB 3.93KB "0.01 kbits" "0.05 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 48108 199.127.193.107 443 33222.400146484375 903.889 13 0 12 5 5123 7 0 0 0 1 0 13 0 13 7 6870 5 0 0 0 1 0 199.127.193.107@443_192.168.84.55@48108 34126.28914648438 "1970-01-01 00:00:33.222400146" "1970-01-01 00:00:34.126289146" 5.00KB 6.71KB "0.05 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 51718 13.226.175.67 443 33522.4150390625 992.004 182 0 182 181 35 1 0 0 0 0 0 403 0 403 0 1097908 403 0 0 0 0 0 13.226.175.67@443_192.168.84.55@51718 34514.4190390625 "1970-01-01 00:00:33.522415039" "1970-01-01 00:00:34.514419039" 35.00B 1.05MB "0.00 kbits" "8.85 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 32950 18.157.247.72 443 32530.612060546875 995.054 12 0 12 4 949 8 0 0 0 0 0 13 0 13 8 444 5 0 0 0 0 0 18.157.247.72@443_192.168.84.55@32950 33525.66606054687 "1970-01-01 00:00:32.530612061" "1970-01-01 00:00:33.525666061" 949.00B 444.00B "0.01 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36470 91.81.129.236 443 34310.005126953125 907.269 99 0 98 93 3903 5 0 0 0 1 0 135 0 135 4 1024967 130 0 0 0 1 0 91.81.129.236@443_192.168.84.55@36470 35217.274126953125 "1970-01-01 00:00:34.310005127" "1970-01-01 00:00:35.217274127" 3.81KB 1000.94KB "0.03 kbits" "9.04 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36462 91.81.129.236 443 34309.419921875 918.124 9 0 8 3 3825 5 0 0 0 1 0 8 0 8 4 2564 3 0 0 0 1 0 91.81.129.236@443_192.168.84.55@36462 35227.543921875 "1970-01-01 00:00:34.309419922" "1970-01-01 00:00:35.227543922" 3.74KB 2.50KB "0.03 kbits" "0.02 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 51718 13.226.175.67 443 34522.4560546875 997.85 423 0 423 422 35 1 0 0 0 0 0 605 0 605 1 5116168 604 0 0 0 0 0 13.226.175.67@443_192.168.84.55@51718 35520.3060546875 "1970-01-01 00:00:34.522456055" "1970-01-01 00:00:35.520306055" 35.00B 4.88MB "0.00 kbits" "41.02 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55324 23.51.48.218 443 34429.7099609375 296.366 9 0 8 4 2483 4 0 0 0 1 0 10 0 10 5 4673 3 1 0 0 2 0 23.51.48.218@443_192.168.84.55@55324 34726.0759609375 "1970-01-01 00:00:34.429709961" "1970-01-01 00:00:34.726075961" 2.42KB 4.56KB "0.07 kbits" "0.13 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 56434 3.126.67.130 443 32916.36572265625 505.404 12 0 11 2 4048 9 0 0 0 1 0 12 0 12 9 357 2 0 0 0 1 0 3.126.67.130@443_192.168.84.55@56434 33421.76972265625 "1970-01-01 00:00:32.916365723" "1970-01-01 00:00:33.421769723" 3.95KB 357.00B "0.06 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 36462 91.81.129.236 443 35370.10107421875 878.076 86 0 86 85 867 1 0 0 0 0 0 95 0 95 2 1057861 93 0 0 0 0 0 91.81.129.236@443_192.168.84.55@36462 36248.17707421875 "1970-01-01 00:00:35.370101074" "1970-01-01 00:00:36.248177074" 867.00B 1.01MB "0.01 kbits" "9.64 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36470 91.81.129.236 443 35357.0517578125 548.857 65 0 65 64 865 1 0 0 0 0 0 81 0 81 2 1084189 79 0 0 0 0 0 91.81.129.236@443_192.168.84.55@36470 35905.9087578125 "1970-01-01 00:00:35.357051758" "1970-01-01 00:00:35.905908758" 865.00B 1.03MB "0.01 kbits" "15.80 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36456 91.81.129.236 443 33936.088134765625 653.816 19 0 18 12 4430 6 0 0 0 1 0 35 0 35 6 41932 28 0 0 0 1 0 91.81.129.236@443_192.168.84.55@36456 34589.904134765624 "1970-01-01 00:00:33.936088135" "1970-01-01 00:00:34.589904135" 4.33KB 40.95KB "0.05 kbits" "0.51 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55324 23.51.48.218 443 35982.11572265625 171.813 2 0 2 1 568 1 0 0 0 0 0 2 0 2 1 507 1 0 0 0 0 0 23.51.48.218@443_192.168.84.55@55324 36153.92872265625 "1970-01-01 00:00:35.982115723" "1970-01-01 00:00:36.153928723" 568.00B 507.00B "0.03 kbits" "0.02 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 36470 91.81.129.236 443 37242.43115234375 974.741 59 0 59 56 2599 3 0 0 0 0 0 65 0 65 3 1329660 62 0 0 0 0 0 91.81.129.236@443_192.168.84.55@36470 38217.17215234375 "1970-01-01 00:00:37.242431152" "1970-01-01 00:00:38.217172152" 2.54KB 1.27MB "0.02 kbits" "10.91 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 36456 91.81.129.236 443 37252.09375 922.518 13 0 13 11 1730 2 0 0 0 0 0 13 0 13 2 65722 11 0 0 0 0 0 91.81.129.236@443_192.168.84.55@36456 38174.61175 "1970-01-01 00:00:37.252093750" "1970-01-01 00:00:38.174611750" 1.69KB 64.18KB "0.02 kbits" "0.57 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
