c_ip c_pt c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_ip s_pt s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts unix_ts_millis unix_te_millis protocol s_origin_tls_chello s_origin_tls_shello c_http_version s_http_version s_origin_dns_request s_hostname connection_id datetime_ts datetime_te app_token app_proto c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits
192.168.84.55 44264 17 0 466 3 1 239 0 1 1 130.192.9.220 80 19 0 14180 13 0 0 0 1 1 50505.468994140625 56304.842041015625 1 - - 0 0 tstat.polito.it tstat.polito.it 130.192.9.220@80_192.168.84.55@44264 "1970-01-01 00:00:50.505468994" "1970-01-01 00:00:56.304842041" tstat.polito.it HTTP 466.00B 13.85KB "0.00 kbits" "0.02 kbits"
192.168.84.55 35544 11 0 1837 3 0 0 0 1 1 142.250.185.195 443 10 0 6725 3 0 0 0 1 1 2762.4130859375 64358.749755859375 8192 update.googleapis.com - 160 0 update.googleapis.com - 142.250.185.195@443_192.168.84.55@35544 "1970-01-01 00:00:02.762413086" "1970-01-01 00:01:04.358749756" update.googleapis.com HTTP/1.x-HTTP/2_null 1.79KB 6.57KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60276 11 0 1805 3 0 0 0 1 1 108.157.188.6 443 11 0 6198 4 0 0 0 1 1 12929.091064453125 74366.8271484375 8192 resource-strings.acc.indazn.com - 160 0 resource-strings.acc.indazn.com - 108.157.188.6@443_192.168.84.55@60276 "1970-01-01 00:00:12.929091064" "1970-01-01 00:01:14.366827148" acc.indazn.com HTTP/1.x-HTTP/2_null 1.76KB 6.05KB "0.00 kbits" "0.00 kbits"
192.168.84.55 58366 11 0 1887 3 0 0 0 1 1 104.19.178.52 443 10 0 3792 3 0 0 0 1 1 12681.4130859375 74366.84814453125 8192 cdn.cookielaw.org - 160 0 cdn.cookielaw.org - 104.19.178.52@443_192.168.84.55@58366 "1970-01-01 00:00:12.681413086" "1970-01-01 00:01:14.366848145" cdn.cookielaw.org HTTP/1.x-HTTP/2_null 1.84KB 3.70KB "0.00 kbits" "0.00 kbits"
192.168.84.55 58714 11 0 1882 3 0 0 0 1 1 108.157.188.43 443 10 0 6174 4 0 0 0 1 1 12868.3017578125 74369.38208007812 8192 cdn.dazn.com - 160 0 cdn.dazn.com - 108.157.188.43@443_192.168.84.55@58714 "1970-01-01 00:00:12.868301758" "1970-01-01 00:01:14.369382080" cdn.dazn.com HTTP/1.x-HTTP/2_null 1.84KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 44766 11 0 1865 3 0 0 0 1 1 108.138.192.93 443 11 0 6250 4 0 0 0 1 1 12815.2490234375 74369.39892578125 8192 images.discovery.indazn.com - 160 0 images.discovery.indazn.com - 108.138.192.93@443_192.168.84.55@44766 "1970-01-01 00:00:12.815249023" "1970-01-01 00:01:14.369398926" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.82KB 6.10KB "0.00 kbits" "0.00 kbits"
192.168.84.55 33124 11 0 1903 3 0 0 0 1 1 18.66.196.35 443 11 0 6215 4 0 0 0 1 1 12792.635009765625 74369.41015625 8192 content-item.discovery.indazn.com - 160 0 content-item.discovery.indazn.com - 18.66.196.35@443_192.168.84.55@33124 "1970-01-01 00:00:12.792635010" "1970-01-01 00:01:14.369410156" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.86KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 35988 13 0 1882 3 0 0 0 1 1 108.139.243.60 443 13 0 6223 6 0 0 0 1 1 12868.611083984375 74375.92895507812 8192 www.dazn.com - 160 0 www.dazn.com - 108.139.243.60@443_192.168.84.55@35988 "1970-01-01 00:00:12.868611084" "1970-01-01 00:01:14.375928955" www.dazn.com HTTP/1.x-HTTP/2_null 1.84KB 6.08KB "0.00 kbits" "0.00 kbits"
192.168.84.55 42804 11 0 1867 3 0 0 0 1 1 18.66.218.120 443 11 0 6179 4 0 0 0 1 1 12757.846923828125 74375.95092773438 8192 youth-protection.dazn-api.com - 160 0 youth-protection.dazn-api.com - 18.66.218.120@443_192.168.84.55@42804 "1970-01-01 00:00:12.757846924" "1970-01-01 00:01:14.375950928" protection.dazn-api.com HTTP/1.x-HTTP/2_null 1.82KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 45842 12 0 1823 3 0 0 0 1 1 108.157.186.76 443 12 0 6175 5 0 0 0 1 1 12878.510986328125 74375.96215820312 8192 static.dazndn.com - 160 0 static.dazndn.com - 108.157.186.76@443_192.168.84.55@45842 "1970-01-01 00:00:12.878510986" "1970-01-01 00:01:14.375962158" static.dazndn.com HTTP/1.x-HTTP/2_null 1.78KB 6.03KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36610 13 0 1897 3 0 0 0 1 1 13.226.175.41 443 13 0 6215 6 0 0 0 1 1 12792.70703125 74375.97314453125 8192 search.discovery.indazn.com - 160 0 search.discovery.indazn.com - 13.226.175.41@443_192.168.84.55@36610 "1970-01-01 00:00:12.792707031" "1970-01-01 00:01:14.375973145" discovery.indazn.com HTTP/1.x-HTTP/2_null 1.85KB 6.07KB "0.00 kbits" "0.00 kbits"
192.168.84.55 34230 11 0 1908 3 0 0 0 1 1 216.239.32.36 443 10 0 6967 3 0 0 0 1 1 20283.759033203125 81913.67895507812 8192 region1.analytics.google.com - 160 0 region1.analytics.google.com - 216.239.32.36@443_192.168.84.55@34230 "1970-01-01 00:00:20.283759033" "1970-01-01 00:01:21.913678955" analytics.google.com HTTP/1.x-HTTP/2_null 1.86KB 6.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 43226 11 0 1832 3 0 0 0 1 1 18.66.196.39 443 11 0 6258 4 0 0 0 1 1 20665.47705078125 81913.69604492188 8192 static.adsafeprotected.com - 160 0 static.adsafeprotected.com - 18.66.196.39@443_192.168.84.55@43226 "1970-01-01 00:00:20.665477051" "1970-01-01 00:01:21.913696045" static.adsafeprotected.com HTTP/1.x-HTTP/2_null 1.79KB 6.11KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60768 11 0 1825 3 0 0 0 1 1 104.18.24.111 443 10 0 4002 3 0 0 0 1 1 20975.075927734375 81944.3291015625 8192 expansioneggnog.com - 160 0 expansioneggnog.com - 104.18.24.111@443_192.168.84.55@60768 "1970-01-01 00:00:20.975075928" "1970-01-01 00:01:21.944329102" expansioneggnog.com HTTP/1.x-HTTP/2_null 1.78KB 3.91KB "0.00 kbits" "0.00 kbits"
192.168.84.55 54718 11 0 1843 3 0 0 0 1 1 142.250.186.162 443 10 0 6593 3 0 0 0 1 1 20763.947021484375 81944.35009765625 8192 googleads.g.doubleclick.net - 160 0 googleads.g.doubleclick.net - 142.250.186.162@443_192.168.84.55@54718 "1970-01-01 00:00:20.763947021" "1970-01-01 00:01:21.944350098" g.doubleclick.net HTTP/1.x-HTTP/2_null 1.80KB 6.44KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50926 11 0 1913 3 0 0 0 1 1 142.250.185.110 443 10 0 8810 3 0 0 0 1 1 22768.986083984375 84374.80102539062 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@50926 "1970-01-01 00:00:22.768986084" "1970-01-01 00:01:24.374801025" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.87KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 50938 11 0 1849 3 0 0 0 1 1 142.250.185.110 443 10 0 8810 3 0 0 0 1 1 23893.568115234375 84378.001953125 8192 fundingchoicesmessages.google.com - 160 0 fundingchoicesmessages.google.com - 142.250.185.110@443_192.168.84.55@50938 "1970-01-01 00:00:23.893568115" "1970-01-01 00:01:24.378001953" fundingchoicesmessages.google.com HTTP/1.x-HTTP/2_null 1.81KB 8.60KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36470 364 1 12531 15 0 0 0 1 0 91.81.129.236 443 454 0 6553238 437 0 0 0 1 1 34310.005126953125 86300.46508789062 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@36470 "1970-01-01 00:00:34.310005127" "1970-01-01 00:01:26.300465088" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 12.24KB 6.25MB "0.00 kbits" "1.01 kbits"
192.168.84.55 59978 39 0 20044 26 0 0 0 1 1 52.223.29.147 443 46 0 8829 18 0 0 0 1 1 38854.169921875 87317.48510742188 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@59978 "1970-01-01 00:00:38.854169922" "1970-01-01 00:01:27.317485107" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 19.57KB 8.62KB "0.00 kbits" "0.00 kbits"
192.168.84.55 37776 23 0 3287 10 0 0 0 1 1 52.59.96.26 443 47 0 75772 33 0 0 0 1 1 11527.227783203125 91689.2177734375 8192 startup.core.indazn.com core.indazn.com 160 128 startup.core.indazn.com - 52.59.96.26@443_192.168.84.55@37776 "1970-01-01 00:00:11.527227783" "1970-01-01 00:01:31.689217773" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2 3.21KB 74.00KB "0.00 kbits" "0.01 kbits"
192.168.84.55 49728 28 0 10155 15 0 0 0 1 1 3.122.65.191 443 34 0 17680 16 0 0 0 1 1 13082.32373046875 92368.06494140625 8192 segmentation-service-api.discovery.indazn.com discovery.indazn.com 160 128 segmentation-service-api.discovery.indazn.com - 3.122.65.191@443_192.168.84.55@49728 "1970-01-01 00:00:13.082323730" "1970-01-01 00:01:32.368064941" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2 9.92KB 17.27KB "0.00 kbits" "0.00 kbits"
192.168.84.55 35238 22 0 4575 12 0 0 0 1 1 35.157.103.159 443 24 0 6574 10 0 0 0 1 1 13105.19775390625 92368.0830078125 8192 partner-integration.ar.indazn.com partner-integration.ar.indazn.com 160 128 partner-integration.ar.indazn.com - 35.157.103.159@443_192.168.84.55@35238 "1970-01-01 00:00:13.105197754" "1970-01-01 00:01:32.368083008" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.47KB 6.42KB "0.00 kbits" "0.00 kbits"
192.168.84.55 54152 10 0 2105 3 0 0 0 1 1 91.81.129.236 443 8 0 571 3 0 0 0 1 1 88555.40112304688 94350.33374023438 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@54152 "1970-01-01 00:01:28.555401123" "1970-01-01 00:01:34.350333740" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.06KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 32950 40 1 8170 23 0 0 0 1 1 18.157.247.72 443 40 0 6717 16 1 791 0 1 0 13635.76513671875 95097.15014648438 8192 user-message.gateway.indazn.com - 160 0 user-message.gateway.indazn.com - 18.157.247.72@443_192.168.84.55@32950 "1970-01-01 00:00:13.635765137" "1970-01-01 00:01:35.097150146" gateway.indazn.com HTTP/1.x-HTTP/2_null 7.98KB 6.56KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49132 11 0 1813 3 0 0 0 1 1 216.58.204.226 443 10 0 6601 3 0 0 0 1 1 42759.068115234375 104367.07299804688 8192 pagead2.googlesyndication.com - 160 0 pagead2.googlesyndication.com - 216.58.204.226@443_192.168.84.55@49132 "1970-01-01 00:00:42.759068115" "1970-01-01 00:01:44.367072998" pagead#.googlesyndication.com HTTP/1.x-HTTP/2_null 1.77KB 6.45KB "0.00 kbits" "0.00 kbits"
192.168.84.55 46250 17 1 6147 9 0 0 0 1 1 52.223.29.147 443 20 0 6302 10 0 0 0 1 0 87277.61572265625 107284.98608398438 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@46250 "1970-01-01 00:01:27.277615723" "1970-01-01 00:01:47.284986084" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 6.00KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 46686 14 0 4354 6 0 0 0 1 1 52.223.29.147 443 17 0 5941 8 0 0 0 1 1 121373.56005859375 131685.00512695312 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@46686 "1970-01-01 00:02:01.373560059" "1970-01-01 00:02:11.685005127" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.25KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36044 17 1 4327 7 0 0 0 1 1 52.223.29.147 443 16 0 5941 8 0 0 0 1 0 140238.55810546875 150506.17504882812 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@36044 "1970-01-01 00:02:20.238558105" "1970-01-01 00:02:30.506175049" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.23KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 40490 16 1 4937 7 0 0 0 1 1 18.197.26.251 443 17 0 6753 9 0 0 0 1 0 153818.90112304688 164255.7490234375 8192 concurrency.playback.indazn.com playback.indazn.com 160 128 concurrency.playback.indazn.com - 18.197.26.251@443_192.168.84.55@40490 "1970-01-01 00:02:33.818901123" "1970-01-01 00:02:44.255749023" playback.indazn.com HTTP/1.x-HTTP/2_HTTP/2 4.82KB 6.59KB "0.00 kbits" "0.01 kbits"
192.168.84.55 37016 13 0 4355 6 0 0 0 1 1 52.223.29.147 443 16 0 5941 7 0 0 0 1 1 157182.86376953125 167486.00512695312 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@37016 "1970-01-01 00:02:37.182863770" "1970-01-01 00:02:47.486005127" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.25KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49326 15 0 2169 4 1 64 0 1 1 91.81.128.189 443 14 0 4023 7 1 1400 0 1 1 178556.52392578125 184345.501953125 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@49326 "1970-01-01 00:02:58.556523926" "1970-01-01 00:03:04.345501953" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 3.93KB "0.00 kbits" "0.01 kbits"
192.168.84.55 49338 12 0 2201 4 1 737 0 1 1 91.81.128.189 443 12 0 4023 5 1 606 0 1 1 178556.80810546875 184349.34594726562 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@49338 "1970-01-01 00:02:58.556808105" "1970-01-01 00:03:04.349345947" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.15KB 3.93KB "0.00 kbits" "0.01 kbits"
192.168.84.55 49558 18 0 2251 8 1 35 0 1 1 152.199.19.160 443 19 0 7623 7 0 0 0 1 1 5659.217041015625 186308.99291992188 8192 az764295.vo.msecnd.net - 160 0 az764295.vo.msecnd.net - 152.199.19.160@443_192.168.84.55@49558 "1970-01-01 00:00:05.659217041" "1970-01-01 00:03:06.308992920" vo.msecnd.net HTTP/1.x-HTTP/2_null 2.20KB 7.44KB "0.00 kbits" "0.00 kbits"
192.168.84.55 49344 9 0 2169 3 0 0 0 1 1 91.81.128.189 443 9 0 571 3 0 0 0 1 1 184552.48095703125 190484.998046875 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@49344 "1970-01-01 00:03:04.552480957" "1970-01-01 00:03:10.484998047" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 53988 14 0 4392 6 0 0 0 1 1 52.223.29.147 443 18 0 5941 9 1 77 0 1 1 200282.22192382812 210951.4697265625 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@53988 "1970-01-01 00:03:20.282221924" "1970-01-01 00:03:30.951469727" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.29KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 51158 27 1 4239 11 0 0 0 1 1 93.184.221.165 443 27 0 5923 12 0 0 0 1 0 20770.200927734375 220518.89404296875 8192 t.co - 160 0 t.co - 93.184.221.165@443_192.168.84.55@51158 "1970-01-01 00:00:20.770200928" "1970-01-01 00:03:40.518894043" t.co HTTP/1.x-HTTP/2_null 4.14KB 5.78KB "0.00 kbits" "0.00 kbits"
192.168.84.55 52900 21 0 3562 12 0 0 0 1 1 34.225.238.237 443 23 0 2891 9 0 0 0 1 1 51215.89501953125 222458.89697265625 8192 collector-hpn.ghostery.net - 160 0 collector-hpn.ghostery.net - 34.225.238.237@443_192.168.84.55@52900 "1970-01-01 00:00:51.215895020" "1970-01-01 00:03:42.458896973" hpn.ghostery.net HTTP/1.x-HTTP/2_null 3.48KB 2.82KB "0.00 kbits" "0.00 kbits"
192.168.84.55 60530 17 0 6126 8 0 0 0 1 1 52.223.29.147 443 19 0 6302 9 0 0 0 1 1 217187.06811523438 229807.01171875 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@60530 "1970-01-01 00:03:37.187068115" "1970-01-01 00:03:49.807011719" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 5.98KB 6.15KB "0.00 kbits" "0.00 kbits"
192.168.84.55 39410 92 1 81787 71 2 2332 0 1 1 162.247.243.29 443 79 0 9195 17 0 0 0 1 0 30439.9111328125 232038.16015625 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@39410 "1970-01-01 00:00:30.439911133" "1970-01-01 00:03:52.038160156" data.net HTTP/1.x-HTTP/2_null 79.87KB 8.98KB "0.00 kbits" "0.00 kbits"
192.168.84.55 36462 4313 1 136205 159 0 0 0 1 1 91.81.129.236 443 5234 0 103159701 5074 9 12600 0 1 0 34309.419921875 232634.50805664062 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.129.236@443_192.168.84.55@36462 "1970-01-01 00:00:34.309419922" "1970-01-01 00:03:52.634508057" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 133.01KB 98.38MB "0.01 kbits" "4.16 kbits"
192.168.84.55 59584 17 1 2770 12 0 0 0 1 1 3.126.67.130 443 23 0 576 9 0 0 0 1 0 35103.677001953125 232721.69506835938 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@59584 "1970-01-01 00:00:35.103677002" "1970-01-01 00:03:52.721695068" pubby.indazn.com HTTP/1.x_HTTP/1.x 2.71KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 56430 20 1 4828 13 0 0 0 1 1 3.126.67.130 443 24 0 576 9 0 0 0 1 0 31796.567138671875 232721.7041015625 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@56430 "1970-01-01 00:00:31.796567139" "1970-01-01 00:03:52.721704102" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.71KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 56434 22 1 4415 17 0 0 0 1 1 3.126.67.130 443 28 0 576 9 0 0 0 1 0 32916.36572265625 232721.7197265625 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@56434 "1970-01-01 00:00:32.916365723" "1970-01-01 00:03:52.721719727" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.31KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 56436 20 1 4757 13 0 0 0 1 1 3.126.67.130 443 26 0 576 11 2 62 0 1 0 33367.817138671875 232724.95703125 8192 pubby.indazn.com - 32 32 pubby.indazn.com - 3.126.67.130@443_192.168.84.55@56436 "1970-01-01 00:00:33.367817139" "1970-01-01 00:03:52.724957031" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.65KB 576.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 45044 222 1 250743 198 0 0 0 1 1 162.247.243.29 443 175 0 10718 20 0 0 0 1 0 12726.821044921875 232819.60205078125 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@45044 "1970-01-01 00:00:12.726821045" "1970-01-01 00:03:52.819602051" data.net HTTP/1.x-HTTP/2_null 244.87KB 10.47KB "0.01 kbits" "0.00 kbits"
192.168.84.55 34892 11 0 3818 5 0 0 0 1 1 162.247.243.29 443 11 0 1105 3 0 0 0 1 1 232646.9560546875 232972.05297851562 8192 bam.nr-data.net - 160 0 bam.nr-data.net - 162.247.243.29@443_192.168.84.55@34892 "1970-01-01 00:03:52.646956055" "1970-01-01 00:03:52.972052979" data.net HTTP/1.x-HTTP/2_null 3.73KB 1.08KB "0.09 kbits" "0.03 kbits"
192.168.84.55 57892 11 0 2169 4 1 705 0 1 1 91.81.128.189 443 9 0 571 3 0 0 0 1 1 230573.85595703125 236256.25415039062 8192 dcf-de-livedazn.daznedge.net - 160 0 dcf-de-livedazn.daznedge.net - 91.81.128.189@443_192.168.84.55@57892 "1970-01-01 00:03:50.573855957" "1970-01-01 00:03:56.256254150" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null 2.12KB 571.00B "0.00 kbits" "0.00 kbits"
192.168.84.55 55564 14 0 4345 6 0 0 0 1 1 52.223.29.147 443 15 0 5941 7 0 0 0 1 1 232738.01904296875 243065.7470703125 8192 italy.scorecardresearch.com italy.scorecardresearch.com 160 128 italy.scorecardresearch.com - 52.223.29.147@443_192.168.84.55@55564 "1970-01-01 00:03:52.738019043" "1970-01-01 00:04:03.065747070" italy.scorecardresearch.com HTTP/1.x-HTTP/2_HTTP/2 4.24KB 5.80KB "0.00 kbits" "0.00 kbits"
192.168.84.55 46260 16 1 4693 7 1 0 0 1 2 3.127.124.21 443 14 0 5819 6 0 0 0 1 0 232722.9970703125 250256.77392578125 8192 pubby.indazn.com pubby.indazn.com 32 32 pubby.indazn.com - 3.127.124.21@443_192.168.84.55@46260 "1970-01-01 00:03:52.722997070" "1970-01-01 00:04:10.256773926" pubby.indazn.com HTTP/1.x_HTTP/1.x 4.58KB 5.68KB "0.00 kbits" "0.00 kbits"
