c_ip c_pt s_ip s_pt unix_ts_millis lifetime c_all_pkts c_rst_pkts c_app_byts c_app_pkts c_rxt_pkts c_rxt_byts c_ooo_pkts c_syn_pkts c_fin_pkts s_all_pkts s_rst_pkts s_app_byts s_app_pkts s_rxt_pkts s_rxt_byts s_ooo_pkts s_syn_pkts s_fin_pkts connection_id unix_te_millis datetime_ts datetime_te c_app_volume s_app_volume c_app_rate_kbits s_app_rate_kbits app_token app_proto
192.168.84.55 50000 3.75.98.239 443 13737.5419921875 348.759 14 0 4412 9 0 0 0 1 0 15 0 5088 5 0 0 0 1 0 3.75.98.239@443_192.168.84.55@50000 14086.3009921875 "1970-01-01 00:00:13.737541992" "1970-01-01 00:00:14.086300992" 4.31KB 4.97KB "0.10 kbits" "0.12 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51636 108.139.243.100 443 12075.019775390625 711.359 69 0 16879 64 0 0 0 0 0 93 0 17465 34 0 0 0 0 0 108.139.243.100@443_192.168.84.55@51636 12786.378775390625 "1970-01-01 00:00:12.075019775" "1970-01-01 00:00:12.786378775" 16.48KB 17.06KB "0.19 kbits" "0.20 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 39990 3.126.190.144 443 14869.110107421875 261.747 8 0 2387 4 0 0 0 1 0 7 0 357 2 0 0 0 1 0 3.126.190.144@443_192.168.84.55@39990 15130.857107421874 "1970-01-01 00:00:14.869110107" "1970-01-01 00:00:15.130857107" 2.33KB 357.00B "0.07 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 56872 162.247.243.29 443 12687.7421875 684.836 52 0 58652 46 0 0 0 1 0 41 0 5168 4 0 0 0 1 0 162.247.243.29@443_192.168.84.55@56872 13372.5781875 "1970-01-01 00:00:12.687742188" "1970-01-01 00:00:13.372578187" 57.28KB 5.05KB "0.69 kbits" "0.06 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 59530 151.101.241.91 443 11079.7490234375 346.404 12 0 2546 7 0 0 0 1 0 12 0 5479 4 0 0 0 1 0 151.101.241.91@443_192.168.84.55@59530 11426.1530234375 "1970-01-01 00:00:11.079749023" "1970-01-01 00:00:11.426153023" 2.49KB 5.35KB "0.06 kbits" "0.13 kbits" ohttp-relay-safebrowsing.fastly-edge.com HTTP/1.x-HTTP/2_null
192.168.84.55 51636 108.139.243.100 443 15945.58984375 98.805 2 0 481 1 0 0 0 0 0 3 0 581 2 0 0 0 0 0 108.139.243.100@443_192.168.84.55@51636 16044.39484375 "1970-01-01 00:00:15.945589844" "1970-01-01 00:00:16.044394844" 481.00B 581.00B "0.04 kbits" "0.05 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56872 162.247.243.29 443 23057.415771484375 197.552 13 0 15457 12 0 0 0 0 0 13 0 375 1 0 0 0 0 0 162.247.243.29@443_192.168.84.55@56872 23254.967771484375 "1970-01-01 00:00:23.057415771" "1970-01-01 00:00:23.254967771" 15.09KB 375.00B "0.63 kbits" "0.02 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 39986 3.126.190.144 443 12738.84814453125 380.265 12 0 4487 6 0 0 0 1 0 12 0 5786 5 0 0 0 1 0 3.126.190.144@443_192.168.84.55@39986 13119.11314453125 "1970-01-01 00:00:12.738848145" "1970-01-01 00:00:13.119113145" 4.38KB 5.65KB "0.09 kbits" "0.12 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 39988 3.126.190.144 443 13848.918212890625 480.518 11 0 2713 7 0 0 0 1 0 9 0 357 2 0 0 0 1 0 3.126.190.144@443_192.168.84.55@39988 14329.436212890625 "1970-01-01 00:00:13.848918213" "1970-01-01 00:00:14.329436213" 2.65KB 357.00B "0.05 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 39990 3.126.190.144 443 16112.76220703125 60.863 2 0 2091 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3.126.190.144@443_192.168.84.55@39990 16173.62520703125 "1970-01-01 00:00:16.112762207" "1970-01-01 00:00:16.173625207" 2.04KB 0B "0.27 kbits" "0.00 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 39990 3.126.190.144 443 30332.994140625 56.194 3 1 37 1 0 0 0 0 1 4 0 64 2 0 0 0 0 0 3.126.190.144@443_192.168.84.55@39990 30389.188140625 "1970-01-01 00:00:30.332994141" "1970-01-01 00:00:30.389188141" 37.00B 64.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 39986 3.126.190.144 443 30332.4150390625 56.783 3 1 37 1 0 0 0 0 1 4 0 64 2 0 0 0 0 0 3.126.190.144@443_192.168.84.55@39986 30389.1980390625 "1970-01-01 00:00:30.332415039" "1970-01-01 00:00:30.389198039" 37.00B 64.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 39988 3.126.190.144 443 30332.73779296875 56.473 3 1 37 1 0 0 0 0 1 4 0 64 2 0 0 0 0 0 3.126.190.144@443_192.168.84.55@39988 30389.21079296875 "1970-01-01 00:00:30.332737793" "1970-01-01 00:00:30.389210793" 37.00B 64.00B "0.01 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 49312 18.193.5.113 443 11613.75 334.539 18 0 2918 7 0 0 0 1 0 29 0 40833 21 0 0 0 1 0 18.193.5.113@443_192.168.84.55@49312 11948.289 "1970-01-01 00:00:11.613750000" "1970-01-01 00:00:11.948289000" 2.85KB 39.88KB "0.07 kbits" "0.98 kbits" core.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 47000 108.157.188.90 443 13482.55908203125 234.581 3 0 177 3 0 0 0 0 0 5 0 781 2 0 0 0 0 0 108.157.188.90@443_192.168.84.55@47000 13717.14008203125 "1970-01-01 00:00:13.482559082" "1970-01-01 00:00:13.717140082" 177.00B 781.00B "0.01 kbits" "0.03 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 51636 108.139.243.100 443 30007.210205078125 892.092 135 0 2415 5 0 0 0 0 0 141 0 188329 138 1 1388 0 0 0 108.139.243.100@443_192.168.84.55@51636 30899.302205078126 "1970-01-01 00:00:30.007210205" "1970-01-01 00:00:30.899302205" 2.36KB 183.92KB "0.02 kbits" "1.69 kbits" www.dazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 43168 18.66.218.33 443 12183.279052734375 282.11 15 0 4232 9 0 0 0 1 0 17 0 7805 7 0 0 0 1 0 18.66.218.33@443_192.168.84.55@43168 12465.389052734376 "1970-01-01 00:00:12.183279053" "1970-01-01 00:00:12.465389053" 4.13KB 7.62KB "0.12 kbits" "0.22 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56872 162.247.243.29 443 30308.83984375 962.018 29 0 28759 26 1 1058 0 0 0 26 0 1749 4 0 0 0 0 0 162.247.243.29@443_192.168.84.55@56872 31270.85784375 "1970-01-01 00:00:30.308839844" "1970-01-01 00:00:31.270857844" 28.08KB 1.71KB "0.24 kbits" "0.01 kbits" data.net HTTP/1.x-HTTP/2_null
192.168.84.55 54772 99.86.159.128 443 13106.2421875 354.344 15 0 4149 8 0 0 0 1 0 17 0 7445 8 0 0 0 1 0 99.86.159.128@443_192.168.84.55@54772 13460.5861875 "1970-01-01 00:00:13.106242188" "1970-01-01 00:00:13.460586187" 4.05KB 7.27KB "0.09 kbits" "0.17 kbits" onboarding.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56326 18.66.218.2 443 12740.80419921875 222.509 8 0 1896 3 0 0 0 1 0 8 0 6215 4 0 0 0 1 0 18.66.218.2@443_192.168.84.55@56326 12963.31319921875 "1970-01-01 00:00:12.740804199" "1970-01-01 00:00:12.963313199" 1.85KB 6.07KB "0.07 kbits" "0.22 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 54400 108.138.192.23 443 13125.669189453125 798.498 18 0 4398 12 0 0 0 1 0 21 0 8592 9 0 0 0 1 0 108.138.192.23@443_192.168.84.55@54400 13924.167189453125 "1970-01-01 00:00:13.125669189" "1970-01-01 00:00:13.924167189" 4.29KB 8.39KB "0.04 kbits" "0.09 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 38216 18.184.236.0 443 13132.4169921875 300.315 15 0 7102 9 0 0 0 1 0 17 0 11642 8 0 0 0 1 0 18.184.236.0@443_192.168.84.55@38216 13432.7319921875 "1970-01-01 00:00:13.132416992" "1970-01-01 00:00:13.432731992" 6.94KB 11.37KB "0.19 kbits" "0.31 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 56364 3.120.25.142 443 13120.023193359375 366.583 14 0 4337 8 0 0 0 1 0 16 0 6062 7 0 0 0 1 0 3.120.25.142@443_192.168.84.55@56364 13486.606193359376 "1970-01-01 00:00:13.120023193" "1970-01-01 00:00:13.486606193" 4.24KB 5.92KB "0.09 kbits" "0.13 kbits" ar.indazn.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 45334 151.101.242.49 443 14635.328125 303.332 6 0 890 6 0 0 0 0 0 10 0 1097 4 0 0 0 0 0 151.101.242.49@443_192.168.84.55@45334 14938.660125 "1970-01-01 00:00:14.635328125" "1970-01-01 00:00:14.938660125" 890.00B 1.07KB "0.02 kbits" "0.03 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 40374 18.66.196.53 443 13121.31982421875 355.618 15 0 4241 9 0 0 0 1 0 18 0 9270 8 0 0 0 1 0 18.66.196.53@443_192.168.84.55@40374 13476.93782421875 "1970-01-01 00:00:13.121319824" "1970-01-01 00:00:13.476937824" 4.14KB 9.05KB "0.10 kbits" "0.21 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 58252 104.18.32.137 443 12746.861083984375 412.524 12 0 3301 8 0 0 0 1 0 14 0 4567 5 0 0 0 1 0 104.18.32.137@443_192.168.84.55@58252 13159.385083984374 "1970-01-01 00:00:12.746861084" "1970-01-01 00:00:13.159385084" 3.22KB 4.46KB "0.06 kbits" "0.09 kbits" api.onetrust.com HTTP/1.x-HTTP/2_null
192.168.84.55 54242 108.138.192.65 443 14702.39501953125 284.876 14 0 4261 8 0 0 0 1 0 16 0 7399 7 0 0 0 1 0 108.138.192.65@443_192.168.84.55@54242 14987.27101953125 "1970-01-01 00:00:14.702395020" "1970-01-01 00:00:14.987271020" 4.16KB 7.23KB "0.12 kbits" "0.21 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 59224 108.156.2.104 443 13720.906005859375 336.236 22 0 5008 12 0 0 0 1 0 36 0 18876 23 0 0 0 1 0 108.156.2.104@443_192.168.84.55@59224 14057.142005859376 "1970-01-01 00:00:13.720906006" "1970-01-01 00:00:14.057142006" 4.89KB 18.43KB "0.12 kbits" "0.45 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 54460 108.138.199.77 443 14060.97412109375 302.885 16 0 4249 9 0 0 0 1 0 18 0 6905 8 0 0 0 1 0 108.138.199.77@443_192.168.84.55@54460 14363.85912109375 "1970-01-01 00:00:14.060974121" "1970-01-01 00:00:14.363859121" 4.15KB 6.74KB "0.11 kbits" "0.18 kbits" acc.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 36762 3.165.239.84 443 13675.48779296875 632.624 22 0 4548 12 0 0 0 1 0 27 0 9393 14 0 0 0 1 0 3.165.239.84@443_192.168.84.55@36762 14308.11179296875 "1970-01-01 00:00:13.675487793" "1970-01-01 00:00:14.308111793" 4.44KB 9.17KB "0.06 kbits" "0.12 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 47000 108.157.188.90 443 30840.441162109375 995.301 7 0 358 6 0 0 0 0 0 9 0 1194 4 0 0 0 0 0 108.157.188.90@443_192.168.84.55@47000 31835.742162109374 "1970-01-01 00:00:30.840441162" "1970-01-01 00:00:31.835742162" 358.00B 1.17KB "0.00 kbits" "0.01 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 54942 108.157.188.27 443 13717.63720703125 206.533 11 0 2380 6 0 0 0 1 0 11 0 6886 5 0 0 0 1 0 108.157.188.27@443_192.168.84.55@54942 13924.17020703125 "1970-01-01 00:00:13.717637207" "1970-01-01 00:00:13.924170207" 2.32KB 6.72KB "0.09 kbits" "0.27 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50000 3.75.98.239 443 14860.559814453125 107.568 3 0 249 2 0 0 0 0 0 3 0 128 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@50000 14968.127814453124 "1970-01-01 00:00:14.860559814" "1970-01-01 00:00:14.968127814" 249.00B 128.00B "0.02 kbits" "0.01 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 40374 3.123.62.42 443 13737.383056640625 318.142 14 0 4187 8 0 0 0 1 0 16 0 6628 7 0 0 0 1 0 3.123.62.42@443_192.168.84.55@40374 14055.525056640625 "1970-01-01 00:00:13.737383057" "1970-01-01 00:00:14.055525057" 4.09KB 6.47KB "0.11 kbits" "0.17 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 60572 13.226.175.67 443 12730.341064453125 976.997 14 0 2616 8 0 0 0 1 0 15 0 7014 7 0 0 0 1 0 13.226.175.67@443_192.168.84.55@60572 13707.338064453124 "1970-01-01 00:00:12.730341064" "1970-01-01 00:00:13.707338064" 2.55KB 6.85KB "0.02 kbits" "0.06 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 49868 108.139.243.99 443 14115.860107421875 13.102 7 0 0 0 0 0 0 0 0 10 0 24791 10 0 0 0 0 0 108.139.243.99@443_192.168.84.55@49868 14128.962107421876 "1970-01-01 00:00:14.115860107" "1970-01-01 00:00:14.128962107" 0B 24.21KB "0.00 kbits" "15.14 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45224 18.185.21.43 443 13973.665771484375 880.236 17 0 4356 10 0 0 0 1 0 21 0 8550 10 0 0 0 1 0 18.185.21.43@443_192.168.84.55@45224 14853.901771484376 "1970-01-01 00:00:13.973665771" "1970-01-01 00:00:14.853901771" 4.25KB 8.35KB "0.04 kbits" "0.08 kbits" ar.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 45334 151.101.242.49 443 31504.608154296875 641.281 11 0 1028 9 0 0 0 0 0 14 0 766 5 0 0 0 0 0 151.101.242.49@443_192.168.84.55@45334 32145.889154296874 "1970-01-01 00:00:31.504608154" "1970-01-01 00:00:32.145889154" 1.00KB 766.00B "0.01 kbits" "0.01 kbits" cdn.contentful.com HTTP/1.x-HTTP/2_HTTP/2
192.168.84.55 50000 3.75.98.239 443 31894.77197265625 980.591 12 0 949 8 0 0 0 0 0 10 0 350 4 0 0 0 0 0 3.75.98.239@443_192.168.84.55@50000 32875.36297265625 "1970-01-01 00:00:31.894771973" "1970-01-01 00:00:32.875362973" 949.00B 350.00B "0.01 kbits" "0.00 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 60572 13.226.175.67 443 31935.60009765625 992.879 26 0 1650 19 0 0 0 0 0 38 0 21351 21 0 0 0 0 0 13.226.175.67@443_192.168.84.55@60572 32928.47909765625 "1970-01-01 00:00:31.935600098" "1970-01-01 00:00:32.928479098" 1.61KB 20.85KB "0.01 kbits" "0.17 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 56326 18.66.218.2 443 31493.80908203125 645.64 8 0 1096 5 0 0 0 0 0 12 0 4030 7 0 0 0 0 0 18.66.218.2@443_192.168.84.55@56326 32139.44908203125 "1970-01-01 00:00:31.493809082" "1970-01-01 00:00:32.139449082" 1.07KB 3.94KB "0.01 kbits" "0.05 kbits" discovery.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 60572 13.226.175.67 443 32953.127197265625 997.977 307 0 35 1 0 0 0 0 0 409 0 4291696 409 0 0 0 0 0 13.226.175.67@443_192.168.84.55@60572 33951.104197265624 "1970-01-01 00:00:32.953127197" "1970-01-01 00:00:33.951104197" 35.00B 4.09MB "0.00 kbits" "34.40 kbits" fe.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 50000 3.75.98.239 443 32910.191162109375 42.962 1 0 0 0 0 0 0 0 0 3 0 104 1 0 0 0 0 0 3.75.98.239@443_192.168.84.55@50000 32953.153162109375 "1970-01-01 00:00:32.910191162" "1970-01-01 00:00:32.953153162" 0B 104.00B "0.00 kbits" "0.02 kbits" gateway.indazn.com HTTP/1.x-HTTP/2_null
192.168.84.55 55542 23.51.48.218 443 33579.47314453125 691.479 12 1 2483 4 0 0 0 1 1 10 0 4166 4 2 1388 0 2 0 23.51.48.218@443_192.168.84.55@55542 34270.95214453125 "1970-01-01 00:00:33.579473145" "1970-01-01 00:00:34.270952145" 2.42KB 4.07KB "0.03 kbits" "0.05 kbits" time.akamai.com HTTP/1.x-HTTP/2_HTTP/1.x
192.168.84.55 43438 199.127.193.105 443 33113.093017578125 945.69 18 0 8239 12 0 0 0 1 0 10 0 6806 5 0 0 0 1 0 199.127.193.105@443_192.168.84.55@43438 34058.78301757813 "1970-01-01 00:00:33.113093018" "1970-01-01 00:00:34.058783018" 8.05KB 6.65KB "0.07 kbits" "0.06 kbits" cws.conviva.com HTTP/1.x-HTTP/2_null
192.168.84.55 55850 91.81.128.189 443 33416.301025390625 848.122 28 0 3036 5 1 705 0 1 0 52 0 127619 47 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55850 34264.42302539063 "1970-01-01 00:00:33.416301025" "1970-01-01 00:00:34.264423025" 2.96KB 124.63KB "0.03 kbits" "1.20 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55840 91.81.128.189 443 33415.662109375 368.931 10 0 2960 4 0 0 0 1 0 9 0 2566 4 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55840 33784.593109375 "1970-01-01 00:00:33.415662109" "1970-01-01 00:00:33.784593109" 2.89KB 2.51KB "0.06 kbits" "0.06 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55836 91.81.128.189 443 33162.698974609375 452.162 15 0 4430 6 0 0 0 1 0 18 0 41706 11 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55836 33614.86097460937 "1970-01-01 00:00:33.162698975" "1970-01-01 00:00:33.614860975" 4.33KB 40.73KB "0.08 kbits" "0.74 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55850 91.81.128.189 443 34460.26513671875 6.587 5 1 0 0 0 0 0 0 1 4 0 22400 4 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55850 34466.85213671875 "1970-01-01 00:00:34.460265137" "1970-01-01 00:00:34.466852137" 0B 21.88KB "0.00 kbits" "27.21 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55836 91.81.128.189 443 34466.677978515625 394.2 20 0 866 2 1 866 0 0 0 22 0 195121 20 1 1400 0 0 0 91.81.128.189@443_192.168.84.55@55836 34860.87797851562 "1970-01-01 00:00:34.466677979" "1970-01-01 00:00:34.860877979" 866.00B 190.55KB "0.02 kbits" "3.96 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55840 91.81.128.189 443 34464.375 307.049 3 0 854 1 0 0 0 0 0 3 0 2015 2 1 1400 0 0 0 91.81.128.189@443_192.168.84.55@55840 34771.424 "1970-01-01 00:00:34.464375000" "1970-01-01 00:00:34.771424000" 854.00B 1.97KB "0.02 kbits" "0.05 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55866 91.81.128.189 443 33416.877197265625 369.722 8 0 1802 3 0 0 0 1 0 8 0 3999 4 0 0 0 1 0 91.81.128.189@443_192.168.84.55@55866 33786.59919726563 "1970-01-01 00:00:33.416877197" "1970-01-01 00:00:33.786599197" 1.76KB 3.91KB "0.04 kbits" "0.09 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55836 91.81.128.189 443 35816.795166015625 998.813 60 0 5196 6 0 0 0 0 0 68 0 1248739 62 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55836 36815.60816601563 "1970-01-01 00:00:35.816795166" "1970-01-01 00:00:36.815608166" 5.07KB 1.19MB "0.04 kbits" "10.00 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55866 91.81.128.189 443 35833.027099609375 966.268 35 0 5190 6 0 0 0 0 0 41 0 197380 35 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55866 36799.29509960937 "1970-01-01 00:00:35.833027100" "1970-01-01 00:00:36.799295100" 5.07KB 192.75KB "0.04 kbits" "1.63 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 50200 3.126.190.144 443 32357.26318359375 368.699 12 0 4016 9 0 0 0 1 0 12 0 357 2 0 0 0 1 0 3.126.190.144@443_192.168.84.55@50200 32725.96218359375 "1970-01-01 00:00:32.357263184" "1970-01-01 00:00:32.725962184" 3.92KB 357.00B "0.09 kbits" "0.01 kbits" pubby.indazn.com HTTP/1.x_HTTP/1.x
192.168.84.55 55836 91.81.128.189 443 36836.59912109375 684.035 45 0 1712 2 0 0 0 0 0 50 0 1047651 48 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55836 37520.63412109375 "1970-01-01 00:00:36.836599121" "1970-01-01 00:00:37.520634121" 1.67KB 1023.10KB "0.02 kbits" "12.25 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55866 91.81.128.189 443 36844.68115234375 68.691 6 0 865 1 0 0 0 0 0 7 0 32803 6 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55866 36913.37215234375 "1970-01-01 00:00:36.844681152" "1970-01-01 00:00:36.913372152" 865.00B 32.03KB "0.10 kbits" "3.82 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
192.168.84.55 55840 91.81.128.189 443 35820.91015625 71.024 3 0 845 1 0 0 0 0 0 3 0 3005 2 0 0 0 0 0 91.81.128.189@443_192.168.84.55@55840 35891.93415625 "1970-01-01 00:00:35.820910156" "1970-01-01 00:00:35.891934156" 845.00B 2.93KB "0.10 kbits" "0.34 kbits" de-livedazn.daznedge.net HTTP/1.x-HTTP/2_null
